time,deviceName,temperature,humidity,pressure_hPa,battery_mV,rssi,snr
2025-09-26 13:44:44,NodoTest,27.73,67.06,1005.0,10.0,-65,14.0
2025-09-26 13:44:56,NodoAngel,41.75,26.36,1002.0,6.0,-34,13.5
2025-09-26 13:45:44,NodoTest,27.76,66.91,1005.0,12.0,-66,14.3
2025-09-26 13:45:56,NodoAngel,40.12,27.69,1002.0,10.0,-41,14.3
2025-09-26 13:46:44,NodoTest,27.78,68.34,1005.0,14.0,-67,14.0
2025-09-26 13:46:56,NodoAngel,38.99,33.04,1002.0,8.0,-33,14.3
2025-09-26 13:47:44,NodoTest,27.79,67.96,1005.0,10.0,-66,14.0
2025-09-26 13:47:56,NodoAngel,37.93,28.65,1002.0,8.0,-40,14.0
2025-09-26 13:48:44,NodoTest,27.82,68.83,1005.0,10.0,-66,14.0
2025-09-26 13:48:56,NodoAngel,37.5,31.13,1002.0,10.0,-49,14.3
2025-09-26 13:49:45,NodoTest,27.82,69.31,1005.0,10.0,-67,9.8
2025-09-26 13:49:56,NodoAngel,36.83,32.71,1002.0,10.0,-41,11.5
2025-09-26 13:50:45,NodoTest,27.81,68.12,1005.0,12.0,-65,13.8
2025-09-26 13:50:57,NodoAngel,36.13,33.78,1002.0,10.0,-38,14.3
2025-09-26 13:51:45,NodoTest,27.82,66.53,1005.0,10.0,-66,14.3
2025-09-26 13:51:57,NodoAngel,35.41,34.65,1002.0,10.0,-39,14.3
2025-09-26 13:52:45,NodoTest,27.83,67.46,1005.0,10.0,-66,14.5
2025-09-26 13:52:57,NodoAngel,34.73,35.67,1002.0,10.0,-36,13.5
2025-09-26 13:53:45,NodoTest,27.82,67.88,1005.0,14.0,-66,14.0
2025-09-26 13:53:57,NodoAngel,34.05,36.5,1002.0,10.0,-35,13.8
2025-09-26 13:54:45,NodoTest,27.84,67.77,1004.0,14.0,-65,13.8
2025-09-26 13:54:57,NodoAngel,33.41,37.47,1002.0,10.0,-38,13.8
2025-09-26 13:55:45,NodoTest,27.83,67.83,1004.0,14.0,-65,8.8
2025-09-26 13:55:58,NodoAngel,32.78,38.24,1002.0,12.0,-35,14.0
2025-09-26 13:56:46,NodoTest,27.83,67.12,1004.0,14.0,-65,13.3
2025-09-26 13:56:58,NodoAngel,32.21,38.96,1002.0,10.0,-43,14.0
2025-09-26 13:57:46,NodoTest,27.87,67.74,1004.0,12.0,-65,13.8
2025-09-26 13:57:58,NodoAngel,31.66,39.78,1002.0,10.0,-35,13.5
2025-09-26 13:58:46,NodoTest,27.9,67.04,1004.0,12.0,-64,14.5
2025-09-26 13:58:58,NodoAngel,31.18,40.51,1002.0,12.0,-38,10.5
2025-09-26 13:59:46,NodoTest,27.89,67.47,1004.0,14.0,-65,13.8
2025-09-26 13:59:58,NodoAngel,30.84,41.14,1002.0,10.0,-38,13.8
2025-09-26 14:00:46,NodoTest,27.9,68.02,1005.0,10.0,-65,13.5
2025-09-26 14:00:59,NodoAngel,30.7,41.33,1002.0,14.0,-39,13.8
2025-09-26 14:01:46,NodoTest,27.9,66.82,1005.0,10.0,-64,13.5
2025-09-26 14:01:59,NodoAngel,30.58,41.85,1002.0,12.0,-43,14.3
2025-09-26 14:02:47,NodoTest,27.85,67.41,1004.0,10.0,-65,13.5
2025-09-26 14:02:59,NodoAngel,30.41,42.43,1002.0,10.0,-60,13.5
2025-09-26 14:03:47,NodoTest,27.86,66.75,1004.0,10.0,-64,9.8
2025-09-26 14:03:59,NodoAngel,30.18,44.51,1001.0,12.0,-89,13.0
2025-09-26 14:04:47,NodoTest,27.9,67.97,1005.0,16.0,-65,14.3
2025-09-26 14:04:59,NodoAngel,29.91,48.28,1000.0,14.0,-104,3.0
2025-09-26 14:05:47,NodoTest,27.88,67.77,1005.0,10.0,-65,13.5
2025-09-26 14:06:47,NodoTest,27.93,67.66,1005.0,12.0,-66,14.0
2025-09-26 14:07:00,NodoAngel,30.0,50.6,1001.0,12.0,-101,5.0
2025-09-26 14:07:47,NodoTest,27.84,66.23,1005.0,10.0,-64,13.5
2025-09-26 14:08:00,NodoAngel,30.12,51.31,1001.0,12.0,-99,7.0
2025-09-26 14:08:48,NodoTest,27.81,67.61,1005.0,12.0,-65,13.8
2025-09-26 14:09:00,NodoAngel,30.33,54.49,1001.0,14.0,-97,8.5
2025-09-26 14:09:48,NodoTest,27.79,66.72,1005.0,10.0,-66,14.0
2025-09-26 14:10:00,NodoAngel,30.51,53.18,1001.0,12.0,-98,6.3
2025-09-26 14:10:48,NodoTest,27.73,66.18,1005.0,10.0,-65,13.3
2025-09-26 14:11:00,NodoAngel,30.68,52.79,1001.0,12.0,-98,7.8
2025-09-26 14:11:48,NodoTest,27.67,66.5,1005.0,12.0,-66,14.0
2025-09-26 14:12:00,NodoAngel,30.84,53.26,1001.0,14.0,-105,1.0
2025-09-26 14:12:48,NodoTest,27.66,66.59,1005.0,12.0,-65,13.5
2025-09-26 14:13:01,NodoAngel,30.98,53.93,1001.0,10.0,-99,8.5
2025-09-26 14:13:48,NodoTest,27.61,66.97,1005.0,10.0,-55,13.5
2025-09-26 14:14:01,NodoAngel,31.06,56.12,1001.0,10.0,-98,7.8
2025-09-26 14:14:49,NodoTest,27.58,66.88,1005.0,12.0,-65,10.8
2025-09-26 14:15:01,NodoAngel,31.08,54.85,1001.0,12.0,-103,1.0
2025-09-26 14:15:49,NodoTest,27.54,66.41,1005.0,10.0,-66,14.3
2025-09-26 14:16:01,NodoAngel,31.05,55.66,1001.0,14.0,-100,7.5
2025-09-26 14:16:49,NodoTest,27.55,66.59,1005.0,14.0,-63,13.8
2025-09-26 14:17:01,NodoAngel,30.98,56.21,1001.0,12.0,-104,1.0
2025-09-26 14:17:49,NodoTest,27.49,66.81,1005.0,10.0,-65,13.8
2025-09-26 14:18:02,NodoAngel,30.89,55.84,1001.0,12.0,-107,-3.0
2025-09-26 14:18:49,NodoTest,27.51,66.99,1005.0,10.0,-66,10.0
2025-09-26 14:19:02,NodoAngel,30.77,55.9,1001.0,14.0,-99,7.5
2025-09-26 14:19:49,NodoTest,27.42,67.01,1005.0,12.0,-65,13.8
2025-09-26 14:20:02,NodoAngel,30.63,55.86,1001.0,10.0,-98,7.3
2025-09-26 14:20:49,NodoTest,27.4,67.07,1005.0,14.0,-67,14.3
2025-09-26 14:21:02,NodoAngel,30.45,57.34,1001.0,14.0,-106,0.5
2025-09-26 14:21:50,NodoTest,27.37,67.5,1005.0,16.0,-66,14.3
2025-09-26 14:22:02,NodoAngel,30.3,56.37,1001.0,12.0,-107,-2.8
2025-09-26 14:22:50,NodoTest,27.33,67.29,1005.0,14.0,-64,14.3
2025-09-26 14:23:02,NodoAngel,30.14,56.65,1001.0,12.0,-103,3.8
2025-09-26 14:23:50,NodoTest,27.31,67.31,1005.0,10.0,-66,13.3
2025-09-26 14:24:03,NodoAngel,29.98,57.31,1001.0,14.0,-96,8.5
2025-09-26 14:24:50,NodoTest,27.28,67.23,1005.0,14.0,-65,14.3
2025-09-26 14:25:03,NodoAngel,29.81,56.14,1001.0,14.0,-108,-6.3
2025-09-26 14:25:50,NodoTest,27.25,66.95,1005.0,14.0,-66,14.0
2025-09-26 14:26:03,NodoAngel,29.64,56.24,1001.0,14.0,-99,7.0
2025-09-26 14:26:50,NodoTest,27.25,66.58,1005.0,14.0,-64,14.0
2025-09-26 14:27:03,NodoAngel,29.49,56.72,1001.0,12.0,-104,2.8
2025-09-26 14:27:51,NodoTest,27.19,66.37,1005.0,10.0,-64,13.8
2025-09-26 14:28:03,NodoAngel,29.29,59.25,1001.0,14.0,-104,3.5
2025-09-26 14:28:51,NodoTest,27.15,66.4,1005.0,10.0,-65,13.5
2025-09-26 14:29:04,NodoAngel,29.13,58.28,1001.0,16.0,-108,-7.3
2025-09-26 14:29:51,NodoTest,27.11,66.51,1005.0,16.0,-64,14.0
2025-09-26 14:30:04,NodoAngel,28.96,58.1,1001.0,14.0,-107,-1.8
2025-09-26 14:30:51,NodoTest,27.11,66.52,1005.0,14.0,-66,14.5
2025-09-26 14:31:04,NodoAngel,28.81,57.9,1001.0,14.0,-100,8.3
2025-09-26 14:31:51,NodoTest,27.05,66.18,1005.0,14.0,-65,9.8
2025-09-26 14:32:04,NodoAngel,28.65,59.97,1001.0,14.0,-107,-3.8
2025-09-26 14:32:51,NodoTest,27.06,66.48,1004.0,14.0,-66,13.8
2025-09-26 14:33:04,NodoAngel,28.54,59.0,1001.0,14.0,-104,2.3
2025-09-26 14:33:52,NodoTest,27.02,66.59,1004.0,14.0,-64,13.3
2025-09-26 14:34:05,NodoAngel,28.4,58.96,1001.0,14.0,-100,6.8
2025-09-26 14:34:52,NodoTest,26.98,65.85,1004.0,14.0,-63,13.8
2025-09-26 14:35:05,NodoAngel,28.28,61.17,1001.0,14.0,-97,9.0
2025-09-26 14:35:52,NodoTest,26.95,65.92,1004.0,10.0,-65,9.3
2025-09-26 14:36:05,NodoAngel,28.19,60.0,1001.0,14.0,-100,7.8
2025-09-26 14:36:52,NodoTest,26.93,65.88,1004.0,12.0,-66,14.3
2025-09-26 14:37:05,NodoAngel,28.09,59.21,1001.0,14.0,-107,-2.5
2025-09-26 14:37:52,NodoTest,26.93,65.8,1004.0,12.0,-66,14.3
2025-09-26 14:38:05,NodoAngel,28.02,60.94,1001.0,14.0,-98,9.0
2025-09-26 14:38:52,NodoTest,26.89,65.61,1004.0,12.0,-66,13.8
2025-09-26 14:39:05,NodoAngel,27.93,59.75,1001.0,14.0,-100,7.3
2025-09-26 14:39:53,NodoTest,26.88,65.66,1004.0,10.0,-65,14.0
2025-09-26 14:40:06,NodoAngel,27.85,59.97,1001.0,14.0,-98,9.0
2025-09-26 14:40:53,NodoTest,26.86,65.52,1005.0,12.0,-66,13.3
2025-09-26 14:41:06,NodoAngel,27.77,59.48,1001.0,14.0,-100,5.5
2025-09-26 14:41:53,NodoTest,26.85,65.24,1005.0,10.0,-66,14.5
2025-09-26 14:42:06,NodoAngel,27.71,59.58,1001.0,14.0,-97,8.8
2025-09-26 14:42:53,NodoTest,26.84,64.99,1005.0,10.0,-66,14.5
2025-09-26 14:43:06,NodoAngel,27.67,59.7,1001.0,16.0,-101,5.0
2025-09-26 14:43:53,NodoTest,26.8,64.82,1005.0,10.0,-65,13.8
2025-09-26 14:44:06,NodoAngel,27.62,59.32,1001.0,16.0,-107,-1.0
2025-09-26 14:44:53,NodoTest,26.76,64.12,1005.0,12.0,-66,13.8
2025-09-26 14:45:06,NodoAngel,27.57,59.75,1001.0,14.0,-97,9.0
2025-09-26 14:45:53,NodoTest,26.75,64.22,1005.0,10.0,-65,10.8
2025-09-26 14:46:07,NodoAngel,27.56,60.63,1001.0,14.0,-96,7.5
2025-09-26 14:46:54,NodoTest,26.69,63.94,1005.0,14.0,-65,14.0
2025-09-26 14:47:07,NodoAngel,27.53,59.93,1001.0,12.0,-95,10.3
2025-09-26 14:47:54,NodoTest,26.67,63.98,1005.0,12.0,-65,12.8
2025-09-26 14:48:07,NodoAngel,27.5,59.85,1001.0,16.0,-96,9.5
2025-09-26 14:48:54,NodoTest,26.67,64.07,1005.0,10.0,-66,13.5
2025-09-26 14:49:07,NodoAngel,27.48,60.01,1001.0,16.0,-98,6.5
2025-09-26 14:49:54,NodoTest,26.65,64.02,1005.0,12.0,-65,14.3
2025-09-26 14:50:07,NodoAngel,27.44,60.21,1001.0,12.0,-97,9.0
2025-09-26 14:50:54,NodoTest,26.6,63.37,1005.0,14.0,-65,13.5
2025-09-26 14:51:07,NodoAngel,27.4,60.13,1001.0,14.0,-90,12.3
2025-09-26 14:51:55,NodoTest,26.61,63.45,1005.0,14.0,-65,13.8
2025-09-26 14:52:08,NodoAngel,27.34,60.44,1001.0,16.0,-98,8.5
2025-09-26 14:52:55,NodoTest,26.57,62.95,1005.0,10.0,-65,13.5
2025-09-26 14:53:08,NodoAngel,27.31,60.59,1001.0,18.0,-97,8.5
2025-09-26 14:53:55,NodoTest,26.56,63.26,1005.0,16.0,-65,13.8
