time,deviceName,laeq_global_dB,dominant_class,dominant_pct,lafmax_dB,lafmax_class,LAeq_common,LAeq_impact,LAeq_rotarytool,LAeq_person,LAeq_vehicle,pct_common,pct_impact,pct_rotarytool,pct_person,pct_vehicle,L10_dB,L50_dB,L90_dB,rssi,snr
2026-05-23 00:00:07,Laboratorios Civil Inferior,26.18,Silence,0.0,28.231,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.528,25.683,24.439,-111,7.2
2026-05-23 00:00:07,Laboratorios Eléctrica Centro,36.9,Silence,0.0,45.805,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.321,35.89,33.624,-119,-4.5
2026-05-23 00:00:48,Pasillo Salones Civil,15.905,Silence,0.0,17.384,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.458,15.302,14.99,-85,12.0
2026-05-23 00:00:55,Lobby Civil,40.0,Silence,0.0,40.931,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.812,39.579,39.509,-92,11.8
2026-05-23 00:01:08,Laboratorios Civil Superior,32.455,Silence,0.0,34.698,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.258,31.873,30.709,-95,11.5
2026-05-23 00:01:58,Pasillo Decanato Civil,22.961,Silence,0.0,23.627,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.562,23.097,21.988,-85,11.8
2026-05-23 00:03:21,Laboratorios Eléctrica Inferior,46.116,Mixed,52.691,47.075,Group 5 (Vehicle),46.245,0.0,0.0,0.0,46.418,52.691,3.559,0.304,2.083,41.319,46.698,45.937,45.582,-111,-9.8
2026-05-23 00:03:36,Salón - Uma Civil,9.538,Silence,0.0,10.489,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,9.482,8.809,-90,10.5
2026-05-23 00:03:45,Pasillo Decanato Eléctrica,19.354,Silence,0.0,20.401,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.472,19.364,18.691,-94,12.0
2026-05-23 00:03:58,Salón - Uma Eléctrica,43.902,Silence,0.0,44.591,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.494,43.785,43.368,-111,4.8
2026-05-23 00:04:13,Laboratorios Eléctrica Superior,29.241,Silence,0.0,29.983,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.202,29.081,28.657,-93,12.0
2026-05-23 00:04:33,Lobby Eléctrica,28.481,Silence,0.0,29.581,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.545,28.516,27.684,-87,12.0
2026-05-23 00:04:40,Salón - Extremo Eléctrica,14.501,Silence,0.0,15.344,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.232,14.632,13.799,-73,14.3
2026-05-23 00:04:42,Pasillo Salones Eléctrica,27.803,Silence,0.0,28.912,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.761,27.86,26.912,-87,10.3
2026-05-23 00:04:44,Salón - Extremo Civil,13.331,Silence,0.0,14.017,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.984,13.359,12.622,-81,9.8
2026-05-23 00:04:56,Laboratorios Civil Central,51.272,Group 1 (Common),73.877,52.763,Group 1 (Common),51.508,0.0,50.79,0.0,0.0,73.877,0.488,9.082,0.146,16.455,52.567,51.318,49.986,-108,6.2
2026-05-23 00:05:07,Laboratorios Civil Inferior,32.939,Silence,0.0,34.079,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.285,32.803,32.068,-111,3.5
2026-05-23 00:05:07,Laboratorios Eléctrica Centro,62.614,Mixed,40.799,67.378,Group 5 (Vehicle),0.0,59.127,56.844,0.0,66.432,0.043,35.677,21.484,2.17,40.799,68.536,56.324,52.198,-89,12.3
2026-05-23 00:05:48,Pasillo Salones Civil,16.445,Silence,0.0,20.07,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.115,14.084,13.529,-82,12.8
2026-05-23 00:05:55,Lobby Civil,38.733,Silence,0.0,39.319,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.25,38.822,38.132,-103,8.0
2026-05-23 00:06:08,Laboratorios Civil Superior,30.993,Silence,0.0,33.048,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.051,30.995,28.561,-95,12.0
2026-05-23 00:06:58,Pasillo Decanato Civil,22.313,Silence,0.0,23.322,Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.624,22.147,21.551,-99,9.5
