time,deviceName,message_type,payload_type,encoding,event_code,event,flags_raw,transition,severity,measurement_calibration,transition_start,transition_end,utc_time_valid,measurement_valid,calibrated,backlog,coalesced,queue_overflow,event_time_unix_s,event_time_iso,event_age_s,event_time_basis,duration_s,duration_saturated,extreme_value,threshold_value,value_unit,extreme_voltage_v,threshold_voltage_v,extreme_frequency_hz,threshold_frequency_hz,sequence,sequence_lsb,occurrences,detail_fields_omitted,gatewayName,gatewayId,rssi,snr
2026-08-11 14:06:03,PrimerTest,power_quality_event,17.0,full,1.0,boot,33.0,start,0.0,provisional,True,False,False,False,False,True,False,False,,,82.0,age_at_uplink,0.0,False,,,raw_count,,,,,1.0,,1.0,,GatewayELIIDobleBanda07,00005813d369a095,-119,9.0
2026-08-11 14:06:33,PrimerTest,power_quality_event,17.0,full,16.0,voltage_sag,41.0,start,2.0,provisional,True,False,False,True,False,True,False,False,,,112.0,age_at_uplink,0.0,False,28.0,108.0,V,28.0,108.0,,,2.0,,1.0,,GatewayELIIDobleBanda07,00005813d369a095,-85,9.0
2026-08-11 14:12:37,PrimerTest,power_quality_event,17.0,full,16.0,voltage_sag,10.0,end,2.0,provisional,False,True,False,True,False,False,False,False,,,476.0,age_at_uplink,475.93,False,16.1,108.0,V,16.1,108.0,,,2.0,,1.0,,GatewayELIIDobleBanda07,00005813d369a095,-89,7.5
