time,deviceName,message_type,payload_type,encoding,flags_raw,sequence,voltage_calibration,current_and_power_calibration,utc_time_valid,coverage_at_least_95_percent,ade_measurements_valid,voltage_calibrated,frequency_window_valid,current_calibrated,fundamental_measurement_valid,queued_or_backlogged,interval_end_unix_s,interval_end_iso,interval_end_uptime_s,interval_end_not_transmitted,coverage_permille,coverage_percent,voltage_rms_v,voltage_rms_min_v,voltage_rms_max_v,frequency_hz,frequency_min_hz,frequency_max_hz,current_rms_a,active_power_w,reactive_power_var,apparent_power_va,active_energy_wh,reactive_energy_varh,apparent_energy_vah,power_factor,voltage_thd_percent,voltage_thd_max_percent,current_thd_percent,current_thd_max_percent,temperature_c,event_count,worst_event_code,worst_event,gatewayName,gatewayId,rssi,snr
2026-08-04 00:00:02,PrimerTest,power_quality_summary,16.0,extended,23.0,1477.0,provisional,provisional,True,True,True,False,True,False,False,False,1785819600.0,2026-08-04T05:00:00.000Z,,,1000.0,100.0,123.3,122.8,123.5,60.008,59.972,60.039,0.46,30,-6,56,5.0,-1.0,9.4,0.5351,1.61,2.22,151.87,156.52,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-90,10.0
2026-08-04 00:10:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1478.0,provisional,provisional,True,True,True,False,True,False,True,False,1785820200.0,2026-08-04T05:10:00.000Z,,,1000.0,100.0,123.6,122.9,123.9,60.008,59.972,60.036,0.45,30,-6,56,5.0,-1.0,9.4,0.5363,1.59,2.81,151.85,155.82,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-94,9.0
2026-08-04 00:20:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1479.0,provisional,provisional,True,True,True,False,True,False,True,False,1785820800.0,2026-08-04T05:20:00.000Z,,,1000.0,100.0,123.8,123.5,124.1,60.009,59.968,60.04,0.45,30,-6,56,5.0,-1.0,9.4,0.5356,1.56,2.11,151.96,161.93,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-89,7.0
2026-08-04 00:30:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1480.0,provisional,provisional,True,True,True,False,True,False,True,False,1785821400.0,2026-08-04T05:30:00.000Z,,,1000.0,100.0,123.8,123.5,124.1,60.003,59.956,60.04,0.45,30,-6,56,5.0,-1.0,9.4,0.537,1.63,2.11,151.49,155.23,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-86,9.2
2026-08-04 00:40:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1481.0,provisional,provisional,True,True,True,False,True,False,True,False,1785822000.0,2026-08-04T05:40:00.000Z,,,1000.0,100.0,123.7,123.5,124.1,60.003,59.959,60.043,0.45,30,-6,56,5.0,-1.0,9.3,0.5382,1.62,2.14,151.05,154.53,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-87,9.8
2026-08-04 00:50:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1482.0,provisional,provisional,True,True,True,False,True,False,True,False,1785822600.0,2026-08-04T05:50:00.000Z,,,1000.0,100.0,123.9,123.5,124.4,60.007,59.973,60.039,0.45,30,-6,56,5.0,-1.0,9.3,0.5379,1.63,2.22,151.16,160.16,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-88,9.0
2026-08-04 01:00:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1483.0,provisional,provisional,True,True,True,False,True,False,True,False,1785823200.0,2026-08-04T06:00:00.000Z,,,1000.0,100.0,124.1,123.8,124.4,59.996,59.964,60.04,0.46,30,-6,57,5.0,-1.1,9.5,0.5304,1.73,2.22,153.47,158.74,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-87,9.5
2026-08-04 01:10:02,PrimerTest,power_quality_summary,16.0,extended,23.0,1484.0,provisional,provisional,True,True,True,False,True,False,False,False,1785823800.0,2026-08-04T06:10:00.000Z,,,1000.0,100.0,123.3,122.7,124.3,60.0,59.962,60.037,0.46,30,-6,56,5.0,-1.0,9.4,0.5381,1.68,3.21,151.38,156.35,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-89,9.5
2026-08-04 01:20:02,PrimerTest,power_quality_summary,16.0,extended,23.0,1485.0,provisional,provisional,True,True,True,False,True,False,False,False,1785824400.0,2026-08-04T06:20:00.000Z,,,1000.0,100.0,123.3,122.9,123.7,60.005,59.954,60.036,0.45,30,-6,56,5.0,-1.0,9.3,0.542,1.56,2.48,149.85,154.53,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-89,9.8
2026-08-04 01:30:02,PrimerTest,power_quality_summary,16.0,extended,23.0,1486.0,provisional,provisional,True,True,True,False,True,False,False,False,1785825000.0,2026-08-04T06:30:00.000Z,,,1000.0,100.0,123.4,122.8,123.6,60.011,59.97,60.043,0.45,30,-6,56,5.0,-1.0,9.3,0.5421,1.62,2.46,149.87,157.63,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-88,8.0
2026-08-04 01:40:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1487.0,provisional,provisional,True,True,True,False,True,False,True,False,1785825600.0,2026-08-04T06:40:00.000Z,,,1000.0,100.0,123.5,123.1,123.8,60.0,59.966,60.036,0.45,30,-6,56,5.0,-1.0,9.3,0.541,1.57,2.05,150.28,154.01,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-93,10.2
2026-08-04 01:50:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1488.0,provisional,provisional,True,True,True,False,True,False,True,False,1785826200.0,2026-08-04T06:50:00.000Z,,,999.0,99.9,123.4,123.1,123.7,60.0,59.969,60.03,0.45,30,-6,55,5.0,-1.0,9.2,0.5436,1.53,2.12,149.27,152.85,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-87,8.2
2026-08-04 02:00:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1489.0,provisional,provisional,True,True,True,False,True,False,True,False,1785826800.0,2026-08-04T07:00:00.000Z,,,1000.0,100.0,123.4,123.0,123.6,60.006,59.963,60.044,0.45,30,-6,56,5.0,-1.0,9.3,0.5419,1.63,2.24,150.02,156.06,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-87,9.5
2026-08-04 02:10:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1490.0,provisional,provisional,True,True,True,False,True,False,True,False,1785827400.0,2026-08-04T07:10:00.000Z,,,1000.0,100.0,123.4,123.1,123.7,60.008,59.976,60.04,0.46,30,-6,56,5.0,-1.1,9.4,0.5354,1.63,2.27,151.76,157.01,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-94,9.2
2026-08-04 02:20:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1491.0,provisional,provisional,True,True,True,False,True,False,True,False,1785828000.0,2026-08-04T07:20:00.000Z,,,1000.0,100.0,123.5,123.3,123.8,60.002,59.968,60.033,0.45,30,-6,56,5.0,-1.0,9.3,0.5405,1.53,2.2,150.31,156.23,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-93,9.5
2026-08-04 02:30:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1492.0,provisional,provisional,True,True,True,False,True,False,True,False,1785828600.0,2026-08-04T07:30:00.000Z,,,1000.0,100.0,123.6,123.4,123.8,60.008,59.974,60.034,0.45,30,-6,56,5.0,-1.0,9.3,0.542,1.58,2.08,149.89,153.82,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-93,8.8
2026-08-04 02:40:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1493.0,provisional,provisional,True,True,True,False,True,False,True,False,1785829200.0,2026-08-04T07:40:00.000Z,,,1000.0,100.0,123.6,123.3,123.9,60.001,59.974,60.038,0.45,30,-6,56,5.0,-1.0,9.3,0.5416,1.59,2.13,150.1,156.74,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,9.0
2026-08-04 02:50:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1494.0,provisional,provisional,True,True,True,False,True,False,True,False,1785829800.0,2026-08-04T07:50:00.000Z,,,1000.0,100.0,123.6,123.4,123.9,60.006,59.972,60.039,0.45,30,-6,55,5.0,-1.0,9.2,0.5432,1.59,2.26,149.5,153.4,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-93,8.8
2026-08-04 03:10:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1496.0,provisional,provisional,True,True,True,False,True,False,True,False,1785831000.0,2026-08-04T08:10:00.000Z,,,1000.0,100.0,123.6,123.3,123.9,60.002,59.969,60.038,0.45,30,-6,56,5.0,-1.0,9.3,0.5418,1.61,2.07,149.87,172.82,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-94,10.2
2026-08-04 03:20:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1497.0,provisional,provisional,True,True,True,False,True,False,True,False,1785831600.0,2026-08-04T08:20:00.000Z,,,1000.0,100.0,123.7,123.4,124.0,59.997,59.943,60.035,0.45,30,-6,56,5.0,-1.0,9.4,0.5372,1.56,2.17,151.18,172.18,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-95,9.2
2026-08-04 03:30:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1498.0,provisional,provisional,True,True,True,False,True,False,True,False,1785832200.0,2026-08-04T08:30:00.000Z,,,1000.0,100.0,123.7,123.4,124.0,60.003,59.967,60.032,0.45,30,-6,56,5.0,-1.0,9.3,0.5439,1.52,2.01,149.22,153.05,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-93,9.0
2026-08-04 03:40:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1499.0,provisional,provisional,True,True,True,False,True,False,True,False,1785832800.0,2026-08-04T08:40:00.000Z,,,1000.0,100.0,123.7,123.4,124.0,60.008,59.967,60.047,0.45,30,-6,55,5.0,-1.0,9.2,0.5424,1.53,2.15,149.87,154.26,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-96,9.5
2026-08-04 03:50:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1500.0,provisional,provisional,True,True,True,False,True,False,True,False,1785833400.0,2026-08-04T08:50:00.000Z,,,1000.0,100.0,123.7,123.4,124.1,60.003,59.957,60.043,0.45,30,-6,56,5.0,-1.0,9.3,0.5418,1.52,2.1,150.09,155.87,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-93,9.0
2026-08-04 04:00:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1501.0,provisional,provisional,True,True,True,False,True,False,True,False,1785834000.0,2026-08-04T09:00:00.000Z,,,1000.0,100.0,123.8,123.5,124.1,60.0,59.966,60.034,0.45,30,-6,56,5.0,-1.0,9.3,0.5426,1.51,2.07,149.81,153.36,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,7.5
2026-08-04 04:10:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1502.0,provisional,provisional,True,True,True,False,True,False,True,False,1785834600.0,2026-08-04T09:10:00.000Z,,,1000.0,100.0,123.8,123.6,124.0,60.006,59.966,60.04,0.45,30,-6,55,5.0,-1.0,9.2,0.542,1.51,1.94,150.05,155.32,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-94,9.2
2026-08-04 04:20:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1503.0,provisional,provisional,True,True,True,False,True,False,True,False,1785835200.0,2026-08-04T09:20:00.000Z,,,999.0,99.9,123.8,123.5,124.0,59.989,59.962,60.022,0.46,30,-6,56,5.0,-1.1,9.4,0.5339,1.54,2.11,152.39,160.15,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,9.0
2026-08-04 04:30:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1504.0,provisional,provisional,True,True,True,False,True,False,True,False,1785835800.0,2026-08-04T09:30:00.000Z,,,1000.0,100.0,123.8,123.4,124.1,60.005,59.968,60.045,0.45,30,-6,56,5.0,-1.0,9.3,0.5425,1.53,2.04,149.71,153.2,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-94,9.5
2026-08-04 04:40:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1505.0,provisional,provisional,True,True,True,False,True,False,True,False,1785836400.0,2026-08-04T09:40:00.000Z,,,1000.0,100.0,123.7,123.5,124.0,60.01,59.972,60.039,0.45,30,-6,56,5.0,-1.0,9.3,0.5418,1.56,2.18,150.03,154.35,27,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,9.5
2026-08-04 04:50:02,PrimerTest,power_quality_summary,16.0,extended,87.0,1506.0,provisional,provisional,True,True,True,False,True,False,True,False,1785837000.0,2026-08-04T09:50:00.000Z,,,1000.0,100.0,123.7,123.4,124.1,59.998,59.962,60.035,0.45,30,-6,56,5.0,-1.0,9.3,0.5413,1.53,2.1,150.33,157.74,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-95,8.8
2026-08-04 05:00:02,PrimerTest,power_quality_summary,16.0,extended,23.0,1507.0,provisional,provisional,True,True,True,False,True,False,False,False,1785837600.0,2026-08-04T10:00:00.000Z,,,1000.0,100.0,123.9,123.4,124.4,60.002,59.967,60.034,0.45,30,-6,56,5.0,-1.0,9.3,0.5413,1.49,2.21,150.41,154.39,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-96,9.8
2026-08-04 05:10:02,PrimerTest,power_quality_summary,16.0,extended,23.0,1508.0,provisional,provisional,True,True,True,False,True,False,False,False,1785838200.0,2026-08-04T10:10:00.000Z,,,1000.0,100.0,124.1,123.8,125.0,60.003,59.968,60.035,0.44,30,-6,55,5.0,-1.0,9.2,0.5457,1.42,3.63,148.17,151.63,28,0.0,0.0,none,GatewayELIIDobleBanda07,00005813d369a095,-91,9.0
