time,deviceName,message_type,payload_type,encoding,event_code,event,flags_raw,transition,severity,measurement_calibration,transition_start,transition_end,utc_time_valid,measurement_valid,calibrated,backlog,coalesced,queue_overflow,event_time_unix_s,event_time_iso,event_age_s,event_time_basis,duration_s,duration_saturated,extreme_value,threshold_value,value_unit,extreme_voltage_v,threshold_voltage_v,extreme_frequency_hz,threshold_frequency_hz,sequence,sequence_lsb,occurrences,detail_fields_omitted,gatewayName,gatewayId,rssi,snr
2026-07-22 11:53:47,PrimerTest,power_quality_event,17.0,full,1.0,boot,1.0,start,0.0,provisional,True,False,False,False,False,False,False,False,,,6.0,age_at_uplink,0.0,False,,,raw_count,,,,,1.0,,1.0,,GatewayELII,00005813d369a0ef,-79,10.8
2026-07-22 11:54:12,PrimerTest,power_quality_event,17.0,full,18.0,voltage_interruption,41.0,start,3.0,provisional,True,False,False,True,False,True,False,False,,,35.0,age_at_uplink,0.0,False,0.1,24.0,V,0.1,24.0,,,2.0,,1.0,,GatewayELII,00005813d369a0ef,-77,10.0
