time,deviceName,message_type,payload_type,encoding,event_code,event,flags_raw,transition,severity,measurement_calibration,transition_start,transition_end,utc_time_valid,measurement_valid,calibrated,backlog,coalesced,queue_overflow,event_time_unix_s,event_time_iso,event_age_s,event_time_basis,duration_s,duration_saturated,extreme_value,threshold_value,value_unit,extreme_voltage_v,threshold_voltage_v,extreme_frequency_hz,threshold_frequency_hz,sequence,sequence_lsb,occurrences,detail_fields_omitted,gatewayName,gatewayId,rssi,snr
2026-07-28 17:43:38,PrimerTest,power_quality_event,17.0,full,16.0,voltage_sag,13.0,start,2.0,provisional,True,False,True,True,False,False,False,False,1785278617.0,2026-07-28T22:43:37.000Z,,utc,0.0,False,93.4,108.0,V,93.4,108.0,,,17.0,,1.0,,GatewayELIIDobleBanda07,00005813d369a095,-89,9.8
2026-07-28 17:44:08,PrimerTest,power_quality_event,17.0,full,16.0,voltage_sag,14.0,end,2.0,provisional,False,True,True,True,False,False,False,False,1785278617.0,2026-07-28T22:43:37.000Z,,utc,0.04,False,93.4,108.0,V,93.4,108.0,,,17.0,,1.0,,GatewayELIIDobleBanda07,00005813d369a095,-94,9.0
