time,deviceName,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly
2026-02-28 07:02:42,optaA,133.0,4080.0,2978.0,63.16,21.09,13.8,819.2,-4.45
2026-02-28 07:02:57,optaA,131.0,4082.0,2978.0,63.16,21.09,13.8,819.2,-4.45
2026-02-28 07:03:41,optaA,136.0,4082.0,2977.0,63.16,21.07,13.7,819.2,-4.45
2026-02-28 07:03:43,optaA,136.0,4083.0,2977.0,63.16,21.07,13.7,819.2,-4.46
2026-02-28 07:03:44,optaA,137.0,4081.0,2977.0,63.16,21.07,13.7,819.2,-4.45
2026-02-28 07:04:26,optaA,137.0,4081.0,2977.0,63.16,21.06,13.5,819.2,-4.45
2026-02-28 07:04:48,optaA,132.0,4081.0,2977.0,63.16,21.1,14.0,819.2,-4.45
2026-02-28 07:04:58,optaA,133.0,4084.0,2976.0,63.18,21.09,13.8,819.2,-4.45
2026-02-28 07:05:12,optaA,133.0,4083.0,2976.0,63.18,21.06,13.6,819.2,-4.45
2026-02-28 07:08:22,optaA,135.0,4083.0,2976.0,63.15,21.04,13.2,819.2,-4.46
2026-02-28 07:13:41,optaA,136.0,4082.0,2975.0,63.16,21.02,12.9,819.2,-4.45
2026-02-28 07:13:42,optaA,132.0,4081.0,2975.0,63.16,21.02,12.9,819.2,-4.44
2026-02-28 07:14:08,optaA,138.0,4080.0,2975.0,63.15,21.03,13.1,819.2,-4.44
2026-02-28 07:14:12,optaA,132.0,4086.0,2975.0,63.16,21.03,13.1,819.2,-4.45
2026-02-28 07:14:17,optaA,135.0,4080.0,2975.0,63.16,21.03,13.1,819.2,-4.46
2026-02-28 07:14:18,optaA,134.0,4085.0,2975.0,63.16,21.03,13.1,819.2,-4.45
2026-02-28 07:26:14,optaA,134.0,4079.0,2970.0,62.16,21.03,13.2,819.2,-4.47
