time,deviceName,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly
2026-02-08 00:00:00,optaA,7.0,137.0,4064.0,43.09,71.17,1.27,166.0,-4.45
2026-02-08 00:00:01,optaA,13.0,139.0,4065.0,43.09,71.17,1.27,166.0,-4.47
2026-02-08 00:00:02,optaA,4.0,137.0,4059.0,43.09,71.17,1.27,166.0,-4.45
2026-02-08 00:00:03,optaA,5.0,133.0,4065.0,43.09,71.17,1.27,166.0,-4.46
2026-02-08 00:00:04,optaA,3.0,135.0,4066.0,43.09,71.17,1.29,169.0,-4.45
2026-02-08 00:00:05,optaA,8.0,137.0,4063.0,43.09,71.17,1.29,169.0,-4.46
2026-02-08 00:00:06,optaA,7.0,136.0,4059.0,43.09,71.17,1.29,169.0,-4.46
2026-02-08 00:00:07,optaA,8.0,135.0,4061.0,43.09,71.17,1.3,170.0,-4.45
2026-02-08 00:00:08,optaA,8.0,135.0,4063.0,43.09,71.17,1.3,170.0,-4.46
2026-02-08 00:00:09,optaA,10.0,137.0,4060.0,43.09,71.17,1.3,170.0,-4.46
2026-02-08 00:00:10,optaA,6.0,133.0,4070.0,43.09,71.17,1.3,170.0,-4.45
2026-02-08 00:00:11,optaA,6.0,137.0,4061.0,43.09,71.17,1.3,170.0,-4.46
2026-02-08 00:00:12,optaA,5.0,136.0,4061.0,43.09,71.17,1.3,170.0,-4.45
2026-02-08 00:00:13,optaA,7.0,132.0,4055.0,43.08,71.19,1.28,167.0,-4.45
2026-02-08 00:00:14,optaA,6.0,134.0,4063.0,43.08,71.19,1.28,167.0,-4.45
2026-02-08 00:00:15,optaA,5.0,135.0,4060.0,43.08,71.19,1.28,167.0,-4.45
2026-02-08 00:00:16,optaA,8.0,139.0,4062.0,43.08,71.19,1.26,165.0,-4.45
2026-02-08 00:00:17,optaA,4.0,133.0,4060.0,43.08,71.19,1.26,165.0,-4.45
2026-02-08 00:00:18,optaA,5.0,129.0,4062.0,43.08,71.19,1.26,165.0,-4.45
2026-02-08 00:00:19,optaA,8.0,137.0,4060.0,43.09,71.16,1.25,164.0,-4.45
2026-02-08 00:00:20,optaA,8.0,134.0,4061.0,43.09,71.16,1.25,164.0,-4.46
2026-02-08 00:00:21,optaA,6.0,137.0,4059.0,43.09,71.16,1.25,164.0,-4.45
2026-02-08 00:00:22,optaA,7.0,136.0,4063.0,43.09,71.16,1.25,164.0,-4.46
2026-02-08 00:00:23,optaA,6.0,135.0,4064.0,43.08,71.19,1.24,162.0,-4.45
2026-02-08 00:00:24,optaA,8.0,138.0,4059.0,43.08,71.19,1.24,162.0,-4.46
2026-02-08 00:00:25,optaA,5.0,135.0,4060.0,43.08,71.19,1.24,162.0,-4.45
2026-02-08 00:00:26,optaA,6.0,135.0,4065.0,43.08,71.18,1.22,160.0,-4.45
2026-02-08 00:00:27,optaA,6.0,136.0,4063.0,43.08,71.18,1.22,160.0,-4.46
2026-02-08 00:00:28,optaA,5.0,139.0,4059.0,43.08,71.18,1.22,160.0,-4.45
2026-02-08 00:00:29,optaA,6.0,136.0,4064.0,43.08,71.18,1.22,161.0,-4.45
2026-02-08 00:00:30,optaA,4.0,135.0,4060.0,43.08,71.18,1.22,161.0,-4.45
2026-02-08 00:00:31,optaA,6.0,132.0,4064.0,43.08,71.18,1.22,161.0,-4.45
2026-02-08 00:00:32,optaA,6.0,134.0,4060.0,43.09,71.16,1.22,160.0,-4.45
2026-02-08 00:00:33,optaA,6.0,134.0,4062.0,43.09,71.16,1.22,160.0,-4.45
2026-02-08 00:00:34,optaA,4.0,135.0,4065.0,43.09,71.16,1.22,160.0,-4.45
2026-02-08 00:00:35,optaA,6.0,134.0,4062.0,43.09,71.16,1.24,162.0,-4.45
2026-02-08 00:00:36,optaA,7.0,138.0,4063.0,43.09,71.16,1.24,162.0,-4.45
2026-02-08 00:00:37,optaA,4.0,138.0,4062.0,43.09,71.16,1.24,162.0,-4.44
2026-02-08 00:00:38,optaA,6.0,137.0,4061.0,43.09,71.16,1.25,164.0,-4.45
2026-02-08 00:00:39,optaA,7.0,139.0,4063.0,43.09,71.16,1.25,164.0,-4.46
2026-02-08 00:00:40,optaA,7.0,138.0,4058.0,43.09,71.16,1.25,164.0,-4.46
2026-02-08 00:00:41,optaA,8.0,134.0,4067.0,43.09,71.16,1.26,165.0,-4.46
2026-02-08 00:00:42,optaA,5.0,133.0,4066.0,43.09,71.16,1.26,165.0,-4.45
2026-02-08 00:00:43,optaA,7.0,133.0,4061.0,43.09,71.16,1.26,165.0,-4.45
2026-02-08 00:00:44,optaA,7.0,135.0,4059.0,43.09,71.16,1.26,165.0,-4.46
2026-02-08 00:00:45,optaA,7.0,136.0,4066.0,43.09,71.17,1.27,167.0,-4.45
2026-02-08 00:00:46,optaA,5.0,137.0,4063.0,43.09,71.17,1.27,167.0,-4.45
