time,deviceName,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly
2025-09-16 11:00:00,optaA,83.0,197.0,4173.0,44.72,72.15,0.63,60.0,-4809.0
2025-09-16 11:00:01,optaA,81.0,110.0,4082.0,44.71,72.18,0.62,57.0,-4804.0
2025-09-16 11:00:02,optaA,87.0,101.0,4009.0,44.71,72.18,0.62,57.0,-4834.0
2025-09-16 11:00:03,optaA,145.0,124.0,4047.0,44.71,72.18,0.62,57.0,-5055.0
2025-09-16 11:00:04,optaA,99.0,190.0,4116.0,44.71,72.18,0.61,56.0,-4938.0
2025-09-16 11:00:05,optaA,162.0,147.0,4086.0,44.71,72.18,0.61,56.0,-5088.0
2025-09-16 11:00:06,optaA,121.0,206.0,4180.0,44.71,72.18,0.61,56.0,-4902.0
2025-09-16 11:00:07,optaA,95.0,143.0,4033.0,44.71,72.18,0.59,53.0,-4837.0
2025-09-16 11:00:08,optaA,110.0,130.0,4077.0,44.71,72.18,0.59,53.0,-4896.0
2025-09-16 11:00:09,optaA,87.0,198.0,4183.0,44.71,72.18,0.59,53.0,-4841.0
2025-09-16 11:00:10,optaA,101.0,153.0,4057.0,44.71,72.18,0.59,53.0,-4930.0
2025-09-16 11:00:11,optaA,115.0,141.0,4080.0,44.71,72.18,0.58,51.0,-5012.0
2025-09-16 11:00:12,optaA,113.0,214.0,4153.0,44.71,72.18,0.58,51.0,-4965.0
2025-09-16 11:00:13,optaA,70.0,148.0,4080.0,44.71,72.18,0.58,51.0,-4855.0
2025-09-16 11:00:14,optaA,134.0,111.0,4070.0,44.71,72.18,0.58,49.0,-4930.0
2025-09-16 11:00:15,optaA,115.0,239.0,4192.0,44.71,72.18,0.58,49.0,-4988.0
2025-09-16 11:00:16,optaA,135.0,184.0,4136.0,44.71,72.18,0.58,49.0,-4967.0
2025-09-16 11:00:17,optaA,83.0,171.0,4105.0,44.71,72.18,0.58,48.0,-4894.0
2025-09-16 11:00:18,optaA,103.0,139.0,4074.0,44.71,72.18,0.58,48.0,-4851.0
2025-09-16 11:00:19,optaA,128.0,98.0,4006.0,44.71,72.18,0.58,48.0,-4964.0
2025-09-16 11:00:21,optaA,90.0,152.0,4101.0,44.71,72.17,0.58,48.0,-5007.0
2025-09-16 11:00:21,optaA,103.0,223.0,4196.0,44.71,72.17,0.58,48.0,-4804.0
2025-09-16 11:00:22,optaA,94.0,121.0,4050.0,44.71,72.17,0.58,48.0,-4901.0
2025-09-16 11:00:23,optaA,95.0,149.0,4059.0,44.71,72.17,0.58,49.0,-4989.0
2025-09-16 11:00:24,optaA,115.0,180.0,4125.0,44.71,72.17,0.58,49.0,-4941.0
2025-09-16 11:00:25,optaA,118.0,148.0,4065.0,44.71,72.17,0.58,49.0,-4968.0
2025-09-16 11:00:26,optaA,52.0,246.0,4192.0,44.71,72.17,0.58,49.0,-4677.0
2025-09-16 11:00:27,optaA,117.0,249.0,4225.0,44.71,72.17,0.58,49.0,-4902.0
2025-09-16 11:00:28,optaA,62.0,133.0,4050.0,44.71,72.17,0.58,49.0,-4801.0
2025-09-16 11:00:29,optaA,91.0,161.0,4113.0,44.71,72.17,0.58,48.0,-4799.0
2025-09-16 11:00:30,optaA,107.0,123.0,4059.0,44.71,72.17,0.58,48.0,-4920.0
2025-09-16 11:00:31,optaA,70.0,108.0,4005.0,44.71,72.17,0.58,48.0,-4809.0
2025-09-16 11:00:32,optaA,113.0,138.0,4077.0,44.71,72.17,0.58,48.0,-4901.0
2025-09-16 11:00:33,optaA,124.0,175.0,4117.0,44.7,72.2,0.57,46.0,-5001.0
2025-09-16 11:00:34,optaA,122.0,92.0,4042.0,44.7,72.2,0.57,46.0,-4933.0
2025-09-16 11:00:35,optaA,70.0,194.0,4129.0,44.7,72.2,0.57,46.0,-4866.0
2025-09-16 11:00:36,optaA,112.0,123.0,4039.0,44.7,72.19,0.55,41.0,-4870.0
2025-09-16 11:00:37,optaA,73.0,195.0,4162.0,44.7,72.19,0.55,41.0,-4799.0
2025-09-16 11:00:38,optaA,111.0,202.0,4173.0,44.7,72.19,0.55,41.0,-5033.0
2025-09-16 11:00:39,optaA,109.0,185.0,4140.0,44.7,72.19,0.52,36.0,-4949.0
2025-09-16 11:00:40,optaA,117.0,98.0,4044.0,44.7,72.19,0.52,36.0,-4922.0
2025-09-16 11:00:41,optaA,112.0,90.0,4018.0,44.7,72.19,0.52,36.0,-4901.0
2025-09-16 11:00:42,optaA,110.0,133.0,4047.0,44.69,72.21000000000001,0.52,33.0,-4983.0
2025-09-16 11:00:43,optaA,175.0,118.0,4040.0,44.69,72.21000000000001,0.52,33.0,-5025.0
2025-09-16 11:00:44,optaA,68.0,207.0,4169.0,44.69,72.21000000000001,0.52,33.0,-4717.0
2025-09-16 11:00:45,optaA,96.0,107.0,4046.0,44.69,72.2,0.51,29.0,-4795.0
2025-09-16 11:00:46,optaA,109.0,126.0,4038.0,44.69,72.2,0.51,29.0,-4888.0
2025-09-16 11:00:47,optaA,151.0,76.0,4015.0,44.69,72.2,0.51,29.0,-4980.0
2025-09-16 11:00:48,optaA,123.0,120.0,4036.0,44.69,72.2,0.5,27.0,-4932.0
2025-09-16 11:00:49,optaA,65.0,85.0,4015.0,44.69,72.2,0.5,27.0,-4803.0
2025-09-16 11:00:50,optaA,115.0,173.0,4104.0,44.69,72.2,0.5,27.0,-5016.0
2025-09-16 11:00:51,optaA,112.0,217.0,4183.0,44.69,72.19,0.5,27.0,-4911.0
