time,deviceName,temperature,humidity,pressure_hPa,battery_mV,battery_pct,rssi,snr
2026-03-18 11:46:12,NODO 1.17,35.86,42.84,1006.0,3861.0,85.5,-92,13.5
2026-03-18 11:54:05,NODO 1.16,32.21,55.05,1007.0,3969.0,88.2,-116,-3.8
2026-03-18 11:54:20,NODO 1.14,33.16,52.98,1007.0,4092.0,91.2,-96,13.0
2026-03-18 11:54:53,NODO 1.2,30.74,70.85,1006.0,3871.0,89.9,-96,12.8
2026-03-18 11:56:05,NODO 1.18,33.78,58.37,1007.0,3915.0,89.6,-93,13.5
