time,deviceName,temperature,humidity,pressure_hPa,battery_mV,battery_pct,rssi,snr
2025-12-18 14:24:22,NODO 1.15,27.1,84.87,1004.0,3920.0,84.7,-117,-9.0
2025-12-18 14:24:25,NODO 1.5,28.15,67.4,1003.0,3925.0,85.0,-117,-8.5
2025-12-18 14:25:21,NODO 1.28,27.78,81.14,1003.0,3945.0,86.3,-116,-5.5
2025-12-18 14:27:21,NODO 1.12,29.3,65.98,1003.0,3935.0,85.7,-106,9.0
2025-12-18 14:31:20,NODO 1.22,26.57,73.15,1002.0,3935.0,85.7,-117,-8.8
2025-12-18 14:33:24,NODO 1.4,31.34,57.76,1002.0,3969.0,87.9,-107,8.3
2025-12-18 14:33:58,NODO 1.17,27.06,68.8,1003.0,3905.0,83.7,-117,-9.5
2025-12-18 14:36:17,NODO 1.18,28.93,76.99,1003.0,3915.0,84.3,-118,-9.0
2025-12-18 14:36:31,NODO 1.26,27.04,75.98,1004.0,3915.0,84.3,-117,-6.0
2025-12-18 14:38:54,NODO 1.9,34.46,49.52,1003.0,3959.0,87.3,-103,9.0
2025-12-18 14:39:02,NODO 1.8,35.75,59.75,1001.0,3994.0,89.6,-116,-2.3
2025-12-18 14:39:09,NODO 1.2,33.12,70.08,1002.0,3925.0,85.0,-95,13.3
2025-12-18 14:39:32,NODO 1.27,27.04,68.83,1004.0,3714.0,55.6,-116,-3.5
2025-12-18 14:39:39,NODO 1.25,28.06,67.24,1004.0,3964.0,87.6,-116,-6.3
2025-12-18 14:39:52,NODO 1.32,28.77,81.93,1003.0,3994.0,89.6,-116,-4.8
2025-12-18 14:40:07,NODO 1.7,26.94,71.99,1003.0,3935.0,85.7,-115,-1.0
2025-12-18 14:42:53,NODO 1.1,42.42,37.11,1002.0,3949.0,86.6,-114,-1.5
2025-12-18 14:44:16,NODO 1.29,30.12,61.97,1001.0,3935.0,85.7,-96,12.5
2025-12-18 14:45:15,NODO 1.11,28.68,67.62,1001.0,4008.0,90.4,-97,11.0
2025-12-18 14:50:27,NODO 1.10,28.81,65.84,1004.0,3959.0,87.3,-115,-5.8
2025-12-18 14:51:43,NODO 1.3,27.32,69.72,1003.0,3915.0,84.3,-117,-8.0
2025-12-18 14:52:30,NODO 1.21,27.5,68.86,1003.0,3925.0,85.0,-117,-4.8
2025-12-18 14:54:17,NODO 1.5,28.52,66.73,1003.0,3930.0,85.3,-117,-7.0
2025-12-18 14:54:20,NODO 1.15,27.4,84.56,1004.0,3920.0,84.7,-116,-5.8
2025-12-18 14:55:19,NODO 1.28,28.17,80.15,1003.0,3945.0,86.3,-115,-1.8
2025-12-18 14:57:19,NODO 1.12,29.39,64.55,1003.0,3935.0,85.7,-104,9.5
2025-12-18 15:01:18,NODO 1.22,26.87,72.79,1002.0,3935.0,85.7,-117,-7.0
2025-12-18 15:03:19,NODO 1.4,31.05,59.01,1002.0,3969.0,87.9,-94,13.3
2025-12-18 15:03:55,NODO 1.17,27.41,67.89,1003.0,3905.0,83.7,-118,-9.0
