time,deviceName,temperature,humidity,pressure_hPa,battery_mV,battery_pct,rssi,snr
2026-09-25 06:22:58,NODO 1.02,23.97,100.0,1006.0,3651.0,30.7,-103,9.5
2026-09-25 06:23:24,NODO 1.52,23.88,89.77,1007.0,3920.0,23.8,-118,-2.2
2026-09-25 06:23:56,NODO 1.59,24.32,100.0,1003.0,3856.0,17.9,-118,-2.2
2026-09-25 06:24:51,NODO 1.46,23.22,100.0,1006.0,4018.0,81.8,-117,-2.0
2026-09-25 06:24:51,NODO 1.55,23.86,0.0,1007.0,3861.0,85.6,-102,8.0
2026-09-25 06:25:03,NODO 1.25,23.42,100.0,1007.0,4038.0,89.4,-120,-6.2
2026-09-25 06:25:25,NODO 1.53,23.77,100.0,1006.0,3900.0,89.2,-97,9.0
2026-09-25 06:25:44,NODO 1.34,23.13,100.0,1005.0,4013.0,90.8,-67,9.8
2026-09-25 06:27:39,NODO 1.16,24.86,100.0,1008.0,3891.0,89.5,-115,-1.0
2026-09-25 06:28:27,NODO 1.21,22.94,79.28,1005.0,3793.0,88.8,-112,4.2
2026-09-25 06:29:38,NODO 1.49,23.58,91.58,1004.0,2803.0,30.0,-106,8.2
2026-09-25 06:29:39,NODO 1.14,24.29,100.0,1007.0,3886.0,29.1,-108,7.5
2026-09-25 06:29:59,NODO 1.28,24.12,100.0,1006.0,3891.0,20.9,-109,5.2
2026-09-25 06:30:25,NODO 1.37,23.45,70.88,1007.0,4028.0,30.1,-118,-5.2
2026-09-25 06:30:44,NODO 1.30,23.21,77.63,1006.0,3945.0,50.4,-102,9.5
2026-09-25 06:31:21,NODO 1.60,24.63,92.56,1007.0,3900.0,89.0,-118,-0.8
2026-09-25 06:32:23,NODO 1.42,22.95,74.93,1006.0,3959.0,89.7,-120,-6.2
2026-09-25 06:32:53,NODO 1.04,23.99,100.0,1006.0,3832.0,89.1,-101,11.5
2026-09-25 06:34:39,NODO 1.51,24.32,100.0,1007.0,3768.0,86.5,-113,5.8
2026-09-25 06:34:39,NODO 1.09,24.49,100.0,1007.0,4008.0,87.2,-120,-6.0
2026-09-25 06:35:01,NODO 1.38,23.97,89.14,1008.0,3729.0,85.5,-117,-4.2
2026-09-25 06:35:15,NODO 1.39,23.28,72.94,1005.0,4092.0,86.8,-87,10.0
2026-09-25 06:36:27,NODO 1.54,23.52,100.0,1004.0,3998.0,88.5,-114,2.5
2026-09-25 06:37:17,NODO 1.41,23.53,73.47,1007.0,3994.0,90.7,-111,-1.2
2026-09-25 06:37:34,NODO 1.17,23.98,100.0,1006.0,3905.0,89.7,-103,8.0
2026-09-25 06:38:38,NODO 1.35,23.46,99.8,1006.0,4028.0,92.7,-92,8.0
2026-09-25 06:38:56,NODO 1.57,23.62,100.0,1005.0,3224.0,83.6,-114,4.0
2026-09-25 06:39:34,NODO 1.44,23.43,93.62,1007.0,4038.0,84.1,-107,7.8
