time,deviceName,latitude,longitude,altitude_m,hdop,sats,battery_V,hour,minute,second,gw_count,min_distance_m,max_distance_m,max_rssi,max_snr,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr,gw5_name,gw5_rssi,gw5_snr,gw6_name,gw6_rssi,gw6_snr
2026-07-21 20:22:12,Alcance,9.024701118469238,-79.53450012207031,69.0,0.2,9.0,3.704,1.0,22.0,12.0,3,44.8,397.4,-72.0,9.8,GatewayELII,-72,9.8,GatewayFacilidades,,,GatewayEdificio3,-103,8.2,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-109,6.2,GatewayFacilidadesDobleBanda815,,
2026-07-21 20:22:42,Alcance,9.024701118469238,-79.53450012207031,69.0,0.2,10.0,3.704,1.0,22.0,42.0,3,44.8,397.4,-71.0,10.2,GatewayELII,-71,10.2,GatewayFacilidades,,,GatewayEdificio3,-101,9.8,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-102,9.0,GatewayFacilidadesDobleBanda815,,
2026-07-21 20:23:12,Alcance,9.024702072143555,-79.53451538085938,70.0,0.2,10.0,3.704,1.0,23.0,12.0,3,46.1,398.6,-73.0,10.8,GatewayELII,-73,10.8,GatewayFacilidades,,,GatewayEdificio3,-97,10.2,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-109,7.5,GatewayFacilidadesDobleBanda815,,
2026-07-21 20:23:42,Alcance,9.024704933166504,-79.53450775146484,70.0,0.2,10.0,3.704,1.0,23.0,42.0,3,45.7,398.3,-73.0,10.0,GatewayELII,-73,9.8,GatewayFacilidades,,,GatewayEdificio3,-99,10.0,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-108,8.2,GatewayFacilidadesDobleBanda815,,
2026-07-21 20:24:12,Alcance,9.024706840515137,-79.53450012207031,70.0,0.2,10.0,3.704,1.0,24.0,12.0,3,45.2,398.8,-82.0,9.8,GatewayELII,-82,9.8,GatewayFacilidades,,,GatewayEdificio3,-103,8.2,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-107,7.0,GatewayFacilidadesDobleBanda815,,
2026-07-21 20:24:42,Alcance,9.024712562561035,-79.53450012207031,70.0,0.2,9.0,3.704,1.0,24.0,42.0,3,44.8,399.3,-70.0,10.2,GatewayELII,-70,10.2,GatewayFacilidades,,,GatewayEdificio3,-97,7.2,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-103,7.0,GatewayFacilidadesDobleBanda815,,
2026-07-21 20:25:12,Alcance,9.024713516235352,-79.53450012207031,70.0,0.2,10.0,3.704,1.0,25.0,12.0,3,44.1,399.3,-79.0,9.5,GatewayELII,-79,9.5,GatewayFacilidades,,,GatewayEdificio3,-102,8.0,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-102,9.2,GatewayFacilidadesDobleBanda815,,
2026-07-21 20:25:42,Alcance,9.024704933166504,-79.53449249267578,71.0,0.2,10.0,3.704,1.0,25.0,42.0,3,42.8,398.1,-73.0,9.5,GatewayELII,-73,9.5,GatewayFacilidades,,,GatewayEdificio3,-99,9.2,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-105,7.8,GatewayFacilidadesDobleBanda815,,
2026-07-21 20:26:13,Alcance,9.024699211120605,-79.53449249267578,71.0,0.2,10.0,3.704,1.0,26.0,12.0,3,42.4,398.3,-78.0,9.2,GatewayELII,-78,9.2,GatewayFacilidades,,,GatewayEdificio3,-103,8.2,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-103,8.2,GatewayFacilidadesDobleBanda815,,
2026-07-21 20:26:43,Alcance,9.024702072143555,-79.53449249267578,71.0,0.2,10.0,3.7,1.0,26.0,43.0,2,42.6,283.3,-73.0,10.2,GatewayELII,-73,10.2,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-108,7.8,GatewayFacilidadesDobleBanda815,,
2026-07-21 20:27:13,Alcance,9.02469253540039,-79.53451538085938,71.0,0.1,11.0,3.695,1.0,27.0,13.0,3,43.9,399.3,-78.0,9.8,GatewayELII,-78,9.8,GatewayFacilidades,,,GatewayEdificio3,-101,9.8,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-113,6.0,GatewayFacilidadesDobleBanda815,,
2026-07-21 20:27:43,Alcance,9.024677276611328,-79.53451538085938,72.0,0.2,10.0,3.704,1.0,27.0,43.0,3,42.9,398.0,-71.0,9.5,GatewayELII,-71,9.2,GatewayFacilidades,,,GatewayEdificio3,-97,9.5,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-109,5.8,GatewayFacilidadesDobleBanda815,,
