time,deviceName,latitude,longitude,battery_V,hour,minute,second,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr
2026-03-24 11:01:10,Alcance,9.015046119689941,-79.53646087646484,3.881,16.0,15.0,22.0,GatewayELII,,,GatewayFacilidades,-117,-8.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:01:56,Alcance,9.015128135681152,-79.53626251220703,3.881,16.0,16.0,8.0,GatewayELII,,,GatewayFacilidades,-113,2.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:02:38,Alcance,9.015049934387207,-79.53633880615234,3.881,16.0,16.0,49.0,GatewayELII,,,GatewayFacilidades,-113,1.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:04:01,Alcance,9.01506233215332,-79.53628540039062,3.886,16.0,18.0,13.0,GatewayELII,,,GatewayFacilidades,-110,5.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:04:44,Alcance,9.01500129699707,-79.536376953125,3.886,16.0,18.0,55.0,GatewayELII,,,GatewayFacilidades,-114,-0.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:05:26,Alcance,9.014913558959961,-79.53634643554688,3.881,16.0,19.0,38.0,GatewayELII,,,GatewayFacilidades,-110,4.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:06:10,Alcance,9.014938354492188,-79.53643035888672,3.881,16.0,20.0,21.0,GatewayELII,,,GatewayFacilidades,-114,-0.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:06:57,Alcance,9.014799118041992,-79.53640747070312,3.881,16.0,21.0,9.0,GatewayELII,,,GatewayFacilidades,-111,-3.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:07:39,Alcance,9.015009880065918,-79.53633117675781,3.881,16.0,21.0,51.0,GatewayELII,,,GatewayFacilidades,-115,-0.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:08:24,Alcance,9.014910697937012,-79.53642272949219,3.871,16.0,22.0,35.0,GatewayELII,,,GatewayFacilidades,-116,-1.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:09:09,Alcance,9.015027046203613,-79.5363540649414,3.871,16.0,23.0,21.0,GatewayELII,,,GatewayFacilidades,-112,2.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:09:51,Alcance,9.01508903503418,-79.53632354736328,3.881,16.0,24.0,3.0,GatewayELII,,,GatewayFacilidades,-111,-7.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:10:33,Alcance,9.015003204345703,-79.53624725341797,3.881,16.0,24.0,44.0,GatewayELII,,,GatewayFacilidades,-116,-1.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:11:16,Alcance,9.0149507522583,-79.536376953125,3.881,16.0,25.0,28.0,GatewayELII,,,GatewayFacilidades,-113,2.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:11:58,Alcance,9.014920234680176,-79.53638458251953,3.886,16.0,26.0,10.0,GatewayELII,,,GatewayFacilidades,-114,0.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:12:40,Alcance,9.014985084533691,-79.53632354736328,3.886,16.0,26.0,51.0,GatewayELII,,,GatewayFacilidades,-116,-5.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:13:23,Alcance,9.014881134033203,-79.53638458251953,3.881,16.0,27.0,32.0,GatewayELII,,,GatewayFacilidades,-113,2.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:14:05,Alcance,9.01501178741455,-79.53633117675781,3.891,16.0,28.0,16.0,GatewayELII,,,GatewayFacilidades,-113,3.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:14:50,Alcance,9.014585494995117,-79.53666687011719,3.891,16.0,29.0,2.0,GatewayELII,,,GatewayFacilidades,-113,1.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:15:39,Alcance,9.015040397644043,-79.53633880615234,3.891,16.0,29.0,50.0,GatewayELII,,,GatewayFacilidades,-111,-0.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:16:24,Alcance,9.015225410461426,-79.53604888916016,3.891,16.0,30.0,36.0,GatewayELII,,,GatewayFacilidades,-110,5.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:17:10,Alcance,9.015130043029785,-79.53619384765625,3.891,16.0,31.0,22.0,GatewayELII,,,GatewayFacilidades,-114,0.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:17:52,Alcance,9.014823913574219,-79.53645324707031,3.886,16.0,32.0,4.0,GatewayELII,,,GatewayFacilidades,-116,-3.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:18:36,Alcance,9.015029907226562,-79.53630828857422,3.891,16.0,32.0,47.0,GatewayELII,,,GatewayFacilidades,-113,1.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:19:21,Alcance,9.015036582946777,-79.53633880615234,3.886,16.0,33.0,32.0,GatewayELII,,,GatewayFacilidades,-110,6.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:20:03,Alcance,9.014998435974121,-79.53630065917969,3.891,16.0,34.0,14.0,GatewayELII,,,GatewayFacilidades,-115,0.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:20:46,Alcance,9.015314102172852,-79.53622436523438,3.886,16.0,34.0,58.0,GatewayELII,,,GatewayFacilidades,-117,-2.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:21:39,Alcance,9.015186309814453,-79.53594970703125,3.881,16.0,35.0,50.0,GatewayELII,,,GatewayFacilidades,-112,-1.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:24:00,Alcance,9.012223243713379,-79.5348129272461,3.891,16.0,38.0,11.0,GatewayELII,,,GatewayFacilidades,-117,-6.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:38:22,Alcance,9.014546394348145,-79.534912109375,3.871,16.0,52.0,33.0,GatewayELII,,,GatewayFacilidades,-116,-2.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:39:02,Alcance,9.015048027038574,-79.53491973876953,3.871,16.0,53.0,14.0,GatewayELII,,,GatewayFacilidades,-116,-4.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:39:46,Alcance,9.018606185913086,-79.53422546386719,3.881,16.0,53.0,57.0,GatewayELII,,,GatewayFacilidades,-105,7.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:40:25,Alcance,9.01941967010498,-79.5325927734375,3.886,16.0,54.0,37.0,GatewayELII,,,GatewayFacilidades,-112,3.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:41:09,Alcance,9.020659446716309,-79.53004455566406,3.881,16.0,55.0,20.0,GatewayELII,,,GatewayFacilidades,-101,3.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:42:46,Alcance,9.025946617126465,-79.52899169921875,3.881,16.0,56.0,57.0,GatewayELII,,,GatewayFacilidades,-113,,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:43:26,Alcance,9.030024528503418,-79.53240203857422,3.881,16.0,57.0,38.0,GatewayELII,,,GatewayFacilidades,-107,7.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:44:11,Alcance,9.027510643005371,-79.53013610839844,3.886,16.0,58.0,22.0,GatewayELII,,,GatewayFacilidades,-110,4.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:45:03,Alcance,9.025392532348633,-79.53005981445312,3.881,16.0,59.0,14.0,GatewayELII,,,GatewayFacilidades,-105,10.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:45:56,Alcance,9.024949073791504,-79.53182983398438,3.891,17.0,0.0,5.0,GatewayELII,,,GatewayFacilidades,-84,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:47:26,Alcance,9.023082733154297,-79.53373718261719,3.881,17.0,1.0,38.0,GatewayELII,,,GatewayFacilidades,-95,13.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:48:22,Alcance,9.022016525268555,-79.53323364257812,3.881,17.0,2.0,33.0,GatewayELII,,,GatewayFacilidades,-101,10.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:49:02,Alcance,9.022222518920898,-79.53248596191406,3.881,17.0,3.0,14.0,GatewayELII,,,GatewayFacilidades,-78,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:49:44,Alcance,9.022366523742676,-79.53244018554688,3.881,17.0,3.0,55.0,GatewayELII,,,GatewayFacilidades,-80,14.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:50:33,Alcance,9.02350902557373,-79.53175354003906,3.891,17.0,4.0,44.0,GatewayELII,,,GatewayFacilidades,-65,9.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:51:13,Alcance,9.023845672607422,-79.53211975097656,3.881,17.0,5.0,25.0,GatewayELII,,,GatewayFacilidades,-78,12.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:51:57,Alcance,9.023518562316895,-79.5318603515625,3.871,17.0,6.0,8.0,GatewayELII,,,GatewayFacilidades,-70,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:52:43,Alcance,9.023468017578125,-79.53182983398438,3.891,17.0,6.0,55.0,GatewayELII,,,GatewayFacilidades,-68,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:53:26,Alcance,9.023504257202148,-79.5318374633789,3.881,17.0,7.0,37.0,GatewayELII,,,GatewayFacilidades,-66,14.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:54:08,Alcance,9.023531913757324,-79.53197479248047,3.881,17.0,8.0,20.0,GatewayELII,,,GatewayFacilidades,-72,11.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:54:50,Alcance,9.023558616638184,-79.53194427490234,3.891,17.0,9.0,1.0,GatewayELII,,,GatewayFacilidades,-78,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:55:32,Alcance,9.02351188659668,-79.53184509277344,3.881,17.0,9.0,43.0,GatewayELII,,,GatewayFacilidades,-67,13.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:56:14,Alcance,9.023502349853516,-79.5319595336914,3.886,17.0,10.0,26.0,GatewayELII,,,GatewayFacilidades,-81,11.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:56:56,Alcance,9.023515701293945,-79.53189849853516,3.871,17.0,11.0,7.0,GatewayELII,,,GatewayFacilidades,-72,13.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:57:38,Alcance,9.023510932922363,-79.53194427490234,3.861,17.0,11.0,50.0,GatewayELII,,,GatewayFacilidades,-66,13.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:58:20,Alcance,9.023528099060059,-79.531982421875,3.886,17.0,12.0,31.0,GatewayELII,,,GatewayFacilidades,-75,13.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:59:02,Alcance,9.023449897766113,-79.53190612792969,3.891,17.0,13.0,13.0,GatewayELII,,,GatewayFacilidades,-69,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 11:59:44,Alcance,9.023466110229492,-79.53182220458984,3.881,17.0,13.0,56.0,GatewayELII,,,GatewayFacilidades,-75,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:00:26,Alcance,9.023573875427246,-79.53205871582031,3.891,17.0,14.0,37.0,GatewayELII,,,GatewayFacilidades,-66,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:01:09,Alcance,9.023488998413086,-79.53186798095703,3.891,17.0,15.0,20.0,GatewayELII,,,GatewayFacilidades,-72,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:01:49,Alcance,9.023486137390137,-79.5318603515625,3.881,17.0,16.0,1.0,GatewayELII,,,GatewayFacilidades,-75,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:02:32,Alcance,9.023555755615234,-79.53192901611328,3.891,17.0,16.0,43.0,GatewayELII,,,GatewayFacilidades,-69,14.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:03:14,Alcance,9.023490905761719,-79.53194427490234,3.891,17.0,17.0,26.0,GatewayELII,,,GatewayFacilidades,-83,10.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:03:56,Alcance,9.023510932922363,-79.53196716308594,3.881,17.0,18.0,7.0,GatewayELII,,,GatewayFacilidades,-80,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:04:38,Alcance,9.023526191711426,-79.53189849853516,3.891,17.0,18.0,50.0,GatewayELII,,,GatewayFacilidades,-68,14.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:05:19,Alcance,9.023527145385742,-79.53192901611328,3.886,17.0,19.0,31.0,GatewayELII,,,GatewayFacilidades,-73,12.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:06:02,Alcance,9.02350902557373,-79.53182983398438,3.891,17.0,20.0,13.0,GatewayELII,,,GatewayFacilidades,-71,14.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:06:45,Alcance,9.023550987243652,-79.53179168701172,3.861,17.0,20.0,56.0,GatewayELII,,,GatewayFacilidades,-74,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:07:25,Alcance,9.023619651794434,-79.53181457519531,3.891,17.0,21.0,37.0,GatewayELII,,,GatewayFacilidades,-78,11.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:08:09,Alcance,9.023528099060059,-79.53215026855469,3.891,17.0,22.0,20.0,GatewayELII,,,GatewayFacilidades,-73,14.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:08:52,Alcance,9.02341079711914,-79.5321273803711,3.881,17.0,23.0,4.0,GatewayELII,,,GatewayFacilidades,-69,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:09:41,Alcance,9.023489952087402,-79.5320053100586,3.891,17.0,23.0,50.0,GatewayELII,,,GatewayFacilidades,-80,11.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:10:20,Alcance,9.023502349853516,-79.53180694580078,3.881,17.0,24.0,32.0,GatewayELII,,,GatewayFacilidades,-70,14.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:11:03,Alcance,9.02331256866455,-79.53211212158203,3.886,17.0,25.0,14.0,GatewayELII,,,GatewayFacilidades,-76,14.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:11:51,Alcance,9.023558616638184,-79.53182983398438,3.891,17.0,26.0,2.0,GatewayELII,,,GatewayFacilidades,-82,13.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:12:33,Alcance,9.0235013961792,-79.53190612792969,3.881,17.0,26.0,44.0,GatewayELII,,,GatewayFacilidades,-72,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:13:16,Alcance,9.02338695526123,-79.53199768066406,3.891,17.0,27.0,27.0,GatewayELII,,,GatewayFacilidades,-79,10.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:14:02,Alcance,9.023825645446777,-79.5317611694336,3.891,17.0,28.0,14.0,GatewayELII,,,GatewayFacilidades,-80,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:14:51,Alcance,9.02295207977295,-79.5323257446289,3.891,17.0,29.0,2.0,GatewayELII,,,GatewayFacilidades,-67,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:15:42,Alcance,9.023695945739746,-79.53175354003906,3.891,17.0,29.0,53.0,GatewayELII,,,GatewayFacilidades,-78,11.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:16:30,Alcance,9.023371696472168,-79.53204345703125,3.881,17.0,30.0,41.0,GatewayELII,,,GatewayFacilidades,-70,14.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:17:14,Alcance,9.023486137390137,-79.53190612792969,3.881,17.0,31.0,26.0,GatewayELII,,,GatewayFacilidades,-73,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:17:57,Alcance,9.023292541503906,-79.53179168701172,3.891,17.0,32.0,8.0,GatewayELII,,,GatewayFacilidades,-77,14.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:18:39,Alcance,9.023529052734375,-79.53182220458984,3.891,17.0,32.0,51.0,GatewayELII,,,GatewayFacilidades,-67,14.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:19:26,Alcance,9.023500442504883,-79.53192901611328,3.891,17.0,33.0,38.0,GatewayELII,,,GatewayFacilidades,-73,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:20:09,Alcance,9.02361011505127,-79.53208923339844,3.891,17.0,34.0,20.0,GatewayELII,,,GatewayFacilidades,-73,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:20:52,Alcance,9.023466110229492,-79.53189849853516,3.891,17.0,35.0,3.0,GatewayELII,,,GatewayFacilidades,-75,11.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:21:32,Alcance,9.023000717163086,-79.53205108642578,3.881,17.0,35.0,44.0,GatewayELII,,,GatewayFacilidades,-65,14.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:22:15,Alcance,9.023429870605469,-79.53166961669922,3.886,17.0,36.0,26.0,GatewayELII,,,GatewayFacilidades,-67,14.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:22:57,Alcance,9.023476600646973,-79.5318832397461,3.861,17.0,37.0,8.0,GatewayELII,,,GatewayFacilidades,-76,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:23:37,Alcance,9.023500442504883,-79.53231811523438,3.891,17.0,37.0,49.0,GatewayELII,,,GatewayFacilidades,-68,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:24:21,Alcance,9.023448944091797,-79.53192901611328,3.881,17.0,38.0,32.0,GatewayELII,,,GatewayFacilidades,-74,14.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:25:02,Alcance,9.023441314697266,-79.5317611694336,3.881,17.0,39.0,14.0,GatewayELII,,,GatewayFacilidades,-80,11.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:25:45,Alcance,9.023560523986816,-79.5318832397461,3.891,17.0,39.0,56.0,GatewayELII,,,GatewayFacilidades,-67,14.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:26:26,Alcance,9.023499488830566,-79.53194427490234,3.891,17.0,40.0,38.0,GatewayELII,,,GatewayFacilidades,-73,14.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:27:10,Alcance,9.023502349853516,-79.5318374633789,3.891,17.0,41.0,21.0,GatewayELII,,,GatewayFacilidades,-81,13.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:27:56,Alcance,9.0233736038208,-79.53205108642578,3.891,17.0,42.0,7.0,GatewayELII,,,GatewayFacilidades,-66,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:28:42,Alcance,9.023395538330078,-79.5320816040039,3.881,17.0,42.0,53.0,GatewayELII,,,GatewayFacilidades,-67,14.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:29:28,Alcance,9.023407936096191,-79.53213500976562,3.891,17.0,43.0,39.0,GatewayELII,,,GatewayFacilidades,-80,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:30:10,Alcance,9.02366828918457,-79.53266143798828,3.881,17.0,44.0,22.0,GatewayELII,,,GatewayFacilidades,-71,14.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:30:50,Alcance,9.023609161376953,-79.53250122070312,3.891,17.0,45.0,1.0,GatewayELII,,,GatewayFacilidades,-74,14.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:31:33,Alcance,9.023459434509277,-79.53213500976562,3.891,17.0,45.0,44.0,GatewayELII,,,GatewayFacilidades,-79,10.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:32:16,Alcance,9.023395538330078,-79.531982421875,3.881,17.0,46.0,27.0,GatewayELII,,,GatewayFacilidades,-76,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:32:56,Alcance,9.023417472839355,-79.53215789794922,3.891,17.0,47.0,8.0,GatewayELII,,,GatewayFacilidades,-70,14.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:33:38,Alcance,9.023448944091797,-79.53211212158203,3.881,17.0,47.0,49.0,GatewayELII,,,GatewayFacilidades,-67,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:34:20,Alcance,9.02352523803711,-79.53240203857422,3.891,17.0,48.0,32.0,GatewayELII,,,GatewayFacilidades,-70,14.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:35:02,Alcance,9.023422241210938,-79.53219604492188,3.891,17.0,49.0,14.0,GatewayELII,,,GatewayFacilidades,-67,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:35:46,Alcance,9.02346134185791,-79.5322494506836,3.881,17.0,49.0,57.0,GatewayELII,,,GatewayFacilidades,-75,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:36:28,Alcance,9.023395538330078,-79.53216552734375,3.891,17.0,50.0,39.0,GatewayELII,,,GatewayFacilidades,-78,10.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:37:09,Alcance,9.023425102233887,-79.53211975097656,3.881,17.0,51.0,20.0,GatewayELII,,,GatewayFacilidades,-75,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:37:51,Alcance,9.023429870605469,-79.53211212158203,3.891,17.0,52.0,2.0,GatewayELII,,,GatewayFacilidades,-67,14.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:38:34,Alcance,9.023359298706055,-79.53225708007812,3.891,17.0,52.0,45.0,GatewayELII,,,GatewayFacilidades,-81,13.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:39:16,Alcance,9.023449897766113,-79.53184509277344,3.886,17.0,53.0,27.0,GatewayELII,,,GatewayFacilidades,-69,14.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:39:58,Alcance,9.02338695526123,-79.53199005126953,3.891,17.0,54.0,9.0,GatewayELII,,,GatewayFacilidades,-69,14.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:40:42,Alcance,9.023433685302734,-79.53179931640625,3.886,17.0,54.0,53.0,GatewayELII,,,GatewayFacilidades,-67,14.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:41:29,Alcance,9.023360252380371,-79.53194427490234,3.861,17.0,55.0,40.0,GatewayELII,,,GatewayFacilidades,-72,11.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:42:10,Alcance,9.023481369018555,-79.5320053100586,3.886,17.0,56.0,21.0,GatewayELII,,,GatewayFacilidades,-72,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:42:52,Alcance,9.023488998413086,-79.53180694580078,3.881,17.0,57.0,3.0,GatewayELII,,,GatewayFacilidades,-77,8.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:43:32,Alcance,9.023479461669922,-79.53178405761719,3.891,17.0,57.0,44.0,GatewayELII,,,GatewayFacilidades,-72,13.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:44:16,Alcance,9.023564338684082,-79.5318374633789,3.891,17.0,58.0,27.0,GatewayELII,,,GatewayFacilidades,-67,14.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:44:57,Alcance,9.023483276367188,-79.5318832397461,3.891,17.0,59.0,8.0,GatewayELII,,,GatewayFacilidades,-68,14.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:45:39,Alcance,9.023530960083008,-79.53190612792969,3.891,17.0,59.0,50.0,GatewayELII,,,GatewayFacilidades,-75,13.3,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:46:21,Alcance,9.023536682128906,-79.5317611694336,3.886,18.0,0.0,32.0,GatewayELII,,,GatewayFacilidades,-68,14.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:47:05,Alcance,9.023533821105957,-79.53182220458984,3.881,18.0,1.0,16.0,GatewayELII,,,GatewayFacilidades,-77,13.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:47:45,Alcance,9.023466110229492,-79.53182983398438,3.886,18.0,1.0,56.0,GatewayELII,,,GatewayFacilidades,-76,9.5,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:48:26,Alcance,9.023497581481934,-79.53181457519531,3.891,18.0,2.0,38.0,GatewayELII,,,GatewayFacilidades,-70,14.0,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:49:10,Alcance,9.023478507995605,-79.53190612792969,3.881,18.0,3.0,21.0,GatewayELII,,,GatewayFacilidades,-78,10.8,GatewayTTN,,,GatewayTTN2,,
2026-03-24 12:49:49,Alcance,9.02346420288086,-79.53189086914062,3.891,18.0,4.0,1.0,GatewayELII,,,GatewayFacilidades,-68,15.0,GatewayTTN,,,GatewayTTN2,,
