time,deviceName,latitude,longitude,altitude_m,hdop,sats,battery_V,hour,minute,second,gw_count,min_distance_m,max_distance_m,max_rssi,max_snr,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr
2026-06-26 07:52:21,Alcance,9.022171974182129,-79.53251647949219,64.0,0.2,9.0,3.905,12.0,52.0,20.0,2,142.3,321.8,-90.0,13.5,GatewayELII,-109,9.0,GatewayFacilidades,-90,13.5,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:52:51,Alcance,9.023078918457031,-79.5316390991211,63.0,0.2,9.0,3.9,12.0,52.0,50.0,2,72.2,327.5,-76.0,11.8,GatewayELII,-94,7.0,GatewayFacilidades,-76,11.8,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:53:21,Alcance,9.023751258850098,-79.53213500976562,52.0,0.1,10.0,3.9,12.0,53.0,21.0,2,38.2,246.1,-82.0,14.3,GatewayELII,-96,7.0,GatewayFacilidades,-82,14.3,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:53:51,Alcance,9.02372932434082,-79.53213500976562,56.0,0.1,10.0,3.915,12.0,53.0,51.0,2,35.9,246.9,-74.0,13.8,GatewayELII,-96,9.0,GatewayFacilidades,-74,13.8,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:54:21,Alcance,9.023733139038086,-79.53211212158203,53.0,0.1,12.0,3.925,12.0,54.0,21.0,2,36.9,249.1,-73.0,14.3,GatewayELII,-95,8.8,GatewayFacilidades,-73,14.3,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:54:52,Alcance,9.023733139038086,-79.5321044921875,55.0,0.1,12.0,3.915,12.0,54.0,51.0,2,37.1,249.9,-73.0,13.3,GatewayELII,-96,9.8,GatewayFacilidades,-73,13.3,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:55:22,Alcance,9.023714065551758,-79.5321044921875,50.0,0.1,12.0,3.92,12.0,55.0,21.0,2,35.1,250.7,-73.0,13.8,GatewayELII,-93,9.2,GatewayFacilidades,-73,13.8,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:55:52,Alcance,9.02371597290039,-79.5321273803711,51.0,0.1,12.0,3.92,12.0,55.0,51.0,2,34.6,248.2,-78.0,14.0,GatewayELII,-90,10.0,GatewayFacilidades,-78,14.0,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:56:22,Alcance,9.023722648620605,-79.53213500976562,51.0,0.1,12.0,3.92,12.0,56.0,21.0,2,35.1,247.2,-68.0,13.5,GatewayELII,-89,9.2,GatewayFacilidades,-68,13.5,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:56:52,Alcance,9.0234375,-79.53176879882812,56.0,0.1,12.0,3.92,12.0,56.0,51.0,2,47.6,296.4,-80.0,13.8,GatewayELII,-92,8.0,GatewayFacilidades,-80,13.8,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:57:22,Alcance,9.023204803466797,-79.53150177001953,54.0,0.1,12.0,3.925,12.0,57.0,21.0,2,80.3,333.9,-89.0,14.0,GatewayELII,-105,10.2,GatewayFacilidades,-89,14.0,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:57:52,Alcance,9.023550033569336,-79.53116607666016,42.0,0.1,12.0,3.925,12.0,57.0,51.0,2,114.8,354.0,-93.0,11.5,GatewayELII,-101,7.8,GatewayFacilidades,-93,11.5,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:58:22,Alcance,9.024538040161133,-79.5304946899414,54.0,0.1,11.0,3.925,12.0,58.0,21.0,1,225.3,225.3,-107.0,7.0,GatewayELII,,,GatewayFacilidades,-107,7.0,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:58:52,Alcance,9.025343894958496,-79.5298843383789,49.0,0.1,12.0,3.915,12.0,58.0,51.0,2,332.9,487.2,-114.0,1.5,GatewayELII,-114,1.5,GatewayFacilidades,-116,-4.8,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:59:22,Alcance,9.025911331176758,-79.53133392333984,43.0,0.1,11.0,3.915,12.0,59.0,21.0,2,293.6,355.1,-105.0,7.8,GatewayELII,-106,-3.0,GatewayFacilidades,-105,7.8,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 07:59:52,Alcance,9.024270057678223,-79.53247833251953,56.0,0.1,13.0,3.915,12.0,59.0,51.0,2,99.9,195.3,-79.0,14.3,GatewayELII,-79,8.2,GatewayFacilidades,-87,14.3,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 08:00:22,Alcance,9.023551940917969,-79.5333023071289,54.0,0.1,12.0,3.92,13.0,0.0,21.0,2,121.8,148.2,-85.0,14.0,GatewayELII,-89,10.2,GatewayFacilidades,-85,14.0,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 08:00:52,Alcance,9.023886680603027,-79.53411102294922,65.0,0.1,13.0,3.915,13.0,0.0,51.0,2,70.5,216.2,-72.0,12.3,GatewayELII,-72,10.2,GatewayFacilidades,-99,12.3,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 08:01:22,Alcance,9.024504661560059,-79.53404998779297,71.0,0.1,13.0,3.9,13.0,1.0,21.0,2,20.9,236.4,-67.0,13.8,GatewayELII,-67,9.2,GatewayFacilidades,-90,13.8,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 08:01:52,Alcance,9.0244722366333,-79.53408813476562,62.0,0.1,12.0,3.915,13.0,1.0,51.0,2,16.1,238.3,-71.0,13.3,GatewayELII,-71,9.8,GatewayFacilidades,-94,13.3,GatewayEdificio3,,,GatewayOficina,,
2026-06-26 08:02:22,Alcance,9.02442741394043,-79.53404235839844,63.0,0.1,12.0,3.92,13.0,2.0,21.0,2,22.6,231.4,-66.0,13.0,GatewayELII,-66,9.2,GatewayFacilidades,-95,13.0,GatewayEdificio3,,,GatewayOficina,,
