time,deviceName,latitude,longitude,altitude_m,hdop,sats,battery_V,hour,minute,second,gw_count,min_distance_m,max_distance_m,max_rssi,max_snr,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr
2026-07-15 10:34:22,Alcance,9.020310401916504,-79.53076171875,59.0,0.1,13.0,3.793,15.0,34.0,12.0,2,379.6,602.1,-106.0,7.5,GatewayELII,-107,6.2,GatewayFacilidades,-106,7.5,GatewayEdificio3,,,GatewayOficina,,
2026-07-15 10:34:52,Alcance,9.021096229553223,-79.52919006347656,61.0,0.1,13.0,3.788,15.0,34.0,42.0,1,670.0,670.0,-114.0,-0.8,GatewayELII,-114,-0.8,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,
2026-07-15 10:36:22,Alcance,9.027003288269043,-79.52961730957031,55.0,0.1,13.0,3.778,15.0,36.0,12.0,1,576.0,576.0,-115.0,-7.2,GatewayELII,-115,-7.2,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,
2026-07-15 10:36:52,Alcance,9.030049324035645,-79.5322494506836,61.0,0.1,14.0,3.788,15.0,36.0,42.0,1,737.9,737.9,-116.0,-7.3,GatewayELII,,,GatewayFacilidades,-116,-7.3,GatewayEdificio3,,,GatewayOficina,,
2026-07-15 10:38:53,Alcance,9.025379180908203,-79.53157043457031,65.0,0.1,14.0,3.768,15.0,38.0,42.0,2,229.3,307.3,-102.0,10.0,GatewayELII,-113,7.5,GatewayFacilidades,-102,10.0,GatewayEdificio3,,,GatewayOficina,,
2026-07-15 10:39:23,Alcance,9.024438858032227,-79.53221893310547,50.0,0.1,13.0,3.783,15.0,39.0,12.0,2,114.0,221.0,-94.0,13.5,GatewayELII,-109,10.2,GatewayFacilidades,-94,13.5,GatewayEdificio3,,,GatewayOficina,,
2026-07-15 10:39:53,Alcance,9.023600578308105,-79.53308868408203,50.0,0.1,14.0,3.778,15.0,39.0,42.0,2,99.6,161.7,-84.0,13.8,GatewayELII,-84,10.0,GatewayFacilidades,-87,13.8,GatewayEdificio3,,,GatewayOficina,,
2026-07-15 10:40:53,Alcance,9.022117614746094,-79.53307342529297,70.0,0.1,14.0,3.758,15.0,40.0,43.0,2,173.0,295.8,-97.0,10.5,GatewayELII,-97,7.8,GatewayFacilidades,-102,10.5,GatewayEdificio3,,,GatewayOficina,,
2026-07-15 10:41:23,Alcance,9.02294635772705,-79.53176879882812,67.0,0.1,14.0,3.783,15.0,41.0,13.0,2,70.4,322.0,-93.0,6.5,GatewayELII,-93,6.5,GatewayFacilidades,-109,1.5,GatewayEdificio3,,,GatewayOficina,,
2026-07-15 10:41:53,Alcance,9.023677825927734,-79.53189849853516,63.0,0.1,13.0,3.768,15.0,41.0,43.0,2,44.4,272.6,-86.0,12.8,GatewayELII,-97,9.2,GatewayFacilidades,-86,12.8,GatewayEdificio3,,,GatewayOficina,,
2026-07-15 10:42:23,Alcance,9.02379322052002,-79.53209686279297,63.0,0.1,15.0,3.773,15.0,42.0,13.0,2,43.7,247.8,-83.0,14.8,GatewayELII,-95,9.5,GatewayFacilidades,-83,14.8,GatewayEdificio3,,,GatewayOficina,,
2026-07-15 10:42:53,Alcance,9.02369213104248,-79.53205871582031,67.0,0.1,14.0,3.768,15.0,42.0,43.0,2,34.7,254.6,-79.0,14.0,GatewayELII,-84,8.5,GatewayFacilidades,-79,14.0,GatewayEdificio3,,,GatewayOficina,,
