time,deviceName,latitude,longitude,altitude_m,hdop,sats,battery_V,hour,minute,second,gw_count,min_distance_m,max_distance_m,max_rssi,max_snr,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr
2026-06-23 08:45:45,Alcance,9.024511337280273,-79.53465270996094,103.0,0.4,5.0,3.778,13.0,45.0,38.0,2,46.5,295.5,-83.0,10.8,GatewayELII,-83,9.2,GatewayFacilidades,-102,10.8,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:45:54,Alcance,9.024510383605957,-79.5346450805664,103.0,0.4,5.0,3.768,13.0,45.0,40.0,2,45.6,294.7,-91.0,10.0,GatewayELII,-91,10.0,GatewayFacilidades,-104,8.3,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:46:17,Alcance,9.024600982666016,-79.5345687866211,83.0,0.4,5.0,3.778,13.0,46.0,10.0,2,38.0,291.5,-84.0,10.8,GatewayELII,-84,9.2,GatewayFacilidades,-104,10.8,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:46:47,Alcance,9.02464485168457,-79.53460693359375,85.0,0.2,6.0,3.778,13.0,46.0,40.0,1,297.5,297.5,-105.0,8.8,GatewayELII,,,GatewayFacilidades,-105,8.8,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:47:17,Alcance,9.024688720703125,-79.53460693359375,83.0,2.3,5.0,3.768,13.0,47.0,10.0,2,45.0,299.8,-84.0,9.5,GatewayELII,-84,9.5,GatewayFacilidades,-106,8.0,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:47:47,Alcance,9.024231910705566,-79.53414154052734,77.0,0.2,5.0,3.812,13.0,47.0,40.0,2,34.5,231.6,-95.0,9.2,GatewayELII,-95,9.2,GatewayFacilidades,-111,1.8,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:48:17,Alcance,9.023963928222656,-79.53409576416016,75.0,0.2,0.0,3.812,13.0,48.0,10.0,2,64.6,216.8,-79.0,13.3,GatewayELII,-79,9.5,GatewayFacilidades,-95,13.3,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:48:47,Alcance,9.023898124694824,-79.53396606445312,123.0,0.2,0.0,3.817,13.0,48.0,40.0,2,77.0,201.1,-80.0,9.8,GatewayELII,-80,9.8,GatewayFacilidades,-118,-8.3,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:49:17,Alcance,9.02428913116455,-79.5343246459961,88.0,0.2,6.0,3.817,13.0,49.0,10.0,2,28.7,252.6,-67.0,11.3,GatewayELII,-67,9.0,GatewayFacilidades,-101,11.3,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:49:47,Alcance,9.024337768554688,-79.53421783447266,14.0,0.4,0.0,3.817,13.0,49.0,40.0,1,21.5,21.5,-81.0,9.2,GatewayELII,-81,9.2,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:50:17,Alcance,9.024337768554688,-79.53421783447266,14.0,0.4,0.0,3.817,13.0,50.0,10.0,2,21.5,244.1,-87.0,9.8,GatewayELII,-87,9.8,GatewayFacilidades,-114,0.8,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:50:47,Alcance,9.024337768554688,-79.53421783447266,14.0,0.4,0.0,3.812,13.0,50.0,40.0,2,21.5,244.1,-90.0,10.0,GatewayELII,-90,10.0,GatewayFacilidades,-111,4.3,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:51:17,Alcance,9.024337768554688,-79.53421783447266,14.0,0.4,0.0,3.812,13.0,51.0,10.0,2,22.6,244.1,-95.0,8.0,GatewayELII,-95,8.0,GatewayFacilidades,-108,2.0,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:51:47,Alcance,9.024337768554688,-79.53421783447266,14.0,0.4,0.0,3.817,13.0,51.0,40.0,2,21.5,244.1,-89.0,9.8,GatewayELII,-89,9.8,GatewayFacilidades,-110,6.0,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:52:17,Alcance,9.024337768554688,-79.53421783447266,14.0,0.4,0.0,3.812,13.0,52.0,10.0,2,21.5,244.1,-89.0,9.8,GatewayELII,-89,9.8,GatewayFacilidades,-108,6.8,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:52:47,Alcance,9.024337768554688,-79.53421783447266,14.0,0.4,0.0,3.812,13.0,52.0,40.0,1,20.4,20.4,-101.0,8.2,GatewayELII,-101,8.2,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:53:17,Alcance,9.024337768554688,-79.53421783447266,14.0,0.4,0.0,3.807,13.0,53.0,11.0,2,20.3,244.1,-89.0,10.3,GatewayELII,-89,9.2,GatewayFacilidades,-99,10.3,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:53:47,Alcance,9.024337768554688,-79.53421783447266,14.0,0.4,0.0,3.807,13.0,53.0,41.0,1,20.3,20.3,-82.0,9.0,GatewayELII,-82,9.0,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:54:17,Alcance,9.024337768554688,-79.53421783447266,14.0,0.4,0.0,3.807,13.0,54.0,11.0,2,20.3,244.1,-66.0,12.3,GatewayELII,-66,9.8,GatewayFacilidades,-85,12.3,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:54:48,Alcance,9.024983406066895,-79.53367614746094,10.0,0.4,5.0,3.798,13.0,54.0,41.0,1,238.1,238.1,-86.0,14.3,GatewayELII,,,GatewayFacilidades,-86,14.3,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:55:18,Alcance,9.02483081817627,-79.5336685180664,13.0,0.4,4.0,3.798,13.0,55.0,11.0,2,70.7,225.3,-69.0,14.0,GatewayELII,-69,10.5,GatewayFacilidades,-86,14.0,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:55:48,Alcance,9.0247163772583,-79.53375244140625,16.0,0.4,6.0,3.788,13.0,55.0,41.0,2,56.8,223.6,-67.0,14.5,GatewayELII,-67,9.8,GatewayFacilidades,-83,14.5,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:56:21,Alcance,9.02463436126709,-79.53382873535156,13.0,0.2,6.0,3.788,13.0,56.0,11.0,2,46.2,224.4,-61.0,13.0,GatewayELII,-61,10.0,GatewayFacilidades,-85,13.0,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:56:48,Alcance,9.024527549743652,-79.53395080566406,3.0,0.2,7.0,3.788,13.0,56.0,41.0,2,30.7,228.5,-73.0,13.0,GatewayELII,-73,10.2,GatewayFacilidades,-88,13.0,GatewayEdificio3,,,GatewayOficina,,
2026-06-23 08:57:18,Alcance,9.024555206298828,-79.53398132324219,-1.0,0.2,7.0,3.798,13.0,57.0,11.0,2,27.8,233.0,-77.0,13.8,GatewayELII,-77,10.5,GatewayFacilidades,-86,13.8,GatewayEdificio3,,,GatewayOficina,,
