time,deviceName,latitude,longitude,altitude_m,hdop,sats,battery_V,hour,minute,second,gw_count,min_distance_m,max_distance_m,max_rssi,max_snr,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr,gw5_name,gw5_rssi,gw5_snr,gw6_name,gw6_rssi,gw6_snr
2026-09-08 15:18:52,Alcance,9.023649215698242,-79.53170776367188,,,,3.891,20.0,18.0,53.0,3,56.2,287.9,-81.0,9.8,GatewayFacilidadesDobleBanda07,-81,9.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-88,9.8,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-90,9.8,GatewayEdificio3DobleBanda815,,
2026-09-08 15:19:22,Alcance,9.024270057678223,-79.53166198730469,,,,3.891,20.0,19.0,23.0,3,102.2,277.8,-97.0,9.5,GatewayFacilidadesDobleBanda07,-97,9.5,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-103,7.8,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-103,8.0,GatewayEdificio3DobleBanda815,,
2026-09-08 15:20:52,Alcance,9.024078369140625,-79.53160858154297,,,,3.881,20.0,20.0,53.0,3,89.9,286.4,-91.0,9.8,GatewayFacilidadesDobleBanda07,-91,9.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-96,8.2,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-91,9.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:21:23,Alcance,9.023850440979004,-79.53164672851562,,,,3.861,20.0,21.0,23.0,3,71.0,286.6,-90.0,10.5,GatewayFacilidadesDobleBanda07,-99,9.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-90,10.5,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-95,9.0,GatewayEdificio3DobleBanda815,,
2026-09-08 15:21:53,Alcance,9.023458480834961,-79.5317153930664,,,,3.881,20.0,21.0,53.0,3,53.7,294.3,-89.0,10.2,GatewayFacilidadesDobleBanda07,-100,7.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-95,10.2,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-89,10.0,GatewayEdificio3DobleBanda815,,
2026-09-08 15:22:30,Alcance,9.02304458618164,-79.53166961669922,,,,3.758,20.0,22.0,23.0,3,77.9,319.9,-89.0,9.5,GatewayFacilidadesDobleBanda07,-91,8.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-89,9.5,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-100,9.5,GatewayEdificio3DobleBanda815,,
2026-09-08 15:22:53,Alcance,9.02294635772705,-79.53184509277344,,,,3.861,20.0,22.0,53.0,3,73.8,309.5,-82.0,10.2,GatewayFacilidadesDobleBanda07,-103,9.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-89,9.5,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-82,10.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:23:23,Alcance,9.022732734680176,-79.53209686279297,,,,3.881,20.0,23.0,23.0,3,83.8,302.2,-84.0,10.2,GatewayFacilidadesDobleBanda07,-102,9.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-107,5.8,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-84,10.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:23:53,Alcance,9.023297309875488,-79.53199768066406,,,,3.881,20.0,23.0,53.0,3,31.7,275.1,-91.0,8.2,GatewayFacilidadesDobleBanda07,-105,6.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-91,5.2,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-93,8.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:24:23,Alcance,9.023245811462402,-79.53170013427734,,,,3.891,20.0,24.0,23.0,3,61.3,307.5,-88.0,9.5,GatewayFacilidadesDobleBanda07,-95,7.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-88,9.5,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-88,8.5,GatewayEdificio3DobleBanda815,,
2026-09-08 15:24:53,Alcance,9.024152755737305,-79.53099822998047,,,,3.891,20.0,24.0,53.0,2,149.1,352.1,-101.0,6.5,GatewayFacilidadesDobleBanda07,-114,6.5,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-101,6.2,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,,,GatewayEdificio3DobleBanda815,,
2026-09-08 15:25:23,Alcance,9.025218963623047,-79.5303955078125,,,,3.861,20.0,25.0,23.0,1,407.4,407.4,-113.0,-5.2,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,,,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-113,-5.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:26:23,Alcance,9.025506973266602,-79.52997589111328,,,,3.881,20.0,26.0,23.0,2,458.0,474.0,-114.0,-0.2,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-114,-0.2,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-120,-2.0,GatewayEdificio3DobleBanda815,,
2026-09-08 15:26:53,Alcance,9.025524139404297,-79.52972412109375,,,,3.871,20.0,26.0,53.0,3,351.4,501.4,-114.0,2.2,GatewayFacilidadesDobleBanda07,-118,-7.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-114,2.2,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-119,-6.0,GatewayEdificio3DobleBanda815,,
2026-09-08 15:27:23,Alcance,9.025609970092773,-79.5295639038086,,,,3.861,20.0,27.0,23.0,2,492.3,520.7,-110.0,4.0,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-110,-5.0,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-114,4.0,GatewayEdificio3DobleBanda815,,
2026-09-08 15:27:53,Alcance,9.02582836151123,-79.529541015625,,,,3.881,20.0,27.0,54.0,1,512.8,512.8,-117.0,4.2,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,,,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-117,4.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:28:23,Alcance,9.025870323181152,-79.52967071533203,,,,3.861,20.0,28.0,24.0,2,509.0,516.8,-115.0,1.0,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-115,1.0,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-118,-3.8,GatewayEdificio3DobleBanda815,,
2026-09-08 15:28:53,Alcance,9.025638580322266,-79.52981567382812,,,,3.871,20.0,28.0,54.0,1,352.1,352.1,-120.0,-5.0,GatewayFacilidadesDobleBanda07,-120,-5.0,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,,,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,,,GatewayEdificio3DobleBanda815,,
2026-09-08 15:29:24,Alcance,9.025603294372559,-79.53007507324219,,,,3.871,20.0,29.0,24.0,1,461.4,461.4,-119.0,-8.2,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,,,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-119,-8.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:29:54,Alcance,9.026057243347168,-79.53045654296875,,,,3.881,20.0,29.0,54.0,2,442.3,488.6,-113.0,-1.0,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-113,-1.0,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-118,-6.5,GatewayEdificio3DobleBanda815,,
2026-09-08 15:30:24,Alcance,9.02629280090332,-79.5312271118164,,,,3.861,20.0,30.0,24.0,3,326.6,488.8,-101.0,8.2,GatewayFacilidadesDobleBanda07,-113,2.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-101,8.2,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-109,7.0,GatewayEdificio3DobleBanda815,,
2026-09-08 15:30:54,Alcance,9.025284767150879,-79.53184509277344,,,,3.881,20.0,30.0,54.0,2,269.5,367.8,-106.0,5.5,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-107,5.5,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-106,4.8,GatewayEdificio3DobleBanda815,,
2026-09-08 15:31:24,Alcance,9.024308204650879,-79.53243255615234,,,,3.891,20.0,31.0,24.0,3,93.0,259.8,-85.0,7.2,GatewayFacilidadesDobleBanda07,-100,7.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-89,5.0,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-85,7.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:31:54,Alcance,9.023590087890625,-79.53337097167969,,,,3.881,20.0,31.0,54.0,3,132.2,223.5,-80.0,11.2,GatewayFacilidadesDobleBanda07,-100,11.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-80,9.5,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-93,10.0,GatewayEdificio3DobleBanda815,,
2026-09-08 15:32:24,Alcance,9.023561477661133,-79.53404235839844,,,,3.861,20.0,32.0,24.0,2,109.9,204.6,-67.0,10.8,GatewayFacilidadesDobleBanda07,-113,0.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-67,10.8,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,,,GatewayEdificio3DobleBanda815,,
2026-09-08 15:33:14,Alcance,9.023653984069824,-79.53389739990234,,,,3.881,20.0,32.0,54.0,3,103.3,267.4,-64.0,10.2,GatewayFacilidadesDobleBanda07,-119,-3.0,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-64,10.2,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-111,8.8,GatewayEdificio3DobleBanda815,,
2026-09-08 15:33:24,Alcance,9.023665428161621,-79.53349304199219,,,,3.861,20.0,33.0,24.0,3,123.1,238.3,-69.0,9.8,GatewayFacilidadesDobleBanda07,-118,-1.5,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-69,9.8,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-107,7.8,GatewayEdificio3DobleBanda815,,
2026-09-08 15:33:54,Alcance,9.023862838745117,-79.53336334228516,,,,3.881,20.0,33.0,54.0,3,117.8,247.8,-75.0,9.5,GatewayFacilidadesDobleBanda07,-114,1.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-75,9.5,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-108,4.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:34:24,Alcance,9.023991584777832,-79.53373718261719,,,,3.915,20.0,34.0,24.0,2,78.9,283.4,-85.0,10.8,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-85,10.8,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-105,7.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:34:54,Alcance,9.02385425567627,-79.53409576416016,,,,3.881,20.0,34.0,54.0,3,77.9,298.5,-75.0,9.8,GatewayFacilidadesDobleBanda07,-117,-4.0,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-75,9.8,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-109,6.8,GatewayEdificio3DobleBanda815,,
2026-09-08 15:35:24,Alcance,9.023699760437012,-79.53409576416016,,,,3.886,20.0,35.0,24.0,3,95.0,286.8,-59.0,10.0,GatewayFacilidadesDobleBanda07,-111,4.5,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-59,10.0,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-102,8.0,GatewayEdificio3DobleBanda815,,
2026-09-08 15:35:54,Alcance,9.024384498596191,-79.53402709960938,,,,3.891,20.0,35.0,54.0,3,24.9,337.4,-64.0,8.0,GatewayFacilidadesDobleBanda07,-102,8.0,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-64,7.2,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-109,6.0,GatewayEdificio3DobleBanda815,,
2026-09-08 15:36:24,Alcance,9.024338722229004,-79.53401947021484,,,,3.891,20.0,36.0,25.0,2,29.4,221.6,-73.0,9.8,GatewayFacilidadesDobleBanda07,-103,7.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-73,9.8,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,,,GatewayEdificio3DobleBanda815,,
2026-09-08 15:36:54,Alcance,9.024375915527344,-79.53443145751953,,,,3.891,20.0,36.0,55.0,2,264.9,364.9,-111.0,-0.2,GatewayFacilidadesDobleBanda07,-115,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,,,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-111,-0.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:37:24,Alcance,9.025197982788086,-79.53455352783203,,,,3.891,20.0,37.0,25.0,2,82.9,443.5,-93.0,9.2,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-93,9.2,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-117,-0.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:37:55,Alcance,9.025992393493652,-79.53447723388672,,,,3.891,20.0,37.0,55.0,2,162.6,512.8,-70.0,9.2,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-70,9.2,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-114,5.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:38:28,Alcance,9.025911331176758,-79.53441619873047,,,,3.891,20.0,38.0,25.0,2,152.3,501.6,-55.0,9.5,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-55,9.5,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-102,9.0,GatewayEdificio3DobleBanda815,,
2026-09-08 15:38:55,Alcance,9.025167465209961,-79.53471374511719,,,,3.891,20.0,38.0,55.0,2,88.7,450.9,-79.0,10.5,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-79,10.5,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-106,8.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:39:25,Alcance,9.025619506835938,-79.53506469726562,,,,3.891,20.0,39.0,25.0,3,153.6,514.2,-77.0,9.8,GatewayFacilidadesDobleBanda07,-117,-5.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-77,9.8,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-113,4.8,GatewayEdificio3DobleBanda815,,
2026-09-08 15:39:55,Alcance,9.024836540222168,-79.53482818603516,,,,3.891,20.0,39.0,55.0,1,77.0,77.0,-71.0,10.5,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-71,10.5,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,,,GatewayEdificio3DobleBanda815,,
2026-09-08 15:40:25,Alcance,9.02382755279541,-79.53433990478516,,,,3.891,20.0,40.0,25.0,3,82.0,314.9,-76.0,10.8,GatewayFacilidadesDobleBanda07,-103,7.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-76,10.8,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-103,9.8,GatewayEdificio3DobleBanda815,,
2026-09-08 15:40:55,Alcance,9.022964477539062,-79.53388977050781,,,,3.891,20.0,40.0,55.0,3,179.4,219.1,-89.0,8.0,GatewayFacilidadesDobleBanda07,-103,6.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-89,7.0,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-89,8.0,GatewayEdificio3DobleBanda815,,
2026-09-08 15:41:25,Alcance,9.022198677062988,-79.53353881835938,,,,3.861,20.0,41.0,25.0,3,153.0,271.1,-79.0,11.2,GatewayFacilidadesDobleBanda07,-109,3.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-79,9.8,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-81,11.2,GatewayEdificio3DobleBanda815,,
2026-09-08 15:41:55,Alcance,9.022089004516602,-79.53347778320312,,,,3.881,20.0,41.0,55.0,2,213.6,284.6,-82.0,9.8,GatewayFacilidadesDobleBanda07,-111,6.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-82,9.8,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,,,GatewayEdificio3DobleBanda815,,
2026-09-08 15:42:25,Alcance,9.021883010864258,-79.5337142944336,,,,3.881,20.0,42.0,25.0,2,171.2,299.8,-85.0,9.5,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-85,9.0,GatewayELIIDobleBanda815,,,GatewayEdificio3DobleBanda07,-92,9.5,GatewayEdificio3DobleBanda815,,
