time,deviceName,latitude,longitude,altitude_m,hdop,sats,battery_V,hour,minute,second,gw_count,min_distance_m,max_distance_m,max_rssi,max_snr,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr,gw5_name,gw5_rssi,gw5_snr,gw6_name,gw6_rssi,gw6_snr
2026-07-25 11:24:04,Alcance,9.024773597717285,-79.53205871582031,58.0,0.1,18.0,3.92,16.0,24.0,4.0,1,313.2,313.2,-91.0,9.8,GatewayELII,,,GatewayFacilidades,,,GatewayEdificio3,-91,9.8,GatewayOficina,,,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,
2026-07-25 11:24:06,Alcance,9.024701118469238,-79.5321044921875,58.0,0.1,18.0,3.915,16.0,24.0,6.0,3,139.5,305.0,-91.0,10.0,GatewayELII,-94,10.0,GatewayFacilidades,,,GatewayEdificio3,-109,7.5,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-91,8.5,GatewayFacilidadesDobleBanda815,,
2026-07-25 11:24:36,Alcance,9.02379322052002,-79.53292846679688,50.0,0.1,19.0,3.915,16.0,24.0,36.0,3,89.6,219.0,-79.0,10.0,GatewayELII,-79,10.0,GatewayFacilidades,,,GatewayEdificio3,-79,9.2,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-83,9.2,GatewayFacilidadesDobleBanda815,,
2026-07-25 11:25:06,Alcance,9.023509979248047,-79.53394317626953,49.0,0.1,18.0,3.915,16.0,25.0,6.0,3,119.9,257.6,-77.0,9.2,GatewayELII,-77,9.2,GatewayFacilidades,,,GatewayEdificio3,-109,6.2,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-105,8.2,GatewayFacilidadesDobleBanda815,,
2026-07-25 11:25:36,Alcance,9.023778915405273,-79.53384399414062,50.0,0.1,15.0,3.915,16.0,25.0,36.0,3,95.6,271.1,-70.0,9.8,GatewayELII,-70,9.8,GatewayFacilidades,,,GatewayEdificio3,-111,6.5,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-102,8.8,GatewayFacilidadesDobleBanda815,,
2026-07-25 11:35:39,Alcance,9.024184226989746,-79.53502655029297,81.0,1.1,5.0,3.93,16.0,35.0,38.0,3,96.0,396.9,-73.0,10.5,GatewayELII,-73,10.5,GatewayFacilidades,,,GatewayEdificio3,-102,8.0,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-97,9.8,GatewayFacilidadesDobleBanda815,,
2026-07-25 11:36:09,Alcance,9.024394989013672,-79.53437042236328,58.0,1.1,5.0,3.925,16.0,36.0,9.0,3,22.3,360.7,-77.0,9.0,GatewayELII,-77,9.0,GatewayFacilidades,,,GatewayEdificio3,-105,6.8,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-101,8.8,GatewayFacilidadesDobleBanda815,,
2026-07-25 11:36:39,Alcance,9.024436950683594,-79.53422546386719,55.0,1.1,5.0,3.92,16.0,36.0,39.0,3,12.6,354.0,-76.0,9.8,GatewayELII,-76,9.8,GatewayFacilidades,,,GatewayEdificio3,-109,7.2,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-105,9.5,GatewayFacilidadesDobleBanda815,,
2026-07-25 11:37:09,Alcance,9.024421691894531,-79.53424835205078,56.0,0.3,6.0,3.925,16.0,37.0,9.0,3,14.4,354.3,-75.0,9.5,GatewayELII,-75,9.5,GatewayFacilidades,,,GatewayEdificio3,-109,5.8,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-101,9.2,GatewayFacilidadesDobleBanda815,,
2026-07-25 11:37:39,Alcance,9.024410247802734,-79.5343017578125,57.0,0.3,6.0,3.9,16.0,37.0,39.0,3,17.4,357.1,-76.0,9.8,GatewayELII,-76,9.8,GatewayFacilidades,,,GatewayEdificio3,-111,5.5,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-103,9.0,GatewayFacilidadesDobleBanda815,,
