time,deviceName,latitude,longitude,battery_V,hour,minute,second,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr
2026-03-27 06:30:31,Alcance,9.027434349060059,-79.52236938476562,3.812,11.0,44.0,41.0,GatewayELII,,,GatewayFacilidades,-109,6.5,GatewayTTN,,,GatewayTTN2,-100,8.5
2026-03-27 06:39:18,Alcance,9.027231216430664,-79.52275848388672,3.827,11.0,53.0,28.0,GatewayELII,,,GatewayFacilidades,-104,10.5,GatewayTTN,,,GatewayTTN2,-100,10.2
2026-03-27 06:41:18,Alcance,9.027364730834961,-79.52243041992188,3.827,11.0,55.0,27.0,GatewayELII,,,GatewayFacilidades,-102,11.0,GatewayTTN,,,GatewayTTN2,-99,8.8
2026-03-27 06:42:24,Alcance,9.027374267578125,-79.52229309082031,3.842,11.0,56.0,33.0,GatewayELII,,,GatewayFacilidades,-110,5.5,GatewayTTN,,,GatewayTTN2,-99,9.5
2026-03-27 06:43:54,Alcance,9.027130126953125,-79.52263641357422,3.842,11.0,58.0,4.0,GatewayELII,,,GatewayFacilidades,-109,6.0,GatewayTTN,,,GatewayTTN2,-99,10.0
2026-03-27 06:55:27,Alcance,9.02663516998291,-79.52411651611328,3.861,12.0,9.0,36.0,GatewayELII,,,GatewayFacilidades,-116,-8.3,GatewayTTN,,,GatewayTTN2,,
2026-03-27 06:57:52,Alcance,9.02396297454834,-79.52709197998047,3.842,12.0,12.0,2.0,GatewayELII,,,GatewayFacilidades,-117,-6.3,GatewayTTN,,,GatewayTTN2,,
2026-03-27 06:59:28,Alcance,9.030099868774414,-79.53279876708984,3.861,12.0,13.0,38.0,GatewayELII,,,GatewayFacilidades,-116,-4.8,GatewayTTN,,,GatewayTTN2,,
2026-03-27 07:00:10,Alcance,9.029390335083008,-79.53184509277344,3.861,12.0,14.0,20.0,GatewayELII,,,GatewayFacilidades,-116,-2.3,GatewayTTN,,,GatewayTTN2,,
2026-03-27 07:00:55,Alcance,9.028220176696777,-79.53068542480469,3.861,12.0,15.0,5.0,GatewayELII,,,GatewayFacilidades,,,GatewayTTN,,,GatewayTTN2,-113,-1.2
2026-03-27 07:01:47,Alcance,9.026517868041992,-79.52938079833984,3.861,12.0,15.0,57.0,GatewayELII,,,GatewayFacilidades,,,GatewayTTN,,,GatewayTTN2,-114,3.0
2026-03-27 07:02:48,Alcance,9.026178359985352,-79.5311279296875,3.851,12.0,16.0,58.0,GatewayELII,,,GatewayFacilidades,-108,7.0,GatewayTTN,,,GatewayTTN2,-96,4.0
2026-03-27 07:03:35,Alcance,9.024053573608398,-79.53260040283203,3.851,12.0,17.0,44.0,GatewayELII,,,GatewayFacilidades,-79,9.3,GatewayTTN,,,GatewayTTN2,-85,8.2
2026-03-27 07:04:24,Alcance,9.023170471191406,-79.5335693359375,3.851,12.0,18.0,33.0,GatewayELII,,,GatewayFacilidades,-90,13.5,GatewayTTN,,,GatewayTTN2,-84,9.5
2026-03-27 07:05:12,Alcance,9.023168563842773,-79.5337142944336,3.851,12.0,19.0,22.0,GatewayELII,,,GatewayFacilidades,-88,14.3,GatewayTTN,,,GatewayTTN2,-79,9.5
2026-03-27 07:06:08,Alcance,9.022908210754395,-79.5335922241211,3.861,12.0,20.0,17.0,GatewayELII,,,GatewayFacilidades,-91,13.8,GatewayTTN,,,GatewayTTN2,-79,9.5
2026-03-27 07:07:10,Alcance,9.022635459899902,-79.53348541259766,3.851,12.0,21.0,20.0,GatewayELII,,,GatewayFacilidades,-95,13.0,GatewayTTN,,,GatewayTTN2,-89,9.0
2026-03-27 07:08:12,Alcance,9.022119522094727,-79.53343200683594,3.861,12.0,22.0,22.0,GatewayELII,,,GatewayFacilidades,-92,13.5,GatewayTTN,,,GatewayTTN2,-84,9.0
2026-03-27 07:35:05,Alcance,9.022104263305664,-79.53341674804688,3.861,12.0,49.0,14.0,GatewayELII,,,GatewayFacilidades,-90,14.0,GatewayTTN,,,GatewayTTN2,-78,9.2
2026-03-27 07:36:52,Alcance,9.022709846496582,-79.53370666503906,3.861,12.0,51.0,2.0,GatewayELII,,,GatewayFacilidades,-90,14.0,GatewayTTN,,,GatewayTTN2,-66,9.2
2026-03-27 07:38:52,Alcance,9.023155212402344,-79.53374481201172,3.851,12.0,53.0,2.0,GatewayELII,,,GatewayFacilidades,-80,14.5,GatewayTTN,,,GatewayTTN2,-83,10.2
2026-03-27 08:00:28,Alcance,9.023658752441406,-79.53394317626953,3.851,13.0,14.0,33.0,GatewayELII,,,GatewayFacilidades,-94,12.3,GatewayTTN,,,GatewayTTN2,-67,10.0
2026-03-27 08:01:16,Alcance,9.023751258850098,-79.53414154052734,3.851,13.0,15.0,26.0,GatewayELII,,,GatewayFacilidades,-93,13.3,GatewayTTN,,,GatewayTTN2,-64,9.5
2026-03-27 08:01:58,Alcance,9.024184226989746,-79.53438568115234,3.842,13.0,16.0,8.0,GatewayELII,,,GatewayFacilidades,-113,-0.3,GatewayTTN,,,GatewayTTN2,-62,9.5
2026-03-27 08:31:53,Alcance,9.025259017944336,-79.5354232788086,3.842,13.0,46.0,2.0,GatewayELII,-104,11.0,GatewayFacilidades,-108,6.5,GatewayTTN,,,GatewayTTN2,-85,8.5
2026-03-27 08:39:05,Alcance,9.024662971496582,-79.53446197509766,3.827,13.0,53.0,12.0,GatewayELII,-104,11.2,GatewayFacilidades,-109,6.5,GatewayTTN,,,GatewayTTN2,-84,10.5
2026-03-27 08:41:03,Alcance,9.024677276611328,-79.53453826904297,3.822,13.0,55.0,12.0,GatewayELII,-103,11.5,GatewayFacilidades,-113,2.3,GatewayTTN,,,GatewayTTN2,-87,10.0
2026-03-27 08:43:04,Alcance,9.024852752685547,-79.53524017333984,3.827,13.0,57.0,13.0,GatewayELII,-104,11.2,GatewayFacilidades,-108,7.0,GatewayTTN,,,GatewayTTN2,-90,10.5
2026-03-27 08:45:29,Alcance,9.024601936340332,-79.53434753417969,3.822,13.0,59.0,39.0,GatewayELII,-103,11.2,GatewayFacilidades,-104,9.8,GatewayTTN,,,GatewayTTN2,-101,8.5
2026-03-27 08:47:16,Alcance,9.024617195129395,-79.53472137451172,3.822,14.0,1.0,22.0,GatewayELII,-103,10.0,GatewayFacilidades,-111,2.8,GatewayTTN,,,GatewayTTN2,-91,8.8
2026-03-27 08:49:31,Alcance,9.024711608886719,-79.53418731689453,3.822,14.0,3.0,41.0,GatewayELII,-103,11.5,GatewayFacilidades,-111,4.3,GatewayTTN,,,GatewayTTN2,-93,9.5
2026-03-27 08:51:52,Alcance,9.02466869354248,-79.53459167480469,3.822,14.0,6.0,2.0,GatewayELII,-105,10.8,GatewayFacilidades,-110,5.0,GatewayTTN,,,GatewayTTN2,-96,9.2
2026-03-27 08:53:08,Alcance,9.024721145629883,-79.53479766845703,3.822,14.0,7.0,18.0,GatewayELII,-104,11.2,GatewayFacilidades,-113,2.0,GatewayTTN,,,GatewayTTN2,-92,10.2
2026-03-27 08:59:54,Alcance,9.024624824523926,-79.53472900390625,3.822,14.0,14.0,3.0,GatewayELII,-104,11.5,GatewayFacilidades,-109,5.8,GatewayTTN,,,GatewayTTN2,-87,10.5
2026-03-27 09:23:06,Alcance,9.02474594116211,-79.53475952148438,3.798,14.0,37.0,36.0,GatewayELII,-104,11.5,GatewayFacilidades,-110,5.5,GatewayTTN,,,GatewayTTN2,-89,10.8
2026-03-27 09:34:40,Alcance,9.024704933166504,-79.53446197509766,3.793,14.0,49.0,9.0,GatewayELII,-102,11.2,GatewayFacilidades,-113,3.0,GatewayTTN,,,GatewayTTN2,-100,10.2
2026-03-27 09:43:54,Alcance,9.024848937988281,-79.53445434570312,3.788,14.0,58.0,24.0,GatewayELII,-103,10.0,GatewayFacilidades,-104,8.8,GatewayTTN,,,GatewayTTN2,-95,9.5
2026-03-27 09:56:23,Alcance,9.024774551391602,-79.53441619873047,3.778,15.0,10.0,53.0,GatewayELII,-102,11.2,GatewayFacilidades,-108,7.3,GatewayTTN,,,GatewayTTN2,-86,9.0
2026-03-27 10:02:46,Alcance,9.024782180786133,-79.53446197509766,3.778,15.0,17.0,16.0,GatewayELII,-103,11.5,GatewayFacilidades,-105,9.3,GatewayTTN,,,GatewayTTN2,-94,8.8
2026-03-27 10:36:55,Alcance,9.025107383728027,-79.53450012207031,3.758,15.0,51.0,25.0,GatewayELII,-104,11.2,GatewayFacilidades,-110,5.5,GatewayTTN,,,GatewayTTN2,-84,10.2
