time,deviceName,latitude,longitude,altitude_m,hdop,sats,battery_V,hour,minute,second,gw_count,min_distance_m,max_distance_m,max_rssi,max_snr,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr,gw5_name,gw5_rssi,gw5_snr,gw6_name,gw6_rssi,gw6_snr,gw7_name,gw7_rssi,gw7_snr,gw8_name,gw8_rssi,gw8_snr
2026-08-01 11:59:23,Alcance,9.023171424865723,-79.53311920166016,,,,3.861,16.0,59.0,22.0,3,111.1,194.5,-90.0,10.0,GatewayELII,-90,10.0,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-111,4.0,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-109,3.8,GatewayELIIDobleBanda815,,
2026-08-01 11:59:53,Alcance,9.023221015930176,-79.53296661376953,,,,3.861,16.0,59.0,52.0,3,93.1,201.2,-99.0,6.5,GatewayELII,-100,5.2,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-117,-2.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-99,6.5,GatewayELIIDobleBanda815,,
2026-08-01 12:00:23,Alcance,9.022512435913086,-79.5325698852539,,,,3.881,17.0,0.0,22.0,3,75.8,289.4,-82.0,9.5,GatewayELII,-82,9.5,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-113,2.0,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-103,8.0,GatewayELIIDobleBanda815,,
2026-08-01 12:00:56,Alcance,9.023740768432617,-79.53340148925781,,,,3.778,17.0,0.0,56.0,3,126.4,240.1,-73.0,9.5,GatewayELII,-108,8.2,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-113,4.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-73,9.5,GatewayELIIDobleBanda815,,
2026-08-01 12:01:26,Alcance,9.023730278015137,-79.53382110595703,,,,3.861,17.0,1.0,25.0,2,100.7,184.5,-78.0,10.0,GatewayELII,,,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-119,-3.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-78,10.0,GatewayELIIDobleBanda815,,
2026-08-01 12:01:56,Alcance,9.023819923400879,-79.53414154052734,,,,3.861,17.0,1.0,56.0,3,81.5,299.4,-73.0,9.8,GatewayELII,-91,9.8,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-106,8.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-73,9.2,GatewayELIIDobleBanda815,,
2026-08-01 12:02:26,Alcance,9.02407169342041,-79.5343246459961,,,,3.881,17.0,2.0,26.0,3,54.7,333.4,-84.0,10.2,GatewayELII,-88,10.2,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-104,7.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-84,9.5,GatewayELIIDobleBanda815,,
2026-08-01 12:02:56,Alcance,9.024304389953613,-79.5344009399414,,,,3.861,17.0,2.0,56.0,3,34.4,357.8,-81.0,10.5,GatewayELII,-103,9.0,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-106,7.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-81,10.5,GatewayELIIDobleBanda815,,
2026-08-01 12:03:26,Alcance,9.02433967590332,-79.5344009399414,,,,3.881,17.0,3.0,26.0,3,31.4,359.9,-57.0,9.5,GatewayELII,-94,8.8,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-97,9.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-57,9.5,GatewayELIIDobleBanda815,,
2026-08-01 12:03:56,Alcance,9.024333953857422,-79.53421020507812,,,,3.881,17.0,3.0,56.0,3,24.0,345.7,-67.0,9.2,GatewayELII,-93,9.0,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-114,4.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-67,9.2,GatewayELIIDobleBanda815,,
2026-08-01 12:04:26,Alcance,9.02437686920166,-79.53414154052734,,,,3.861,17.0,4.0,26.0,3,20.7,344.6,-69.0,10.2,GatewayELII,-95,9.2,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-99,10.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-69,9.5,GatewayELIIDobleBanda815,,
2026-08-01 12:05:21,Alcance,9.024283409118652,-79.53467559814453,,,,3.861,17.0,5.0,21.0,3,59.1,376.6,-93.0,7.5,GatewayELII,-107,0.8,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-118,-0.5,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-93,7.5,GatewayELIIDobleBanda815,,
2026-08-01 12:05:51,Alcance,9.024316787719727,-79.53471374511719,,,,3.881,17.0,5.0,51.0,3,61.1,382.2,-77.0,12.2,GatewayELII,-99,11.8,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-119,2.0,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-77,12.2,GatewayELIIDobleBanda815,,
2026-08-01 12:06:21,Alcance,9.024481773376465,-79.53445434570312,,,,3.886,17.0,6.0,21.0,3,27.9,375.6,-75.0,10.0,GatewayELII,-113,0.8,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-111,3.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-75,10.0,GatewayELIIDobleBanda815,,
2026-08-01 12:06:51,Alcance,9.024489402770996,-79.53457641601562,,,,3.861,17.0,6.0,51.0,3,41.7,385.2,-90.0,10.2,GatewayELII,-114,3.2,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-120,-8.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-90,10.2,GatewayELIIDobleBanda815,,
2026-08-01 12:07:21,Alcance,9.02463436126709,-79.53446960449219,,,,3.881,17.0,7.0,21.0,3,31.4,388.9,-91.0,9.0,GatewayELII,-114,-3.8,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-120,-6.0,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-91,9.0,GatewayELIIDobleBanda815,,
2026-08-01 12:07:51,Alcance,9.024770736694336,-79.53435516357422,,,,3.881,17.0,7.0,51.0,1,30.8,30.8,-91.0,11.0,GatewayELII,,,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-91,11.0,GatewayELIIDobleBanda815,,
2026-08-01 12:08:21,Alcance,9.02475357055664,-79.53439331054688,,,,3.881,17.0,8.0,21.0,3,31.9,394.8,-90.0,11.2,GatewayELII,-103,-2.8,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-118,-5.0,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-90,11.2,GatewayELIIDobleBanda815,,
2026-08-01 12:08:51,Alcance,9.024669647216797,-79.53450775146484,,,,3.871,17.0,8.0,51.0,3,36.7,395.4,-91.0,9.8,GatewayELII,-118,-4.8,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-119,-2.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-91,9.8,GatewayELIIDobleBanda815,,
2026-08-01 12:09:22,Alcance,9.02468490600586,-79.53441619873047,,,,3.881,17.0,9.0,21.0,3,28.7,390.4,-91.0,7.2,GatewayELII,-114,-2.5,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-119,-5.5,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-91,7.2,GatewayELIIDobleBanda815,,
2026-08-01 12:09:52,Alcance,9.024720191955566,-79.53436279296875,,,,3.871,17.0,9.0,51.0,3,26.9,389.9,-97.0,10.2,GatewayELII,-112,4.0,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-118,-5.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-97,10.2,GatewayELIIDobleBanda815,,
