time,deviceName,latitude,longitude,altitude_m,hdop,sats,battery_V,hour,minute,second,gw_count,min_distance_m,max_distance_m,max_rssi,max_snr,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr,gw5_name,gw5_rssi,gw5_snr,gw6_name,gw6_rssi,gw6_snr,gw7_name,gw7_rssi,gw7_snr,gw8_name,gw8_rssi,gw8_snr
2026-07-28 16:52:16,Alcance,9.023551940917969,-79.53399658203125,79.0,0.4,7.0,3.891,21.0,52.0,15.0,3,108.6,319.2,-89.0,10.0,GatewayELII,-90,10.0,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-117,1.5,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-89,9.2,GatewayELIIDobleBanda815,,
2026-07-28 16:52:47,Alcance,9.023296356201172,-79.53385162353516,64.0,0.1,8.0,3.891,21.0,52.0,47.0,3,140.0,288.7,-90.0,9.0,GatewayELII,-99,8.0,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-100,9.0,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-90,9.0,GatewayELIIDobleBanda815,,
2026-07-28 16:53:17,Alcance,9.023309707641602,-79.53366088867188,53.0,0.1,8.0,3.891,21.0,53.0,17.0,3,144.5,273.8,-95.0,10.0,GatewayELII,-103,6.2,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-98,8.5,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-95,10.0,GatewayELIIDobleBanda815,,
2026-07-28 16:53:47,Alcance,9.023452758789062,-79.53343963623047,46.0,0.1,9.0,3.9,21.0,53.0,47.0,3,132.9,267.9,-96.0,9.5,GatewayELII,-107,4.0,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-96,9.0,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-96,9.5,GatewayELIIDobleBanda815,,
2026-07-28 16:54:17,Alcance,9.023518562316895,-79.53326416015625,42.0,0.1,9.0,3.891,21.0,54.0,17.0,3,113.6,261.1,-81.0,8.0,GatewayELII,-113,4.5,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-102,6.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-81,8.0,GatewayELIIDobleBanda815,,
2026-07-28 16:54:47,Alcance,9.023728370666504,-79.53304290771484,35.0,0.1,9.0,3.891,21.0,54.0,47.0,3,93.1,266.9,-81.0,9.0,GatewayELII,-108,4.8,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-93,8.0,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-81,9.0,GatewayELIIDobleBanda815,,
2026-07-28 16:55:17,Alcance,9.02394962310791,-79.5326156616211,44.0,0.1,9.0,3.891,21.0,55.0,17.0,3,66.4,269.5,-85.0,9.2,GatewayELII,-112,-3.2,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-102,9.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-85,9.2,GatewayELIIDobleBanda815,,
2026-07-28 16:55:47,Alcance,9.024227142333984,-79.53236389160156,39.0,0.1,9.0,3.891,21.0,55.0,47.0,2,83.3,202.8,-99.0,9.5,GatewayELII,,,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-99,9.5,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-103,8.5,GatewayELIIDobleBanda815,,
2026-07-28 16:56:17,Alcance,9.024528503417969,-79.53219604492188,31.0,0.1,9.0,3.891,21.0,56.0,17.0,2,115.5,219.0,-105.0,8.5,GatewayELII,,,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-105,8.5,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-118,1.2,GatewayELIIDobleBanda815,,
2026-07-28 16:56:48,Alcance,9.024852752685547,-79.5319595336914,50.0,0.1,9.0,3.891,21.0,56.0,47.0,2,154.4,248.1,-103.0,7.2,GatewayELII,,,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-103,7.2,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-109,5.2,GatewayELIIDobleBanda815,,
2026-07-28 16:57:18,Alcance,9.025103569030762,-79.53182983398438,48.0,0.1,9.0,3.891,21.0,57.0,17.0,2,184.7,267.7,-115.0,-3.2,GatewayELII,,,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-119,-6.8,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-115,-3.2,GatewayELIIDobleBanda815,,
2026-07-28 16:57:48,Alcance,9.025390625,-79.53172302246094,44.0,0.1,9.0,3.891,21.0,57.0,47.0,2,218.3,288.5,-115.0,1.5,GatewayELII,,,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,-118,-2.5,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-115,1.5,GatewayELIIDobleBanda815,,
2026-07-28 16:58:18,Alcance,9.025635719299316,-79.5314712524414,40.0,0.1,9.0,3.891,21.0,58.0,17.0,1,324.2,324.2,-114.0,0.5,GatewayELII,,,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-114,0.5,GatewayELIIDobleBanda815,,
2026-07-28 16:58:48,Alcance,9.025871276855469,-79.53121948242188,39.0,0.1,9.0,3.896,21.0,58.0,47.0,1,360.1,360.1,-114.0,0.8,GatewayELII,,,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-114,0.8,GatewayELIIDobleBanda815,,
2026-07-28 16:59:18,Alcance,9.026169776916504,-79.53091430664062,37.0,0.1,10.0,3.891,21.0,59.0,17.0,1,404.8,404.8,-118.0,-2.5,GatewayELII,,,GatewayFacilidades,,,GatewayEdificio3,,,GatewayOficina,,,GatewayFacilidadesDobleBanda07,,,GatewayFacilidadesDobleBanda815,,,GatewayELIIDobleBanda07,-118,-2.5,GatewayELIIDobleBanda815,,
