time,gatewayId,deviceName,gwSeq,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly,label,classConfidence
2026-09-12 00:05:31,OPTA,NICLABH1,1106472,0.0054,0.0544,0.9939,29.82,66.28,3.89,2500.0,-0.65,Motor_apagado,0.996
2026-09-12 00:09:14,OPTA,NICLABH1,1106656,0.0054,0.0544,0.9939,29.85,66.28,3.99,2500.0,0.159,Motor_apagado,0.996
2026-09-12 00:15:32,OPTA,NICLABH1,1106968,0.0054,0.0544,0.9941,29.88,66.29,4.08,2500.0,0.159,Motor_apagado,0.996
2026-09-12 00:19:15,OPTA,NICLABH1,1107152,0.0054,0.0544,0.9941,29.93,66.29,4.12,2500.0,-0.146,Motor_apagado,0.996
2026-09-12 00:25:32,OPTA,NICLABH1,1107464,0.0056,0.0544,0.9941,29.96,66.28,4.17,2500.0,-0.386,Motor_apagado,0.996
2026-09-12 00:29:15,OPTA,NICLABH1,1107648,0.0056,0.0544,0.9941,29.99,66.28,4.23,2500.0,-0.315,Motor_apagado,0.996
2026-09-12 00:35:33,OPTA,NICLABH1,1107960,0.0054,0.0544,0.9941,30.05,66.28,4.39,2500.0,-0.315,Motor_apagado,0.996
2026-09-12 00:39:17,OPTA,NICLABH1,1108145,0.0054,0.0544,0.9944,30.06,66.28,4.42,2500.0,-0.485,Motor_apagado,0.996
2026-09-12 00:45:34,OPTA,NICLABH1,1108456,0.0054,0.0542,0.9944,30.1,66.28,4.6,2500.0,-0.496,Motor_apagado,0.996
2026-09-12 00:49:18,OPTA,NICLABH1,1108641,0.0054,0.0542,0.9944,30.11,66.29,4.71,2500.0,-0.496,Motor_apagado,0.996
2026-09-12 00:55:34,OPTA,NICLABH1,1108953,0.0054,0.0542,0.9946,30.15,66.3,4.85,2500.0,-0.402,Motor_apagado,0.996
2026-09-12 00:59:18,OPTA,NICLABH1,1109139,0.0056,0.0542,0.9946,30.17,66.3,5.1,2500.0,-0.057,Motor_apagado,0.996
2026-09-12 01:05:35,OPTA,NICLABH1,1109450,0.0056,0.0542,0.9946,30.21,66.26,5.29,2500.0,-0.057,Motor_apagado,0.996
2026-09-12 01:09:18,OPTA,NICLABH1,1109634,0.0056,0.0542,0.9949,30.21,66.28,5.29,2500.0,-0.702,Motor_apagado,0.996
2026-09-12 01:15:35,OPTA,NICLABH1,1109947,0.0054,0.0542,0.9949,30.25,66.28,5.24,2500.0,-0.5,Motor_apagado,0.996
2026-09-12 01:19:19,OPTA,NICLABH1,1110132,0.0054,0.0542,0.9949,30.26,66.3,5.23,2500.0,-0.443,Motor_apagado,0.996
2026-09-12 01:25:36,OPTA,NICLABH1,1110443,0.0054,0.0542,0.9949,30.29,66.3,5.0,2460.0,-0.17,Motor_apagado,0.996
2026-09-12 01:29:20,OPTA,NICLABH1,1110628,0.0054,0.0542,0.9949,30.3,66.28,4.79,2420.0,-0.17,Motor_apagado,0.996
2026-09-12 01:35:36,OPTA,NICLABH1,1110939,0.0056,0.0542,0.9949,30.32,66.28,4.83,2450.0,-0.651,Motor_apagado,0.996
2026-09-12 01:39:21,OPTA,NICLABH1,1111125,0.0056,0.054,0.9949,30.32,66.28,4.83,2450.0,-0.651,Motor_apagado,0.996
