time,gatewayId,deviceName,gwSeq,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly,label,classConfidence
2026-08-07 00:00:30,OPTA,NICLABH1,953445,0.0046,0.0544,0.9944,27.45,59.24,2.5,2390.0,-0.891,Motor_apagado,0.996
2026-08-07 00:10:29,OPTA,NICLABH1,953937,0.0049,0.0544,0.9946,27.46,59.23,2.64,2470.0,-0.211,Motor_apagado,0.996
2026-08-07 00:20:30,OPTA,NICLABH1,954430,0.0049,0.0547,0.9949,27.53,58.23,2.55,2450.0,-0.016,Motor_apagado,0.996
2026-08-07 00:30:31,OPTA,NICLABH1,954923,0.0049,0.0544,0.9949,27.57,58.24,2.8,2510.0,0.14,Motor_apagado,0.996
2026-08-07 00:40:31,OPTA,NICLABH1,955416,0.0049,0.0544,0.9949,27.54,58.23,2.65,2430.0,0.692,Motor_apagado,0.996
2026-08-07 00:50:32,OPTA,NICLABH1,955910,0.0049,0.0544,0.9951,27.53,58.23,2.67,2470.0,-0.181,Motor_apagado,0.996
2026-08-07 01:00:32,OPTA,NICLABH1,956403,0.0049,0.0544,0.9951,27.64,58.22,2.73,2500.0,-0.588,Motor_apagado,0.996
2026-08-07 01:10:31,OPTA,NICLABH1,956895,0.0046,0.0544,0.9951,27.63,58.23,2.78,2500.0,-0.174,Motor_apagado,0.996
2026-08-07 01:20:32,OPTA,NICLABH1,957389,0.0049,0.0544,0.9954,27.6,58.23,2.78,2500.0,-0.421,Motor_apagado,0.996
2026-08-07 01:30:33,OPTA,NICLABH1,957882,0.0049,0.0544,0.9951,27.61,58.23,2.74,2480.0,-0.696,Motor_apagado,0.996
2026-08-07 01:40:34,OPTA,NICLABH1,958374,0.0049,0.0544,0.9951,27.69,58.23,2.91,2500.0,-0.32,Motor_apagado,0.996
2026-08-07 01:50:34,OPTA,NICLABH1,958867,0.0049,0.0544,0.9951,27.66,58.23,2.8,2450.0,-0.35,Motor_apagado,0.996
2026-08-07 02:00:35,OPTA,NICLABH1,959360,0.0049,0.0544,0.9951,27.63,58.23,2.61,2370.0,-0.009,Motor_apagado,0.996
2026-08-07 02:10:36,OPTA,NICLABH1,959853,0.0049,0.0542,0.9951,27.71,59.23,2.51,2350.0,-0.142,Motor_apagado,0.996
2026-08-07 02:20:37,OPTA,NICLABH1,960346,0.0051,0.0542,0.9951,27.71,59.24,2.66,2440.0,-0.458,Motor_apagado,0.996
2026-08-07 02:30:37,OPTA,NICLABH1,960839,0.0049,0.0544,0.9951,27.65,58.24,2.62,2430.0,-0.212,Motor_apagado,0.996
2026-08-07 02:40:38,OPTA,NICLABH1,961332,0.0049,0.0544,0.9954,27.65,58.23,2.55,2410.0,-0.383,Motor_apagado,0.996
2026-08-07 02:50:38,OPTA,NICLABH1,961825,0.0051,0.0542,0.9951,27.73,59.24,2.63,2460.0,-0.066,Motor_apagado,0.996
2026-08-07 03:00:38,OPTA,NICLABH1,962318,0.0051,0.0544,0.9954,27.7,59.26,2.7,2500.0,-0.39,Motor_apagado,0.996
2026-08-07 03:10:39,OPTA,NICLABH1,962811,0.0051,0.0542,0.9954,27.7,58.24,2.56,2430.0,-0.597,Motor_apagado,0.996
2026-08-07 03:20:40,OPTA,NICLABH1,963304,0.0051,0.0542,0.9954,27.76,59.22,2.46,2410.0,-0.343,Motor_apagado,0.996
