windowStart,windowEnd,sampleCount,gatewayId,deviceName,accXRMS_min,accYRMS_min,accZRMS_min,temperature_min,humidity_min,bvoc_min,iaq_min,anomaly_min,classConfidence_min,accXRMS_avg,accYRMS_avg,accZRMS_avg,temperature_avg,humidity_avg,bvoc_avg,iaq_avg,anomaly_avg,classConfidence_avg,accXRMS_max,accYRMS_max,accZRMS_max,temperature_max,humidity_max,bvoc_max,iaq_max,anomaly_max,classConfidence_max,dominantLabel,labelCounts
2026-07-30 16:38:30,2026-07-30 16:48:29,488,OPTA,NICLABH1,0.0215,0.0669,0.9927,29.53,54.13,0.88,1100.0,-1.648,0.7539,0.03089,0.07505,0.99675,29.65238,55.07373,0.93137,1195.5123,-0.50844,0.97086,0.0427,0.082,1.0005,29.73,55.3,1.04,1360.0,0.489,0.996,Motor_en_operacion,Motor_en_operacion:488
2026-07-30 16:48:30,2026-07-30 16:58:29,488,OPTA,NICLABH1,0.0225,0.0688,0.9922,29.64,54.13,0.89,1120.0,-1.679,0.7773,0.03114,0.07508,0.9967,29.72217,55.12172,0.92598,1189.44672,-0.49899,0.97179,0.0452,0.0815,1.0005,29.79,55.27,0.97,1270.0,0.498,0.996,Motor_en_operacion,Motor_en_operacion:488
2026-07-30 16:58:31,2026-07-30 17:08:29,488,OPTA,NICLABH1,0.0225,0.0684,0.9927,29.77,54.25,0.91,1160.0,-1.405,0.8828,0.03116,0.07525,0.99681,29.85783,55.17676,0.97031,1258.42213,-0.541,0.97234,0.0415,0.0833,1.0022,30.0,55.29,1.04,1370.0,0.441,0.996,Motor_en_operacion,Motor_en_operacion:488
2026-07-30 17:08:31,2026-07-30 17:18:30,489,OPTA,NICLABH1,0.0227,0.0688,0.9932,29.78,54.14,0.83,1020.0,-1.556,0.75,0.03109,0.07524,0.99682,29.85382,55.0564,0.93472,1202.96524,-0.53703,0.97079,0.0439,0.0823,1.001,29.94,55.31,0.98,1290.0,0.318,0.996,Motor_en_operacion,Motor_en_operacion:489
2026-07-30 17:18:31,2026-07-30 17:28:29,488,OPTA,NICLABH1,0.0232,0.0684,0.9924,29.66,54.14,0.82,1000.0,-1.376,0.8281,0.03095,0.07537,0.99686,29.77867,54.90816,0.85775,1073.40164,-0.54354,0.97387,0.041,0.083,1.001,29.87,55.27,0.91,1170.0,0.799,0.996,Motor_en_operacion,Motor_en_operacion:488
2026-07-30 17:28:31,2026-07-30 17:38:30,489,OPTA,NICLABH1,0.0229,0.0676,0.9927,29.67,54.13,0.75,870.0,-1.609,0.7929,0.03089,0.07517,0.99685,29.7555,54.62746,0.83503,1032.94479,-0.51081,0.97136,0.0425,0.0815,1.0007,29.82,55.28,0.89,1130.0,1.192,0.996,Motor_en_operacion,Motor_en_operacion:489
2026-07-30 17:38:32,2026-07-30 17:48:31,489,OPTA,NICLABH1,0.0225,0.0674,0.9932,29.64,54.11,0.72,840.0,-1.412,0.7343,0.03088,0.0748,0.99677,29.67583,54.42098,0.7718,913.86503,-0.54175,0.97073,0.042,0.083,1.0012,29.73,55.29,0.81,980.0,0.319,0.996,Motor_en_operacion,Motor_en_operacion:489
2026-07-30 17:48:33,2026-07-30 17:58:31,489,OPTA,NICLABH1,0.0205,0.0684,0.9929,29.51,54.12,0.69,750.0,-1.404,0.7929,0.03102,0.07523,0.99686,29.60112,54.58708,0.75229,874.35583,-0.55422,0.97227,0.0474,0.0818,1.0017,29.67,55.26,0.83,1020.0,0.319,0.996,Motor_en_operacion,Motor_en_operacion:489
2026-07-30 17:58:34,2026-07-30 18:08:33,489,OPTA,NICLABH1,0.0229,0.0696,0.9927,29.44,54.13,0.68,720.0,-1.335,0.5546,0.03094,0.07513,0.99675,29.54035,54.60233,0.73207,836.95297,-0.54259,0.97127,0.0425,0.0823,1.0005,29.66,55.26,0.79,940.0,0.654,0.996,Motor_en_operacion,Motor_en_operacion:488; Motor_apagado_con_vibracion_inducida:1
2026-07-30 18:08:34,2026-07-30 18:18:32,488,OPTA,NICLABH1,0.0215,0.0674,0.9917,29.32,54.13,0.7,770.0,-1.506,0.7695,0.03058,0.07492,0.99655,29.41092,54.22334,0.74768,865.59426,-0.51637,0.97196,0.0449,0.0798,1.0005,29.52,55.26,0.79,950.0,0.527,0.996,Motor_en_operacion,Motor_en_operacion:488
2026-07-30 18:18:35,2026-07-30 18:28:33,489,OPTA,NICLABH1,0.0215,0.0688,0.9917,29.32,54.13,0.71,780.0,-1.356,0.7539,0.03068,0.07477,0.99675,29.39237,54.18838,0.76004,891.08384,-0.53363,0.97075,0.0425,0.0808,1.0005,29.44,54.27,0.82,1010.0,0.501,0.996,Motor_en_operacion,Motor_en_operacion:489
2026-07-30 18:28:35,2026-07-30 18:38:34,489,OPTA,NICLABH1,0.0227,0.0669,0.9915,29.31,53.2,0.74,850.0,-1.329,0.7109,0.03039,0.07459,0.99684,29.37945,54.14264,0.78613,939.8364,-0.54351,0.96877,0.0415,0.0813,1.0007,29.5,54.29,0.85,1060.0,0.393,0.996,Motor_en_operacion,Motor_en_operacion:489
2026-07-30 18:38:36,2026-07-30 18:48:34,488,OPTA,NICLABH1,0.022,0.0681,0.9917,29.22,54.1,0.72,810.0,-1.609,0.7929,0.03043,0.07466,0.99667,29.30641,54.18816,0.76236,895.22541,-0.51472,0.96891,0.0498,0.0808,1.0002,29.37,54.3,0.81,980.0,0.668,0.996,Motor_en_operacion,Motor_en_operacion:488
2026-07-30 18:48:37,2026-07-30 18:58:35,489,OPTA,NICLABH1,0.0227,0.0684,0.9915,29.2,53.16,0.7,750.0,-1.48,0.8281,0.03054,0.07463,0.99678,29.29018,53.79755,0.73016,834.96933,-0.54051,0.96919,0.0398,0.0811,1.001,29.34,54.29,0.78,920.0,0.498,0.996,Motor_en_operacion,Motor_en_operacion:489
2026-07-30 18:58:36,2026-07-30 19:08:34,488,OPTA,NICLABH1,0.0227,0.0676,0.9927,29.02,53.15,0.69,730.0,-1.367,0.8398,0.03022,0.07431,0.99673,29.14045,53.65217,0.72002,812.90984,-0.54645,0.96855,0.0432,0.0825,1.0012,29.24,54.28,0.76,880.0,0.337,0.996,Motor_en_operacion,Motor_en_operacion:488
2026-07-30 19:08:36,2026-07-30 19:18:35,489,OPTA,NICLABH1,0.0229,0.0681,0.9932,29.04,53.11,0.72,830.0,-1.496,0.871,0.03043,0.0743,0.99666,29.1271,53.4627,0.8183,1001.69734,-0.54245,0.96931,0.0413,0.0801,1.0002,29.2,54.22,0.89,1130.0,0.442,0.996,Motor_en_operacion,Motor_en_operacion:489
2026-07-30 19:18:37,2026-07-30 19:28:35,488,OPTA,NICLABH1,0.0222,0.0686,0.9927,29.07,53.11,0.77,900.0,-1.368,0.8125,0.0304,0.07474,0.99682,29.15355,53.33998,0.81295,992.39754,-0.52611,0.96913,0.0413,0.0818,1.0012,29.22,54.24,0.87,1090.0,0.806,0.996,Motor_en_operacion,Motor_en_operacion:488
2026-07-30 19:28:37,2026-07-30 19:38:36,489,OPTA,NICLABH1,0.0215,0.0679,0.9929,28.96,53.13,0.72,820.0,-1.527,0.8125,0.03036,0.07397,0.99671,29.06853,53.31047,0.76926,908.38446,-0.51646,0.96678,0.0413,0.0806,1.0005,29.13,54.28,0.82,1000.0,0.412,0.996,Motor_en_operacion,Motor_en_operacion:489
2026-07-30 19:38:37,2026-07-30 19:48:35,488,OPTA,NICLABH1,0.0203,0.0679,0.9922,28.93,53.1,0.7,760.0,-1.408,0.7343,0.03016,0.07399,0.99664,29.0051,53.48463,0.74588,863.77049,-0.5616,0.96544,0.0405,0.0811,1.0005,29.11,54.29,0.79,950.0,0.433,0.996,Motor_en_operacion,Motor_en_operacion:488
2026-07-30 19:48:38,2026-07-30 19:58:36,488,OPTA,NICLABH1,0.0227,0.0645,0.9915,28.93,53.12,0.7,760.0,-1.377,0.8242,0.03025,0.07409,0.99665,29.02264,53.22105,0.73947,850.47131,-0.54006,0.96812,0.0425,0.0811,1.0005,29.08,54.19,0.78,940.0,0.305,0.996,Motor_en_operacion,Motor_en_operacion:488
2026-07-30 19:58:38,2026-07-30 20:08:36,489,OPTA,NICLABH1,0.021,0.0676,0.9922,28.9,53.12,0.69,750.0,-1.5,0.7539,0.03026,0.07435,0.99664,28.99703,53.38125,0.71959,811.96319,-0.53225,0.9674,0.0408,0.0806,1.0007,29.07,54.25,0.76,890.0,0.573,0.996,Motor_en_operacion,Motor_en_operacion:489
2026-07-30 20:08:39,2026-07-30 20:18:37,489,OPTA,NICLABH1,0.0222,0.0667,0.9924,28.92,53.11,0.65,650.0,-1.351,0.8085,0.03039,0.07465,0.99672,28.99403,53.47975,0.68712,743.19018,-0.51235,0.96891,0.0452,0.0811,1.0012,29.05,54.28,0.74,850.0,0.593,0.996,Motor_en_operacion,Motor_en_operacion:489
2026-07-30 20:18:39,2026-07-30 20:28:36,487,OPTA,NICLABH1,0.0222,0.0679,0.9927,28.89,53.1,0.63,610.0,-1.46,0.7109,0.03016,0.07427,0.99651,28.94511,53.18628,0.67263,709.52772,-0.53502,0.96928,0.0427,0.0806,1.0005,28.99,53.28,0.72,810.0,0.676,0.996,Motor_en_operacion,Motor_en_operacion:487
