time,gatewayId,deviceName,gwSeq,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly,label,classConfidence
2026-09-08 00:01:24,OPTA,NICLABH1,820321,0.0046,0.0544,0.9937,29.47,66.26,5.0,2490.0,-0.855,Motor_apagado,0.996
2026-09-08 00:11:25,OPTA,NICLABH1,820817,0.0049,0.0547,0.9937,29.59,66.28,5.25,2500.0,-0.527,Motor_apagado,0.996
2026-09-08 00:21:26,OPTA,NICLABH1,821313,0.0046,0.0547,0.9939,29.66,66.29,5.56,2500.0,-0.237,Motor_apagado,0.996
2026-09-08 00:31:27,OPTA,NICLABH1,821810,0.0049,0.0547,0.9939,29.75,66.28,5.58,2500.0,-0.082,Motor_apagado,0.996
2026-09-08 00:41:26,OPTA,NICLABH1,822305,0.0049,0.0544,0.9941,29.82,66.28,5.83,2510.0,-0.675,Motor_apagado,0.996
2026-09-08 00:51:27,OPTA,NICLABH1,822801,0.0049,0.0544,0.9941,29.87,66.3,5.77,2490.0,-0.318,Motor_apagado,0.996
2026-09-08 01:01:27,OPTA,NICLABH1,823297,0.0049,0.0544,0.9946,29.94,66.29,5.8,2500.0,-0.358,Motor_apagado,0.996
2026-09-08 01:11:28,OPTA,NICLABH1,823794,0.0049,0.0544,0.9946,29.97,66.28,5.71,2500.0,-0.459,Motor_apagado,0.996
2026-09-08 01:21:28,OPTA,NICLABH1,824290,0.0049,0.0547,0.9946,30.02,66.29,5.69,2500.0,-0.546,Motor_apagado,0.996
2026-09-08 01:31:28,OPTA,NICLABH1,824786,0.0046,0.0544,0.9949,30.05,66.3,5.58,2490.0,-0.435,Motor_apagado,0.996
2026-09-08 01:41:29,OPTA,NICLABH1,825282,0.0049,0.0547,0.9949,30.1,66.29,5.74,2500.0,-0.067,Motor_apagado,0.996
2026-09-08 01:51:30,OPTA,NICLABH1,825779,0.0049,0.0547,0.9951,30.13,66.29,5.83,2500.0,-0.401,Motor_apagado,0.996
2026-09-08 02:01:30,OPTA,NICLABH1,826275,0.0046,0.0544,0.9951,30.16,66.27,5.73,2500.0,-0.319,Motor_apagado,0.996
2026-09-08 02:11:31,OPTA,NICLABH1,826771,0.0049,0.0544,0.9954,30.2,66.27,5.85,2500.0,-0.23,Motor_apagado,0.996
2026-09-08 02:21:32,OPTA,NICLABH1,827267,0.0049,0.0544,0.9951,30.23,66.29,5.83,2500.0,-0.241,Motor_apagado,0.996
2026-09-08 02:31:32,OPTA,NICLABH1,827763,0.0049,0.0544,0.9954,30.27,66.29,5.81,2500.0,-0.246,Motor_apagado,0.996
2026-09-08 02:41:33,OPTA,NICLABH1,828261,0.0049,0.0544,0.9956,30.29,66.28,5.85,2500.0,0.01,Motor_apagado,0.996
2026-09-08 02:51:33,OPTA,NICLABH1,828757,0.0049,0.0544,0.9956,30.32,66.3,5.66,2470.0,-0.499,Motor_apagado,0.996
2026-09-08 03:01:33,OPTA,NICLABH1,829253,0.0049,0.0542,0.9956,30.34,66.28,5.49,2470.0,-0.266,Motor_apagado,0.996
2026-09-08 03:11:33,OPTA,NICLABH1,829749,0.0049,0.0542,0.9958,30.36,66.31,5.64,2500.0,-0.613,Motor_apagado,0.996
2026-09-08 03:21:34,OPTA,NICLABH1,830247,0.0049,0.0542,0.9956,30.37,66.28,5.67,2500.0,-0.487,Motor_apagado,0.996
2026-09-08 03:31:34,OPTA,NICLABH1,830743,0.0054,0.0544,0.9958,30.4,66.28,5.54,2490.0,-0.668,Motor_apagado,0.996
2026-09-08 03:41:35,OPTA,NICLABH1,831240,0.0051,0.0547,0.9958,30.43,66.29,5.51,2500.0,-0.009,Motor_apagado,0.996
2026-09-08 03:51:35,OPTA,NICLABH1,831736,0.0054,0.0542,0.9958,30.44,66.29,5.31,2490.0,-0.485,Motor_apagado,0.996
2026-09-08 04:01:36,OPTA,NICLABH1,832232,0.0054,0.0542,0.9958,30.47,66.3,5.2,2480.0,-0.53,Motor_apagado,0.996
2026-09-08 04:11:36,OPTA,NICLABH1,832729,0.0054,0.0544,0.9958,30.5,66.29,5.12,2480.0,-0.482,Motor_apagado,0.996
