time,gatewayId,deviceName,gwSeq,accXRMS,accYRMS,accZRMS,temperature,humidity,bvoc,iaq,anomaly,label,classConfidence
2026-08-12 00:05:38,OPTA,NICLABH1,1308208,0.0051,0.0547,0.9976,32.28,49.19,1.04,1130.0,-0.254,Motor_apagado,0.996
2026-08-12 00:15:38,OPTA,NICLABH1,1308701,0.0054,0.0544,0.9976,32.27,49.19,1.04,1130.0,-0.478,Motor_apagado,0.996
2026-08-12 00:25:39,OPTA,NICLABH1,1309195,0.0054,0.0547,0.9976,32.23,49.19,1.0,1080.0,-0.511,Motor_apagado,0.996
2026-08-12 00:35:40,OPTA,NICLABH1,1309688,0.0054,0.0544,0.9973,32.2,49.19,1.02,1110.0,-0.218,Motor_apagado,0.996
2026-08-12 00:45:40,OPTA,NICLABH1,1310181,0.0051,0.0544,0.9973,32.17,49.19,0.97,1050.0,-0.429,Motor_apagado,0.996
2026-08-12 00:55:40,OPTA,NICLABH1,1310673,0.0054,0.0544,0.9973,32.14,49.19,0.97,1060.0,-0.046,Motor_apagado,0.996
2026-08-12 01:05:41,OPTA,NICLABH1,1311166,0.0054,0.0544,0.9973,32.12,49.19,0.93,1020.0,-0.466,Motor_apagado,0.996
2026-08-12 01:15:41,OPTA,NICLABH1,1311659,0.0054,0.0544,0.9973,32.08,49.19,0.91,1000.0,-0.424,Motor_apagado,0.996
2026-08-12 01:25:42,OPTA,NICLABH1,1312153,0.0054,0.0542,0.9973,32.06,49.19,0.96,1060.0,0.446,Motor_apagado,0.996
2026-08-12 01:35:42,OPTA,NICLABH1,1312646,0.0054,0.0542,0.9973,32.05,49.19,0.95,1060.0,-0.427,Motor_apagado,0.996
2026-08-12 01:45:43,OPTA,NICLABH1,1313139,0.0054,0.0547,0.9971,32.01,50.19,0.97,1110.0,-0.429,Motor_apagado,0.996
2026-08-12 01:55:43,OPTA,NICLABH1,1313632,0.0054,0.0547,0.9971,32.01,50.21,0.94,1060.0,-0.475,Motor_apagado,0.996
2026-08-12 02:05:44,OPTA,NICLABH1,1314125,0.0051,0.0544,0.9971,32.0,50.19,0.97,1130.0,-0.314,Motor_apagado,0.996
2026-08-12 02:15:46,OPTA,NICLABH1,1314618,0.0051,0.0544,0.9971,31.99,51.2,1.01,1160.0,-0.36,Motor_apagado,0.996
2026-08-12 02:25:45,OPTA,NICLABH1,1315111,0.0054,0.0544,0.9971,31.97,51.2,0.91,1050.0,-0.563,Motor_apagado,0.996
2026-08-12 02:35:46,OPTA,NICLABH1,1315605,0.0056,0.0547,0.9971,31.96,51.19,1.0,1170.0,-0.564,Motor_apagado,0.996
2026-08-12 02:45:46,OPTA,NICLABH1,1316097,0.0054,0.0544,0.9971,31.93,51.2,1.03,1200.0,-0.477,Motor_apagado,0.996
2026-08-12 02:55:47,OPTA,NICLABH1,1316590,0.0054,0.0547,0.9968,31.91,51.2,0.98,1160.0,-0.186,Motor_apagado,0.996
2026-08-12 03:05:48,OPTA,NICLABH1,1317083,0.0054,0.0547,0.9968,31.9,51.2,0.94,1100.0,-0.626,Motor_apagado,0.996
2026-08-12 03:15:49,OPTA,NICLABH1,1317577,0.0054,0.0547,0.9968,31.86,51.2,0.89,1030.0,-0.194,Motor_apagado,0.996
2026-08-12 03:25:49,OPTA,NICLABH1,1318070,0.0056,0.0544,0.9968,31.83,51.2,0.91,1080.0,-0.264,Motor_apagado,0.996
2026-08-12 03:35:50,OPTA,NICLABH1,1318564,0.0056,0.0544,0.9968,31.78,50.19,0.85,1000.0,0.077,Motor_apagado,0.996
2026-08-12 03:45:50,OPTA,NICLABH1,1319056,0.0056,0.0547,0.9968,31.76,50.2,0.84,970.0,0.214,Motor_apagado,0.996
2026-08-12 03:55:50,OPTA,NICLABH1,1319548,0.0056,0.0544,0.9968,31.74,50.19,0.82,940.0,0.189,Motor_apagado,0.996
2026-08-12 04:05:50,OPTA,NICLABH1,1320042,0.0056,0.0544,0.9968,31.74,51.19,0.85,1010.0,-0.477,Motor_apagado,0.996
2026-08-12 04:15:51,OPTA,NICLABH1,1320535,0.0056,0.0544,0.9968,31.72,51.2,0.85,1010.0,-0.439,Motor_apagado,0.996
2026-08-12 04:25:51,OPTA,NICLABH1,1321028,0.0056,0.0547,0.9968,31.69,50.2,0.85,1020.0,-0.763,Motor_apagado,0.996
2026-08-12 04:35:51,OPTA,NICLABH1,1321521,0.0054,0.0544,0.9968,31.67,50.2,0.82,960.0,-0.41,Motor_apagado,0.996
2026-08-12 04:45:52,OPTA,NICLABH1,1322014,0.0051,0.0547,0.9968,31.61,50.2,0.77,870.0,-0.608,Motor_apagado,0.996
2026-08-12 04:55:53,OPTA,NICLABH1,1322507,0.0054,0.0544,0.9968,31.58,50.19,0.71,770.0,-0.372,Motor_apagado,0.996
2026-08-12 05:05:53,OPTA,NICLABH1,1323000,0.0054,0.0547,0.9968,31.55,50.2,0.71,770.0,0.134,Motor_apagado,0.996
2026-08-12 05:15:53,OPTA,NICLABH1,1323493,0.0051,0.0547,0.9968,31.5,50.19,0.71,770.0,-0.5,Motor_apagado,0.996
2026-08-12 05:25:54,OPTA,NICLABH1,1323986,0.0054,0.0547,0.9968,31.47,49.19,0.7,750.0,-0.512,Motor_apagado,0.996
2026-08-12 05:35:55,OPTA,NICLABH1,1324479,0.0051,0.0547,0.9968,31.47,49.19,0.71,780.0,-0.4,Motor_apagado,0.996
2026-08-12 05:45:54,OPTA,NICLABH1,1324971,0.0054,0.0544,0.9968,31.47,49.19,0.72,830.0,0.267,Motor_apagado,0.996
2026-08-12 05:55:55,OPTA,NICLABH1,1325465,0.0054,0.0547,0.9968,31.45,50.16,0.77,910.0,-0.01,Motor_apagado,0.996
2026-08-12 06:05:56,OPTA,NICLABH1,1325958,0.0051,0.0544,0.9968,31.41,50.19,0.81,980.0,-0.533,Motor_apagado,0.996
2026-08-12 06:15:57,OPTA,NICLABH1,1326452,0.0244,0.0652,0.9978,31.39,52.34,0.75,870.0,0.909,Motor_apagado,0.996
2026-08-12 06:25:57,OPTA,NICLABH1,1326946,0.0234,0.0642,0.9976,30.96,52.29,0.63,610.0,0.313,Motor_en_operacion,0.9218
2026-08-12 06:35:58,OPTA,NICLABH1,1327440,0.0251,0.0657,0.9978,30.51,52.26,0.56,410.0,0.327,Motor_en_operacion,0.9453
2026-08-12 06:45:58,OPTA,NICLABH1,1327934,0.0249,0.0662,0.9976,30.57,51.21,0.58,470.0,0.971,Motor_en_operacion,0.9414
2026-08-12 06:55:59,OPTA,NICLABH1,1328429,0.0254,0.0676,0.9985,30.49,50.25,0.53,340.0,0.484,Motor_en_operacion,0.9687
2026-08-12 07:06:00,OPTA,NICLABH1,1328922,0.0259,0.0676,0.9985,30.53,50.23,0.53,360.0,0.632,Motor_en_operacion,0.9648
2026-08-12 07:16:00,OPTA,NICLABH1,1329416,0.0256,0.0679,0.9983,30.64,50.21,0.57,400.0,0.529,Motor_en_operacion,0.957
2026-08-12 07:26:00,OPTA,NICLABH1,1329910,0.0254,0.0691,0.999,30.7,50.23,0.58,450.0,0.443,Motor_en_operacion,0.9609
