windowStart,windowEnd,sampleCount,gatewayId,deviceName,accXRMS_min,accYRMS_min,accZRMS_min,temperature_min,humidity_min,bvoc_min,iaq_min,anomaly_min,classConfidence_min,accXRMS_avg,accYRMS_avg,accZRMS_avg,temperature_avg,humidity_avg,bvoc_avg,iaq_avg,anomaly_avg,classConfidence_avg,accXRMS_max,accYRMS_max,accZRMS_max,temperature_max,humidity_max,bvoc_max,iaq_max,anomaly_max,classConfidence_max,dominantLabel,labelCounts
2026-07-31 01:38:52,2026-07-31 01:48:51,488,OPTA,NICLABH1,0.0042,0.0532,0.9961,29.86,56.17,2.02,2360.0,-1.957,0.996,0.00477,0.05373,0.99629,29.8735,56.19447,2.10264,2429.32377,-1.29498,0.996,0.0054,0.0542,0.9966,29.89,56.22,2.16,2470.0,-0.285,0.996,Motor_apagado,Motor_apagado:488
2026-07-31 01:48:55,2026-07-31 01:58:50,487,OPTA,NICLABH1,0.0042,0.0532,0.9961,29.85,56.17,2.05,2380.0,-1.991,0.996,0.00466,0.05368,0.99628,29.85825,56.19452,2.10852,2434.14784,-1.29164,0.996,0.0051,0.054,0.9966,29.87,56.22,2.19,2490.0,-0.479,0.996,Motor_apagado,Motor_apagado:487
2026-07-31 01:58:53,2026-07-31 02:08:51,488,OPTA,NICLABH1,0.0044,0.0535,0.9961,29.84,56.17,1.97,2330.0,-1.996,0.996,0.00475,0.05377,0.99634,29.85127,56.19594,2.06668,2399.65164,-1.28558,0.996,0.0054,0.0542,0.9966,29.87,56.22,2.18,2480.0,-0.195,0.996,Motor_apagado,Motor_apagado:488
2026-07-31 02:08:53,2026-07-31 02:18:52,488,OPTA,NICLABH1,0.0044,0.0535,0.9961,29.81,56.18,1.94,2300.0,-2.003,0.996,0.00466,0.05378,0.99636,29.82518,56.19549,2.00996,2357.0082,-1.28524,0.996,0.0054,0.0542,0.9968,29.84,56.22,2.09,2420.0,-0.059,0.996,Motor_apagado,Motor_apagado:488
2026-07-31 02:18:53,2026-07-31 02:28:52,487,OPTA,NICLABH1,0.0042,0.0532,0.9961,29.81,55.17,1.93,2290.0,-1.918,0.996,0.00464,0.05377,0.99641,29.81815,55.66084,2.03846,2379.65092,-1.29853,0.996,0.0051,0.0544,0.9968,29.83,56.22,2.19,2490.0,0.263,0.996,Motor_apagado,Motor_apagado:487
2026-07-31 02:28:54,2026-07-31 02:38:53,488,OPTA,NICLABH1,0.0042,0.0535,0.9961,29.8,55.17,2.02,2360.0,-1.959,0.996,0.00461,0.05382,0.99643,29.80793,55.19193,2.1002,2421.02459,-1.2871,0.996,0.0051,0.0542,0.9968,29.82,55.22,2.22,2500.0,-0.142,0.996,Motor_apagado,Motor_apagado:488
2026-07-31 02:38:55,2026-07-31 02:48:54,488,OPTA,NICLABH1,0.0042,0.0532,0.9961,29.8,55.17,1.88,2260.0,-2.062,0.996,0.00455,0.05379,0.99638,29.80844,56.04627,1.9777,2333.72951,-1.27565,0.996,0.0051,0.0544,0.9968,29.82,56.22,2.11,2430.0,0.151,0.996,Motor_apagado,Motor_apagado:488
2026-07-31 02:48:56,2026-07-31 02:58:54,488,OPTA,NICLABH1,0.0042,0.0532,0.9961,29.8,55.17,1.91,2280.0,-1.928,0.996,0.00457,0.05383,0.99639,29.80754,55.9576,1.99379,2345.59426,-1.27353,0.996,0.0051,0.0542,0.9968,29.81,56.22,2.08,2400.0,-0.605,0.996,Motor_apagado,Motor_apagado:488
2026-07-31 02:58:56,2026-07-31 03:08:55,488,OPTA,NICLABH1,0.0042,0.0532,0.9961,29.79,56.17,1.92,2290.0,-1.965,0.996,0.00456,0.05379,0.99638,29.80305,56.19564,1.96221,2323.5041,-1.28826,0.996,0.0051,0.0544,0.9968,29.81,56.22,2.02,2360.0,-0.668,0.996,Motor_apagado,Motor_apagado:488
2026-07-31 03:08:57,2026-07-31 03:18:56,488,OPTA,NICLABH1,0.0044,0.0535,0.9961,29.78,56.17,1.93,2300.0,-1.873,0.996,0.00464,0.05382,0.9964,29.79355,56.19506,1.98969,2342.23361,-1.28474,0.996,0.0051,0.0544,0.9968,29.81,56.22,2.06,2390.0,-0.443,0.996,Motor_apagado,Motor_apagado:488
2026-07-31 03:18:58,2026-07-31 03:28:56,487,OPTA,NICLABH1,0.0042,0.0535,0.9961,29.79,56.17,1.92,2290.0,-1.923,0.996,0.00455,0.05375,0.9964,29.79692,56.19678,1.99922,2348.74743,-1.28675,0.996,0.0049,0.0542,0.9968,29.81,56.22,2.08,2400.0,0.124,0.996,Motor_apagado,Motor_apagado:487
2026-07-31 03:28:58,2026-07-31 03:38:57,489,OPTA,NICLABH1,0.0042,0.0535,0.9961,29.77,56.18,1.89,2270.0,-1.943,0.996,0.00452,0.05387,0.9964,29.78264,56.19552,1.95953,2318.83436,-1.2765,0.996,0.0051,0.0544,0.9968,29.79,56.22,2.03,2370.0,-0.123,0.996,Motor_apagado,Motor_apagado:489
2026-07-31 03:38:58,2026-07-31 03:48:56,487,OPTA,NICLABH1,0.0042,0.0535,0.9961,29.77,56.17,1.84,2230.0,-1.916,0.996,0.00445,0.0538,0.99639,29.78094,56.19639,1.92466,2291.51951,-1.30517,0.996,0.0049,0.0544,0.9968,29.79,56.22,2.0,2350.0,-0.511,0.996,Motor_apagado,Motor_apagado:487
2026-07-31 03:48:58,2026-07-31 03:58:57,488,OPTA,NICLABH1,0.0042,0.0535,0.9961,29.74,55.17,1.82,2200.0,-1.935,0.996,0.00443,0.05379,0.99645,29.76348,55.93352,1.90428,2274.73361,-1.29925,0.996,0.0049,0.0544,0.9968,29.78,56.22,2.01,2360.0,-0.682,0.996,Motor_apagado,Motor_apagado:488
2026-07-31 03:58:59,2026-07-31 04:08:57,488,OPTA,NICLABH1,0.0039,0.0535,0.9961,29.71,55.17,1.93,2290.0,-1.973,0.996,0.00444,0.05373,0.99644,29.73711,55.19363,2.00193,2350.79918,-1.27722,0.996,0.0051,0.0542,0.9968,29.76,55.22,2.06,2400.0,-0.269,0.996,Motor_apagado,Motor_apagado:488
2026-07-31 04:08:59,2026-07-31 04:18:58,488,OPTA,NICLABH1,0.0039,0.0532,0.9961,29.71,55.17,1.95,2310.0,-1.878,0.9921,0.0044,0.05367,0.99643,29.72662,55.18984,2.04109,2379.73361,-1.28781,0.99599,0.0049,0.0542,0.9968,29.74,55.22,2.14,2460.0,-0.55,0.996,Motor_apagado,Motor_apagado:488
2026-07-31 04:18:59,2026-07-31 04:28:58,488,OPTA,NICLABH1,0.0039,0.0532,0.9961,29.7,55.17,1.95,2310.0,-1.932,0.996,0.00443,0.05351,0.99642,29.71463,55.19334,2.00143,2351.10656,-1.28423,0.996,0.0049,0.0542,0.9968,29.73,55.22,2.06,2390.0,-0.559,0.996,Motor_apagado,Motor_apagado:488
2026-07-31 04:29:00,2026-07-31 04:38:58,487,OPTA,NICLABH1,0.0042,0.0532,0.9961,29.7,55.17,1.95,2320.0,-2.022,0.996,0.00457,0.0535,0.99647,29.71062,55.19117,2.02809,2369.8152,-1.2885,0.996,0.0051,0.0542,0.9968,29.72,55.22,2.09,2420.0,-0.185,0.996,Motor_apagado,Motor_apagado:487
2026-07-31 04:39:00,2026-07-31 04:48:59,488,OPTA,NICLABH1,0.0042,0.0532,0.9961,29.68,55.17,1.86,2240.0,-1.975,0.996,0.00484,0.05361,0.99645,29.69648,55.76068,1.96596,2322.68443,-1.29699,0.996,0.0054,0.0542,0.9968,29.71,56.22,2.08,2410.0,0.024,0.996,Motor_apagado,Motor_apagado:488
2026-07-31 04:49:00,2026-07-31 04:58:58,486,OPTA,NICLABH1,0.0042,0.0532,0.9961,29.68,56.17,1.87,2250.0,-1.961,0.996,0.00457,0.05361,0.9964,29.69761,56.19502,1.94846,2310.32922,-1.27558,0.996,0.0051,0.054,0.9968,29.71,56.22,2.02,2360.0,-0.248,0.996,Motor_apagado,Motor_apagado:486
