time,deviceName,meterSerialNumber_tag,totalFordwardFlow,instantFlow,Vbat,time_meter_unix,time_meter_str,rssi,snr
2026-05-18 00:09:08,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779062940000.0,2026-05-18 00:09:00,-105,8.8
2026-05-18 00:24:04,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779063840000.0,2026-05-18 00:24:00,-97,9.8
2026-05-18 00:25:05,32862-710,32862710,702.633,0.003,3.7,1779063900000.0,2026-05-18 00:25:00,-93,9.8
2026-05-18 00:39:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779064740000.0,2026-05-18 00:39:00,-103,8.8
2026-05-18 00:54:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779065640000.0,2026-05-18 00:54:00,-99,8.8
2026-05-18 01:09:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779066540000.0,2026-05-18 01:09:00,-108,6.5
2026-05-18 01:24:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779067440000.0,2026-05-18 01:24:00,-95,8.8
2026-05-18 01:39:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779068340000.0,2026-05-18 01:39:00,-99,8.2
2026-05-18 01:54:13,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779069240000.0,2026-05-18 01:54:00,-105,8.2
2026-05-18 02:09:34,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779070140000.0,2026-05-18 02:09:00,-105,8.0
2026-05-18 02:10:05,32862-710,32862710,702.634,0.0,3.7,1779070200000.0,2026-05-18 02:10:00,-96,9.8
2026-05-18 02:24:12,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779071040000.0,2026-05-18 02:24:00,-111,5.0
2026-05-18 02:25:05,32862-710,32862710,702.634,0.0,3.7,1779071100000.0,2026-05-18 02:25:00,-97,9.0
2026-05-18 02:39:12,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779071940000.0,2026-05-18 02:39:00,-100,9.0
2026-05-18 02:54:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779072840000.0,2026-05-18 02:54:00,-101,8.5
2026-05-18 03:09:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779073740000.0,2026-05-18 03:09:00,-111,-0.2
2026-05-18 03:24:11,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779074640000.0,2026-05-18 03:24:00,-104,7.0
2026-05-18 03:39:09,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779075540000.0,2026-05-18 03:39:00,-107,6.5
2026-05-18 03:54:10,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779076440000.0,2026-05-18 03:54:00,-97,9.2
2026-05-18 04:09:30,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779077340000.0,2026-05-18 04:09:00,-105,8.0
2026-05-18 04:25:06,32862-710,32862710,702.636,0.001,3.68,1779078300000.0,2026-05-18 04:25:00,-97,8.2
2026-05-18 04:39:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779079140000.0,2026-05-18 04:39:00,-101,8.8
2026-05-18 04:40:05,32862-710,32862710,702.636,0.006,3.7,1779079200000.0,2026-05-18 04:40:00,-98,8.8
2026-05-18 04:54:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779080040000.0,2026-05-18 04:54:00,-111,3.8
2026-05-18 05:23:05,32862-710,32862710,702.735,0.933,3.7,1779081780000.0,2026-05-18 05:23:00,-99,8.8
2026-05-18 05:24:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779081840000.0,2026-05-18 05:24:00,-111,4.5
2026-05-18 05:54:29,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779083640000.0,2026-05-18 05:54:00,-107,7.0
2026-05-18 05:55:06,32862-710,32862710,702.886,0.921,3.7,1779083700000.0,2026-05-18 05:55:00,-95,8.8
2026-05-18 06:09:06,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779084540000.0,2026-05-18 06:09:00,-103,8.8
2026-05-18 06:24:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779085440000.0,2026-05-18 06:24:00,-109,7.0
2026-05-18 06:33:32,mt-08-b-33430251,33430251,0.041,0.0,3.66,1779086160000.0,2026-05-18 06:36:00,-111,5.0
2026-05-18 06:39:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779086340000.0,2026-05-18 06:39:00,-114,1.2
2026-05-18 06:54:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779087240000.0,2026-05-18 06:54:00,-113,2.2
2026-05-18 07:09:08,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779088140000.0,2026-05-18 07:09:00,-114,0.8
2026-05-18 07:24:12,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779089040000.0,2026-05-18 07:24:00,-107,7.8
2026-05-18 07:39:06,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779089940000.0,2026-05-18 07:39:00,-109,6.0
2026-05-18 07:46:05,mt-b-08-33430401,33430401,0.209,0.0,3.64,1779090360000.0,2026-05-18 07:46:00,-102,9.0
2026-05-18 07:54:12,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779090840000.0,2026-05-18 07:54:00,-106,7.5
2026-05-18 07:55:06,32862-710,32862710,703.466,0.006,3.7,1779090900000.0,2026-05-18 07:55:00,-99,10.5
2026-05-18 08:09:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779091740000.0,2026-05-18 08:09:00,-103,7.2
2026-05-18 08:24:05,mt-08-b-33430224,33430224,0.03,0.0,3.12,1779092640000.0,2026-05-18 08:24:00,-114,
2026-05-18 08:25:10,32862-710,32862710,703.554,0.013,3.7,1779092700000.0,2026-05-18 08:25:00,-90,11.2
