time,deviceName,latitude,longitude,battery_V,hour,minute,second,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr
2026-03-31 09:22:56,Medidor_prueba,0.0,0.0,0.0,,,,GatewayELII,,,GatewayFacilidades,,,GatewayTTN,,,GatewayTTN2,-89,9.8
2026-03-31 09:23:02,Medidor_prueba,-0.04248085618019104,2.3694281078769324e-38,0.579,35.0,1.0,51.0,GatewayELII,,,GatewayFacilidades,,,GatewayTTN,,,GatewayTTN2,-82,9.8
2026-03-31 09:37:52,Medidor_prueba,33430245,0.037,0.0,3.66,1774950300000.0,2026-03-31 09:45:00,-104,10.8
