time,deviceName,meterSerialNumber_tag,totalFordwardFlow,instantFlow,Vbat,time_meter_unix,time_meter_str,rssi,snr
2026-05-20 00:09:06,mt-08-b-33430224,33430224,0.03,0.0,3.08,1779235740000.0,2026-05-20 00:09:00,-107,6.8
2026-05-20 00:24:31,mt-08-b-33430224,33430224,0.03,0.0,3.08,1779236640000.0,2026-05-20 00:24:00,-117,0.2
2026-05-20 00:39:12,mt-08-b-33430224,33430224,0.03,0.0,3.08,1779237540000.0,2026-05-20 00:39:00,-97,10.2
2026-05-20 00:54:06,mt-08-b-33430224,33430224,0.03,0.0,3.08,1779238440000.0,2026-05-20 00:54:00,-102,9.8
2026-05-20 00:55:06,32862-710,32862710,706.766,0.001,3.7,1779238500000.0,2026-05-20 00:55:00,-89,10.8
2026-05-20 01:09:06,mt-08-b-33430224,33430224,0.03,0.0,3.08,1779239340000.0,2026-05-20 01:09:00,-101,7.8
2026-05-20 01:24:06,mt-08-b-33430224,33430224,0.03,0.0,3.08,1779240240000.0,2026-05-20 01:24:00,-111,2.8
2026-05-20 01:39:06,mt-08-b-33430224,33430224,0.03,0.0,3.08,1779241140000.0,2026-05-20 01:39:00,-108,5.2
2026-05-20 01:40:06,32862-710,32862710,706.766,0.005,3.7,1779241200000.0,2026-05-20 01:40:00,-84,7.8
2026-05-20 01:54:12,mt-08-b-33430224,33430224,0.03,0.0,3.08,1779242040000.0,2026-05-20 01:54:00,-104,9.2
2026-05-20 02:06:53,mt-b-08-33430397,33430397,0.221,0.0,3.68,1779242820000.0,2026-05-20 02:07:00,-109,4.5
2026-05-20 02:09:09,mt-08-b-33430224,33430224,0.03,0.0,3.08,1779242940000.0,2026-05-20 02:09:00,-99,9.2
2026-05-20 02:10:28,32862-710,32862710,706.766,0.0,3.7,1779243000000.0,2026-05-20 02:10:00,-84,9.2
2026-05-20 02:24:28,mt-08-b-33430224,33430224,0.03,0.0,3.08,1779243840000.0,2026-05-20 02:24:00,-99,10.5
2026-05-20 02:31:09,mt-b-08-33430401,33430401,0.209,0.0,3.64,1779244260000.0,2026-05-20 02:31:00,-99,9.0
2026-05-20 02:39:06,mt-08-b-33430224,33430224,0.03,0.0,3.08,1779244740000.0,2026-05-20 02:39:00,-91,8.2
