time,deviceName,meterSerialNumber_tag,totalFordwardFlow,instantFlow,Vbat,time_meter_unix,time_meter_str,rssi,snr
2026-07-25 00:04:14,mt-08-b-33430234,33430234,0.033,0.0,3.5,1784937840000.0,2026-07-25 00:04:00,-95,9.5
2026-07-25 00:07:29,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020867620000.0,2034-01-14 16:07:00,-114,1.5
2026-07-25 00:19:02,mt-08-b-33430234,33430234,0.033,0.0,3.5,1784938740000.0,2026-07-25 00:19:00,-93,7.2
2026-07-25 00:22:09,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020868520000.0,2034-01-14 16:22:00,-113,5.5
2026-07-25 00:34:15,mt-08-b-33430234,33430234,0.033,0.0,3.5,1784939640000.0,2026-07-25 00:34:00,-95,8.8
2026-07-25 00:37:07,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020869420000.0,2034-01-14 16:37:00,-114,4.2
2026-07-25 00:49:03,mt-08-b-33430234,33430234,0.033,0.0,3.5,1784940540000.0,2026-07-25 00:49:00,-97,10.0
2026-07-25 00:52:03,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020870320000.0,2034-01-14 16:52:00,-112,3.8
2026-07-25 01:04:29,mt-08-b-33430234,33430234,0.033,0.0,3.5,1784941440000.0,2026-07-25 01:04:00,-94,9.5
2026-07-25 01:07:28,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020871220000.0,2034-01-14 17:07:00,-109,6.0
2026-07-25 01:22:06,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020872120000.0,2034-01-14 17:22:00,-110,4.0
2026-07-25 01:24:27,mt-08-b-33430254,33430254,0.058,0.0,3.68,1784942640000.0,2026-07-25 01:24:00,-105,9.2
2026-07-25 01:34:14,mt-08-b-33430234,33430234,0.033,0.0,3.5,1784943240000.0,2026-07-25 01:34:00,-96,9.0
2026-07-25 01:37:03,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020873020000.0,2034-01-14 17:37:00,-114,4.0
2026-07-25 01:49:08,mt-08-b-33430234,33430234,0.033,0.0,3.5,1784944140000.0,2026-07-25 01:49:00,-95,9.5
2026-07-25 01:52:24,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020873920000.0,2034-01-14 17:52:00,-113,5.5
2026-07-25 02:04:07,mt-08-b-33430234,33430234,0.033,0.0,3.5,1784945040000.0,2026-07-25 02:04:00,-93,9.5
2026-07-25 02:07:03,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020874820000.0,2034-01-14 18:07:00,-114,4.2
2026-07-25 02:19:30,mt-08-b-33430234,33430234,0.033,0.0,3.5,1784945940000.0,2026-07-25 02:19:00,-96,7.0
2026-07-25 02:24:25,mt-08-b-33430254,33430254,0.058,0.0,3.68,1784946240000.0,2026-07-25 02:24:00,-105,8.8
2026-07-25 02:52:22,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020877520000.0,2034-01-14 18:52:00,-118,0.8
2026-07-25 03:07:03,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020878420000.0,2034-01-14 19:07:00,-111,5.0
2026-07-25 03:16:18,mt-b-08-33430401,33430401,0.209,0.0,3.62,1784949360000.0,2026-07-25 03:16:00,-111,5.8
2026-07-25 03:22:06,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020879320000.0,2034-01-14 19:22:00,-112,4.5
2026-07-25 03:24:15,mt-08-b-33430254,33430254,0.058,0.0,3.66,1784949840000.0,2026-07-25 03:24:00,-103,9.2
2026-07-25 03:34:09,mt-08-b-33430234,33430234,0.033,0.0,3.5,1784950440000.0,2026-07-25 03:34:00,-96,9.5
2026-07-25 03:37:09,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020880220000.0,2034-01-14 19:37:00,-109,4.2
2026-07-25 03:49:26,mt-08-b-33430234,33430234,0.033,0.0,3.5,1784951340000.0,2026-07-25 03:49:00,-96,11.0
2026-07-25 04:19:30,mt-08-b-33430234,33430234,0.033,0.0,3.5,1784953140000.0,2026-07-25 04:19:00,-94,9.2
2026-07-25 04:34:08,mt-08-b-33430234,33430234,0.033,0.0,3.5,1784954040000.0,2026-07-25 04:34:00,-97,9.2
2026-07-25 04:37:27,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020883820000.0,2034-01-14 20:37:00,-109,4.2
2026-07-25 04:52:02,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020884720000.0,2034-01-14 20:52:00,-112,5.0
2026-07-25 05:07:02,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020885620000.0,2034-01-14 21:07:00,-117,1.5
2026-07-25 05:09:33,mt-08-b-33430254,33430254,0.058,0.0,3.66,1784956140000.0,2026-07-25 05:09:00,-106,6.8
2026-07-25 05:22:07,mt-b-08-33430397,33430397,0.221,0.0,3.68,2020886520000.0,2034-01-14 21:22:00,-112,6.2
