time,deviceName,meterSerialNumber_tag,totalFordwardFlow,instantFlow,Vbat,time_meter_unix,time_meter_str,rssi,snr
2026-04-21 00:00:48,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776729660000.0,2026-04-21 00:01:00,-98,12.5
2026-04-21 00:09:10,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012659740000.0,2033-10-11 16:09:00,-88,10.0
2026-04-21 00:15:06,Prueba_laboratorio,33430245,89.978,0.0,3.64,1776730500000.0,2026-04-21 00:15:00,-116,-5.3
2026-04-21 00:15:45,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776730560000.0,2026-04-21 00:16:00,-94,13.3
2026-04-21 00:16:06,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776730560000.0,2026-04-21 00:16:00,-103,6.8
2026-04-21 00:24:06,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012660640000.0,2033-10-11 16:24:00,-90,-0.8
2026-04-21 00:29:46,Prueba_laboratorio,33430245,89.978,0.0,3.64,1776731400000.0,2026-04-21 00:30:00,-103,9.2
2026-04-21 00:30:06,Prueba_laboratorio,33430245,89.978,0.0,3.64,1776731400000.0,2026-04-21 00:30:00,-117,-4.3
2026-04-21 00:31:06,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776731460000.0,2026-04-21 00:31:00,-95,13.3
2026-04-21 00:39:11,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012661540000.0,2033-10-11 16:39:00,-96,11.8
2026-04-21 00:46:05,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776732360000.0,2026-04-21 00:46:00,-94,13.8
2026-04-21 00:54:06,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012662440000.0,2033-10-11 16:54:00,-89,9.2
2026-04-21 01:00:09,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776733200000.0,2026-04-21 01:00:00,-110,6.0
2026-04-21 01:01:06,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776733260000.0,2026-04-21 01:01:00,-93,13.0
2026-04-21 01:09:06,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012663340000.0,2033-10-11 17:09:00,-97,13.0
2026-04-21 01:15:10,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776734100000.0,2026-04-21 01:15:00,-99,8.5
2026-04-21 01:16:05,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776734160000.0,2026-04-21 01:16:00,-97,11.0
2026-04-21 01:24:08,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012664240000.0,2033-10-11 17:24:00,-94,13.3
2026-04-21 01:30:07,Prueba_laboratorio,33430245,89.978,0.0,3.64,1776735000000.0,2026-04-21 01:30:00,-111,4.5
2026-04-21 01:31:06,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776735060000.0,2026-04-21 01:31:00,-93,10.8
2026-04-21 01:39:06,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012665140000.0,2033-10-11 17:39:00,-87,10.0
2026-04-21 01:46:06,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776735960000.0,2026-04-21 01:46:00,-98,12.5
2026-04-21 01:54:08,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012666040000.0,2033-10-11 17:54:00,-87,7.8
2026-04-21 02:01:06,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776736860000.0,2026-04-21 02:01:00,-93,13.0
2026-04-21 02:16:14,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776737760000.0,2026-04-21 02:16:00,-102,7.0
2026-04-21 02:24:28,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012667840000.0,2033-10-11 18:24:00,-90,10.5
2026-04-21 02:39:06,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012668740000.0,2033-10-11 18:39:00,-96,9.8
2026-04-21 02:46:05,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776739560000.0,2026-04-21 02:46:00,-106,7.2
2026-04-21 02:54:10,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012669640000.0,2033-10-11 18:54:00,-101,8.8
2026-04-21 03:00:12,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776740400000.0,2026-04-21 03:00:00,-109,6.0
2026-04-21 03:01:06,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776740460000.0,2026-04-21 03:01:00,-93,12.3
2026-04-21 03:09:14,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012670540000.0,2033-10-11 19:09:00,-95,13.0
2026-04-21 03:16:06,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776741360000.0,2026-04-21 03:16:00,-98,13.0
2026-04-21 03:24:10,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012671440000.0,2033-10-11 19:24:00,-97,10.0
2026-04-21 03:30:12,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776742200000.0,2026-04-21 03:30:00,-109,-5.3
2026-04-21 03:31:06,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776742260000.0,2026-04-21 03:31:00,-103,7.0
2026-04-21 03:39:10,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012672340000.0,2033-10-11 19:39:00,-90,9.8
2026-04-21 03:45:08,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776743100000.0,2026-04-21 03:45:00,-109,6.5
2026-04-21 03:46:06,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776743160000.0,2026-04-21 03:46:00,-97,11.0
2026-04-21 03:54:10,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012673240000.0,2033-10-11 19:54:00,-95,13.3
2026-04-21 04:01:05,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776744060000.0,2026-04-21 04:01:00,-93,13.5
2026-04-21 04:09:06,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012674140000.0,2033-10-11 20:09:00,-101,11.3
2026-04-21 04:15:11,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776744900000.0,2026-04-21 04:15:00,-109,7.0
2026-04-21 04:16:06,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776744960000.0,2026-04-21 04:16:00,-93,13.0
2026-04-21 04:24:08,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012675040000.0,2033-10-11 20:24:00,-94,11.5
2026-04-21 04:30:54,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776745860000.0,2026-04-21 04:31:00,-113,-0.2
2026-04-21 04:39:10,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012675940000.0,2033-10-11 20:39:00,-104,10.3
2026-04-21 04:45:16,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776746700000.0,2026-04-21 04:45:00,-110,5.5
2026-04-21 04:45:46,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776746760000.0,2026-04-21 04:46:00,-110,5.3
2026-04-21 04:46:19,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776746760000.0,2026-04-21 04:46:00,-102,9.2
2026-04-21 05:00:14,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776747600000.0,2026-04-21 05:00:00,-115,-1.8
2026-04-21 05:01:08,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776747660000.0,2026-04-21 05:01:00,-95,12.5
2026-04-21 05:16:14,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776748560000.0,2026-04-21 05:16:00,-94,13.5
2026-04-21 05:25:17,mt-08-b-33430234,33430234,0.033,0.0,3.58,1776747840000.0,2026-04-21 05:04:00,-99,9.0
2026-04-21 05:30:12,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776749400000.0,2026-04-21 05:30:00,-111,4.8
2026-04-21 05:44:53,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776750300000.0,2026-04-21 05:45:00,-88,9.2
2026-04-21 05:46:05,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776750360000.0,2026-04-21 05:46:00,-114,-0.8
