time,deviceName,meterSerialNumber_tag,totalFordwardFlow,instantFlow,Vbat,time_meter_unix,time_meter_str,rssi,snr
2026-08-03 00:01:12,mt-08-b-33430231,33430231,0.425,0.0,3.5,1785715260000.0,2026-08-03 00:01:00,-101,7.5
2026-08-03 00:04:32,mt-08-b-33430234,33430234,0.033,0.0,3.48,1785715440000.0,2026-08-03 00:04:00,-107,8.2
2026-08-03 00:07:12,mt-b-08-33430397,33430397,0.221,0.0,3.68,2021645220000.0,2034-01-23 16:07:00,-99,8.5
2026-08-03 00:09:09,mt-08-b-33430254,33430254,0.058,0.0,3.68,1785715740000.0,2026-08-03 00:09:00,-102,8.5
2026-08-03 00:10:10,32862-710,32862710,785.094,0.0,3.68,2021645400000.0,2034-01-23 16:10:00,-94,9.8
2026-08-03 00:11:31,mt-08-b-33430226,33430226,0.429,0.0,3.62,1785715860000.0,2026-08-03 00:11:00,-95,10.5
2026-08-03 00:13:17,mt-08-b-33430243,33430243,0.44,0.0,3.5,1785715980000.0,2026-08-03 00:13:00,-99,9.0
2026-08-03 00:14:10,mt-08-b-33430229,33430229,2.113,0.0,3.66,1785716040000.0,2026-08-03 00:14:00,-92,9.2
2026-08-03 00:16:10,mt-08-b-33430231,33430231,0.425,0.0,3.5,1785716160000.0,2026-08-03 00:16:00,-100,8.0
2026-08-03 00:17:27,mt-08-b-33430247,33430247,0.035,0.0,3.38,1785716220000.0,2026-08-03 00:17:00,-99,10.2
2026-08-03 00:18:33,mt-08-l-32862703,32862703,0.466,0.0,3.68,1785716280000.0,2026-08-03 00:18:00,-99,9.0
2026-08-03 00:19:31,mt-08-b-33430234,33430234,0.033,0.0,3.48,1785716340000.0,2026-08-03 00:19:00,-90,7.8
2026-08-03 00:20:10,mt-08-b-33430250,33430250,0.041,0.0,3.48,1785716400000.0,2026-08-03 00:20:00,-100,9.0
2026-08-03 00:23:39,mt-08-b-33430251,33430251,0.041,0.0,3.44,2021594760000.0,2034-01-23 02:06:00,-101,8.8
2026-08-03 00:24:04,mt-08-b-33430254,33430254,0.058,0.0,3.68,1785716640000.0,2026-08-03 00:24:00,-115,1.2
2026-08-03 00:26:04,mt-08-b-33430226,33430226,0.429,0.0,3.62,1785716760000.0,2026-08-03 00:26:00,-95,10.0
2026-08-03 00:33:08,mt-08-b-33430233,33430233,0.045,0.0,3.7,1785716400000.0,2026-08-03 00:20:00,-98,8.8
2026-08-03 00:37:30,mt-b-08-33430397,33430397,0.221,0.0,3.68,2021647020000.0,2034-01-23 16:37:00,-99,9.5
2026-08-03 00:39:09,mt-08-b-33430254,33430254,0.058,0.0,3.68,1785717540000.0,2026-08-03 00:39:00,-101,7.2
2026-08-03 00:40:17,32862-710,32862710,785.094,0.0,3.68,2021647200000.0,2034-01-23 16:40:00,-93,7.0
2026-08-03 00:41:10,mt-08-b-33430226,33430226,0.429,0.0,3.62,1785717660000.0,2026-08-03 00:41:00,-93,9.8
2026-08-03 00:43:11,mt-08-b-33430243,33430243,0.44,0.0,3.5,1785717780000.0,2026-08-03 00:43:00,-95,8.5
2026-08-03 00:44:24,mt-08-b-33430229,33430229,2.113,0.0,3.66,1785717840000.0,2026-08-03 00:44:00,-93,8.8
2026-08-03 00:46:31,mt-b-08-33430401,33430401,0.209,0.0,3.62,1785717960000.0,2026-08-03 00:46:00,-107,8.8
2026-08-03 00:48:11,mt-08-l-32862703,32862703,0.466,0.0,3.68,1785718080000.0,2026-08-03 00:48:00,-118,-3.2
2026-08-03 00:50:30,mt-08-b-33430250,33430250,0.041,0.0,3.48,1785718200000.0,2026-08-03 00:50:00,-96,9.0
2026-08-03 00:52:10,mt-b-08-33430397,33430397,0.221,0.0,3.68,2021647920000.0,2034-01-23 16:52:00,-98,8.2
