time,deviceName,meterSerialNumber_tag,totalFordwardFlow,instantFlow,Vbat,time_meter_unix,time_meter_str,rssi,snr
2026-05-17 00:09:10,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778976540000.0,2026-05-17 00:09:00,-108,7.8
2026-05-17 00:24:10,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778977440000.0,2026-05-17 00:24:00,-103,8.5
2026-05-17 00:25:08,32862-710,32862710,702.626,0.0,3.7,1778977500000.0,2026-05-17 00:25:00,-89,6.5
2026-05-17 00:39:10,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778978340000.0,2026-05-17 00:39:00,-99,9.5
2026-05-17 00:54:17,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778979240000.0,2026-05-17 00:54:00,-103,9.5
2026-05-17 01:09:05,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778980140000.0,2026-05-17 01:09:00,-109,5.8
2026-05-17 01:24:04,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778981040000.0,2026-05-17 01:24:00,-113,2.8
2026-05-17 01:39:13,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778981940000.0,2026-05-17 01:39:00,-103,8.8
2026-05-17 01:40:08,32862-710,32862710,702.627,0.0,3.7,1778982000000.0,2026-05-17 01:40:00,-85,9.8
2026-05-17 01:54:08,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778982840000.0,2026-05-17 01:54:00,-107,4.0
2026-05-17 02:09:04,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778983740000.0,2026-05-17 02:09:00,-109,6.2
2026-05-17 02:16:06,mt-b-08-33430401,33430401,0.209,0.0,3.64,1778984160000.0,2026-05-17 02:16:00,-103,10.2
2026-05-17 02:24:04,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778984640000.0,2026-05-17 02:24:00,-113,2.2
2026-05-17 02:39:11,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778985540000.0,2026-05-17 02:39:00,-102,10.2
2026-05-17 02:54:06,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778986440000.0,2026-05-17 02:54:00,-112,4.5
2026-05-17 03:24:24,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778988240000.0,2026-05-17 03:24:00,-102,8.5
2026-05-17 03:39:10,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778989140000.0,2026-05-17 03:39:00,-101,7.8
2026-05-17 03:54:05,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778990040000.0,2026-05-17 03:54:00,-110,5.0
2026-05-17 03:55:05,32862-710,32862710,702.629,0.0,3.68,1778990100000.0,2026-05-17 03:55:00,-86,9.5
2026-05-17 04:24:11,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778991840000.0,2026-05-17 04:24:00,-100,10.0
2026-05-17 04:39:05,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778992740000.0,2026-05-17 04:39:00,-99,9.5
2026-05-17 04:40:05,32862-710,32862710,702.629,0.001,3.7,1778992800000.0,2026-05-17 04:40:00,-89,9.2
2026-05-17 04:54:05,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778993640000.0,2026-05-17 04:54:00,-107,7.5
2026-05-17 04:55:13,32862-710,32862710,702.629,0.0,3.7,1778993700000.0,2026-05-17 04:55:00,-93,10.0
2026-05-17 05:09:10,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778994540000.0,2026-05-17 05:09:00,-105,8.0
2026-05-17 05:10:14,32862-710,32862710,702.629,0.0,3.7,1778994600000.0,2026-05-17 05:10:00,-91,10.0
2026-05-17 05:24:09,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778995440000.0,2026-05-17 05:24:00,-101,6.0
2026-05-17 05:25:05,32862-710,32862710,702.63,0.0,3.68,1778995500000.0,2026-05-17 05:25:00,-90,9.8
2026-05-17 05:38:02,mt-08-b-33430234,33430234,0.033,0.0,3.58,1778995140000.0,2026-05-17 05:19:00,-101,5.8
2026-05-17 05:39:17,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778996340000.0,2026-05-17 05:39:00,-102,8.5
2026-05-17 05:54:05,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778997240000.0,2026-05-17 05:54:00,-105,8.5
2026-05-17 06:09:15,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778998140000.0,2026-05-17 06:09:00,-107,7.8
2026-05-17 06:10:05,32862-710,32862710,702.63,0.001,3.7,1778998200000.0,2026-05-17 06:10:00,-101,9.2
2026-05-17 06:16:21,mt-b-08-33430401,33430401,0.209,0.0,3.64,1778998560000.0,2026-05-17 06:16:00,-105,5.0
2026-05-17 06:18:37,mt-08-b-33430251,33430251,0.041,0.0,3.66,1778998860000.0,2026-05-17 06:21:00,-111,6.5
2026-05-17 06:24:05,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778999040000.0,2026-05-17 06:24:00,-108,7.2
2026-05-17 06:31:23,mt-b-08-33430401,33430401,0.209,0.0,3.64,1778999460000.0,2026-05-17 06:31:00,-97,10.5
2026-05-17 06:39:04,mt-08-b-33430224,33430224,0.03,0.0,3.14,1778999940000.0,2026-05-17 06:39:00,-109,3.0
2026-05-17 06:54:05,mt-08-b-33430224,33430224,0.03,0.0,3.14,1779000840000.0,2026-05-17 06:54:00,-107,7.5
2026-05-17 07:09:26,mt-08-b-33430224,33430224,0.03,0.0,3.14,1779001740000.0,2026-05-17 07:09:00,-107,5.8
2026-05-17 07:25:05,32862-710,32862710,702.631,0.0,3.7,1779002700000.0,2026-05-17 07:25:00,-102,8.2
2026-05-17 07:54:35,mt-08-b-33430224,33430224,0.03,0.0,3.14,1779004440000.0,2026-05-17 07:54:00,-105,8.2
2026-05-17 08:09:04,mt-08-b-33430224,33430224,0.03,0.0,3.14,1779005340000.0,2026-05-17 08:09:00,-99,9.2
2026-05-17 08:24:10,mt-08-b-33430224,33430224,0.03,0.0,3.14,1779006240000.0,2026-05-17 08:24:00,-113,4.2
2026-05-17 08:39:04,mt-08-b-33430224,33430224,0.03,0.0,3.14,1779007140000.0,2026-05-17 08:39:00,-115,0.8
