time,deviceName,latitude,longitude,battery_V,hour,minute,second,gw1_name,gw1_rssi,gw1_snr,gw2_name,gw2_rssi,gw2_snr,gw3_name,gw3_rssi,gw3_snr,gw4_name,gw4_rssi,gw4_snr
2026-04-06 14:16:46,Medidor_Lab,0.0,0.0,0.0,,,,GatewayELII,-85,9.2,GatewayFacilidades,,,GatewayEdificio3,,,,,
2026-04-06 14:16:49,Medidor_Lab,-0.04248085618019104,2.369429228915704e-38,0.579,35.0,1.0,51.0,GatewayELII,,,GatewayFacilidades,-111,4.5,GatewayEdificio3,,,,,
