time,deviceName,meterSerialNumber_tag,totalFordwardFlow,instantFlow,Vbat,time_meter_unix,time_meter_str,rssi,snr
2026-05-28 00:09:16,mt-08-b-33430224,33430224,0.03,0.0,2.74,1779926940000.0,2026-05-28 00:09:00,-99,9.5
2026-05-28 00:10:21,32862-710,32862710,719.517,0.0,3.7,1779927000000.0,2026-05-28 00:10:00,-82,9.2
2026-05-28 00:24:14,mt-08-b-33430224,33430224,0.03,0.0,2.74,1779927840000.0,2026-05-28 00:24:00,-103,9.0
2026-05-28 00:25:16,32862-710,32862710,719.517,0.0,3.7,1779927900000.0,2026-05-28 00:25:00,-89,9.2
2026-05-28 00:39:11,mt-08-b-33430224,33430224,0.03,0.0,2.74,1779928740000.0,2026-05-28 00:39:00,-105,8.8
2026-05-28 00:40:24,32862-710,32862710,719.517,0.0,3.7,1779928800000.0,2026-05-28 00:40:00,-88,10.2
2026-05-28 00:54:15,mt-08-b-33430224,33430224,0.03,0.0,2.74,1779929640000.0,2026-05-28 00:54:00,-96,9.5
2026-05-28 01:10:15,32862-710,32862710,719.517,0.007,3.7,1779930600000.0,2026-05-28 01:10:00,-85,9.8
2026-05-28 01:25:11,32862-710,32862710,719.517,0.0,3.7,1779931500000.0,2026-05-28 01:25:00,-95,10.0
2026-05-28 01:39:16,mt-08-b-33430224,33430224,0.03,0.0,2.68,1779932340000.0,2026-05-28 01:39:00,-105,7.0
2026-05-28 01:40:18,32862-710,32862710,719.517,0.0,3.7,1779932400000.0,2026-05-28 01:40:00,-88,9.8
2026-05-28 01:54:12,mt-08-b-33430224,33430224,0.03,0.0,2.68,1779933240000.0,2026-05-28 01:54:00,-96,10.5
2026-05-28 01:55:36,32862-710,32862710,719.517,0.001,3.7,1779933300000.0,2026-05-28 01:55:00,-82,9.2
2026-05-28 02:10:17,32862-710,32862710,719.517,0.0,3.7,1779934200000.0,2026-05-28 02:10:00,-84,9.2
2026-05-28 02:24:09,mt-08-b-33430224,33430224,0.03,0.0,2.68,1779935040000.0,2026-05-28 02:24:00,-111,5.5
2026-05-28 02:39:22,mt-08-b-33430224,33430224,0.03,0.0,2.68,1779935940000.0,2026-05-28 02:39:00,-96,10.2
2026-05-28 02:40:18,32862-710,32862710,719.517,0.0,3.7,1779936000000.0,2026-05-28 02:40:00,-83,9.2
2026-05-28 02:55:18,32862-710,32862710,719.518,0.0,3.7,1779936900000.0,2026-05-28 02:55:00,-84,9.0
2026-05-28 03:10:19,32862-710,32862710,719.518,0.0,3.7,1779937800000.0,2026-05-28 03:10:00,-85,10.2
2026-05-28 03:24:16,mt-08-b-33430224,33430224,0.03,0.0,2.68,1779938640000.0,2026-05-28 03:24:00,-98,9.0
2026-05-28 03:25:18,32862-710,32862710,719.518,0.0,3.7,1779938700000.0,2026-05-28 03:25:00,-83,9.8
