time,deviceName,meterSerialNumber_tag,totalFordwardFlow,instantFlow,Vbat,time_meter_unix,time_meter_str,rssi,snr
2026-05-16 00:09:03,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778890140000.0,2026-05-16 00:09:00,-102,8.5
2026-05-16 00:10:03,32862-710,32862710,702.619,0.002,3.7,1778890200000.0,2026-05-16 00:10:00,-89,9.2
2026-05-16 00:25:04,32862-710,32862710,702.619,0.0,3.7,1778891100000.0,2026-05-16 00:25:00,-85,9.5
2026-05-16 00:39:04,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778891940000.0,2026-05-16 00:39:00,-107,7.8
2026-05-16 00:54:19,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778892840000.0,2026-05-16 00:54:00,-101,8.2
2026-05-16 01:09:15,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778893740000.0,2026-05-16 01:09:00,-107,9.0
2026-05-16 01:24:04,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778894640000.0,2026-05-16 01:24:00,-99,8.2
2026-05-16 01:31:10,mt-b-08-33430401,33430401,0.209,0.0,3.64,1778895060000.0,2026-05-16 01:31:00,-108,7.0
2026-05-16 01:39:04,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778895540000.0,2026-05-16 01:39:00,-105,5.0
2026-05-16 01:54:08,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778896440000.0,2026-05-16 01:54:00,-99,9.0
2026-05-16 01:55:07,32862-710,32862710,702.62,0.002,3.7,1778896500000.0,2026-05-16 01:55:00,-87,9.5
2026-05-16 02:06:52,mt-b-08-33430397,33430397,0.221,0.0,3.68,1778897220000.0,2026-05-16 02:07:00,-113,4.5
2026-05-16 02:09:04,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778897340000.0,2026-05-16 02:09:00,-113,4.8
2026-05-16 02:16:22,mt-b-08-33430401,33430401,0.209,0.0,3.64,1778897760000.0,2026-05-16 02:16:00,-105,7.8
2026-05-16 02:24:04,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778898240000.0,2026-05-16 02:24:00,-113,4.5
2026-05-16 02:39:04,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778899140000.0,2026-05-16 02:39:00,-111,5.8
2026-05-16 02:40:04,32862-710,32862710,702.62,0.0,3.7,1778899200000.0,2026-05-16 02:40:00,-87,9.5
2026-05-16 02:46:09,mt-b-08-33430401,33430401,0.209,0.0,3.64,1778899560000.0,2026-05-16 02:46:00,-105,7.2
2026-05-16 02:54:16,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778900040000.0,2026-05-16 02:54:00,-101,9.8
2026-05-16 03:09:04,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778900940000.0,2026-05-16 03:09:00,-96,9.0
2026-05-16 03:10:13,32862-710,32862710,702.621,0.0,3.68,1778901000000.0,2026-05-16 03:10:00,-84,8.5
2026-05-16 03:24:12,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778901840000.0,2026-05-16 03:24:00,-106,7.8
2026-05-16 03:25:12,32862-710,32862710,702.621,0.0,3.7,1778901900000.0,2026-05-16 03:25:00,-93,8.5
2026-05-16 03:39:04,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778902740000.0,2026-05-16 03:39:00,-101,8.5
2026-05-16 03:54:04,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778903640000.0,2026-05-16 03:54:00,-107,7.2
2026-05-16 03:55:10,32862-710,32862710,702.621,0.0,3.7,1778903700000.0,2026-05-16 03:55:00,-88,9.8
2026-05-16 04:09:04,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778904540000.0,2026-05-16 04:09:00,-108,4.0
2026-05-16 04:10:12,32862-710,32862710,702.621,0.003,3.7,1778904600000.0,2026-05-16 04:10:00,-93,10.8
2026-05-16 04:24:14,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778905440000.0,2026-05-16 04:24:00,-103,7.5
2026-05-16 04:39:04,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778906340000.0,2026-05-16 04:39:00,-101,8.2
2026-05-16 04:40:11,32862-710,32862710,702.622,0.0,3.68,1778906400000.0,2026-05-16 04:40:00,-87,10.2
2026-05-16 04:54:05,mt-08-b-33430224,33430224,0.03,0.0,3.16,1778907240000.0,2026-05-16 04:54:00,-107,7.8
2026-05-16 04:55:15,32862-710,32862710,702.622,0.003,3.7,1778907300000.0,2026-05-16 04:55:00,-93,10.0
2026-05-16 05:01:09,mt-b-08-33430401,33430401,0.209,0.0,3.64,1778907660000.0,2026-05-16 05:01:00,-95,9.2
