time,deviceName,meterSerialNumber_tag,totalFordwardFlow,instantFlow,Vbat,time_meter_unix,time_meter_str,rssi,snr
2026-04-20 00:07:29,mt-b-08-33430397,33430397,0.221,0.0,3.68,2012573220000.0,2033-10-10 16:07:00,-97,8.5
2026-04-20 00:09:05,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012573340000.0,2033-10-10 16:09:00,-114,1.3
2026-04-20 00:15:13,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776644100000.0,2026-04-20 00:15:00,-90,10.5
2026-04-20 00:22:05,mt-b-08-33430397,33430397,0.221,0.0,3.68,2012574120000.0,2033-10-10 16:22:00,-105,7.2
2026-04-20 00:24:15,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012574240000.0,2033-10-10 16:24:00,-98,8.5
2026-04-20 00:37:06,mt-b-08-33430397,33430397,0.221,0.0,3.68,2012575020000.0,2033-10-10 16:37:00,-111,-2.8
2026-04-20 00:39:30,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012575140000.0,2033-10-10 16:39:00,-99,11.0
2026-04-20 00:45:06,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776645900000.0,2026-04-20 00:45:00,-83,8.8
2026-04-20 00:52:10,mt-b-08-33430397,33430397,0.221,0.0,3.68,2012575920000.0,2033-10-10 16:52:00,-101,11.5
2026-04-20 00:54:24,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012576040000.0,2033-10-10 16:54:00,-89,9.5
2026-04-20 01:01:28,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776646860000.0,2026-04-20 01:01:00,-99,12.3
2026-04-20 01:09:07,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012576940000.0,2033-10-10 17:09:00,-113,2.0
2026-04-20 01:24:15,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012577840000.0,2033-10-10 17:24:00,-102,10.0
2026-04-20 01:30:05,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776648600000.0,2026-04-20 01:30:00,-111,4.0
2026-04-20 01:31:07,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776648660000.0,2026-04-20 01:31:00,-108,-8.2
2026-04-20 01:39:07,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012578740000.0,2033-10-10 17:39:00,-90,10.2
2026-04-20 01:46:05,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776649560000.0,2026-04-20 01:46:00,-111,5.8
2026-04-20 01:54:07,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012579640000.0,2033-10-10 17:54:00,-112,3.5
2026-04-20 02:01:05,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776650460000.0,2026-04-20 02:01:00,-112,3.3
2026-04-20 02:07:31,mt-b-08-33430397,33430397,0.221,0.0,3.68,2012580420000.0,2033-10-10 18:07:00,-101,7.8
2026-04-20 02:09:09,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012580540000.0,2033-10-10 18:09:00,-91,9.8
2026-04-20 02:15:08,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776651300000.0,2026-04-20 02:15:00,-111,4.3
2026-04-20 02:16:05,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776651360000.0,2026-04-20 02:16:00,-112,3.8
2026-04-20 02:22:07,mt-b-08-33430397,33430397,0.221,0.0,3.68,2012581320000.0,2033-10-10 18:22:00,-103,8.2
2026-04-20 02:24:15,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012581440000.0,2033-10-10 18:24:00,-89,10.2
2026-04-20 02:30:10,Prueba_laboratorio,33430245,89.978,0.0,3.66,1776652200000.0,2026-04-20 02:30:00,-110,5.5
2026-04-20 02:31:05,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776652260000.0,2026-04-20 02:31:00,-111,3.3
2026-04-20 02:37:27,mt-b-08-33430397,33430397,0.221,0.0,3.68,2012582220000.0,2033-10-10 18:37:00,-103,6.8
2026-04-20 02:39:04,mt-08-b-33430224,33430224,0.03,0.0,3.42,2012582340000.0,2033-10-10 18:39:00,-105,9.3
2026-04-20 02:45:07,Prueba_laboratorio,33430245,89.978,0.0,3.64,1776653100000.0,2026-04-20 02:45:00,-112,4.3
2026-04-20 02:46:06,mt-b-08-33430401,33430401,0.209,0.0,3.64,1776653160000.0,2026-04-20 02:46:00,-112,3.5
2026-04-20 02:52:07,mt-b-08-33430397,33430397,0.221,0.0,3.68,2012583120000.0,2033-10-10 18:52:00,-109,4.8
