time,deviceName,meterSerialNumber_tag,totalFordwardFlow,instantFlow,Vbat,time_meter_unix,time_meter_str,rssi,snr
2026-06-07 01:25:08,32862-710,32862710,729.532,0.005,3.7,1780795500000.0,2026-06-07 01:25:00,-107,8.0
2026-06-07 02:25:15,32862-710,32862710,729.533,0.0,3.7,1780799100000.0,2026-06-07 02:25:00,-93,9.8
2026-06-07 02:32:31,mt-08-b-33430251,33430251,0.041,0.0,3.66,1780799760000.0,2026-06-07 02:36:00,-113,2.8
2026-06-07 02:55:08,32862-710,32862710,729.533,0.0,3.7,1780800900000.0,2026-06-07 02:55:00,-102,8.8
2026-06-07 03:32:16,mt-08-b-33430251,33430251,0.041,0.0,3.64,1780803360000.0,2026-06-07 03:36:00,-109,5.8
2026-06-07 03:40:08,32862-710,32862710,729.533,0.0,3.7,1780803600000.0,2026-06-07 03:40:00,-106,6.5
2026-06-07 03:55:15,32862-710,32862710,729.533,0.0,3.7,1780804500000.0,2026-06-07 03:55:00,-99,9.5
2026-06-07 04:10:16,32862-710,32862710,729.533,0.0,3.7,1780805400000.0,2026-06-07 04:10:00,-91,9.5
2026-06-07 04:40:15,32862-710,32862710,729.533,0.0,3.7,1780807200000.0,2026-06-07 04:40:00,-95,9.5
2026-06-07 04:55:33,32862-710,32862710,729.533,0.0,3.7,1780808100000.0,2026-06-07 04:55:00,-94,9.2
2026-06-07 05:10:13,32862-710,32862710,729.533,0.0,3.7,1780809000000.0,2026-06-07 05:10:00,-93,9.8
2026-06-07 05:21:04,mt-08-b-33430234,33430234,0.033,0.0,3.56,1780808640000.0,2026-06-07 05:04:00,-105,7.8
2026-06-07 06:25:28,32862-710,32862710,729.534,0.004,3.7,1780813500000.0,2026-06-07 06:25:00,-87,9.2
2026-06-07 08:25:08,32862-710,32862710,729.535,0.0,3.7,1780820700000.0,2026-06-07 08:25:00,-102,8.8
2026-06-07 09:25:08,32862-710,32862710,729.535,0.0,3.7,1780824300000.0,2026-06-07 09:25:00,-100,9.2
2026-06-07 10:55:08,32862-710,32862710,729.536,0.001,3.7,1780829700000.0,2026-06-07 10:55:00,-98,9.0
2026-06-07 11:00:16,mt-b-08-33430401,33430401,0.209,0.0,3.64,1780830060000.0,2026-06-07 11:01:00,-119,-1.8
2026-06-07 11:10:07,32862-710,32862710,729.537,0.0,3.7,1780830600000.0,2026-06-07 11:10:00,-102,8.5
