time,deviceName,meterSerialNumber_tag,totalFordwardFlow,instantFlow,Vbat,time_meter_unix,time_meter_str,rssi,snr
2026-08-05 00:01:16,mt-08-b-33430231,33430231,0.425,0.0,3.5,1785888060000.0,2026-08-05 00:01:00,-103,6.2
2026-08-05 00:02:26,mt-08-b-33430247,33430247,0.035,0.0,3.38,1785888120000.0,2026-08-05 00:02:00,-103,8.5
2026-08-05 00:04:29,mt-08-b-33430234,33430234,0.033,0.0,3.48,1785888240000.0,2026-08-05 00:04:00,-91,11.0
2026-08-05 00:05:18,mt-08-b-33430250,33430250,0.041,0.0,3.48,1785888300000.0,2026-08-05 00:05:00,-96,9.5
2026-08-05 00:06:11,mt-08-b-33430251,33430251,0.041,0.0,3.46,1785888360000.0,2026-08-05 00:06:00,-101,8.5
2026-08-05 00:09:32,mt-08-b-33430254,33430254,0.058,0.0,3.68,1785888540000.0,2026-08-05 00:09:00,-97,10.2
2026-08-05 00:11:11,mt-08-b-33430256,33430256,0.037,0.0,3.58,1785888660000.0,2026-08-05 00:11:00,-109,7.2
2026-08-05 00:11:37,mt-08-b-33430226,33430226,0.429,0.0,3.62,1785888660000.0,2026-08-05 00:11:00,-95,9.8
2026-08-05 00:13:13,mt-08-b-33430243,33430243,0.44,0.0,3.5,1785888780000.0,2026-08-05 00:13:00,-87,8.8
2026-08-05 00:14:19,mt-08-b-33430229,33430229,2.113,0.0,3.66,1785888840000.0,2026-08-05 00:14:00,-94,8.0
2026-08-05 00:16:16,mt-08-b-33430231,33430231,0.425,0.0,3.5,1785888960000.0,2026-08-05 00:16:00,-102,7.8
2026-08-05 00:17:29,mt-08-b-33430247,33430247,0.035,0.0,3.38,1785889020000.0,2026-08-05 00:17:00,-106,8.5
2026-08-05 00:17:33,mt-b-08-33430417,33430417,0.181,0.0,3.64,1785889020000.0,2026-08-05 00:17:00,-106,9.2
2026-08-05 00:18:16,mt-08-l-32862703,32862703,0.466,0.0,3.68,1785889080000.0,2026-08-05 00:18:00,-103,6.5
2026-08-05 00:19:11,mt-08-b-33430234,33430234,0.033,0.0,3.48,1785889140000.0,2026-08-05 00:19:00,-91,10.0
2026-08-05 00:20:09,mt-08-b-33430250,33430250,0.041,0.0,3.48,1785889200000.0,2026-08-05 00:20:00,-97,7.0
2026-08-05 00:24:12,mt-08-b-33430254,33430254,0.058,0.0,3.68,1785889440000.0,2026-08-05 00:24:00,-101,10.0
2026-08-05 00:26:30,mt-08-b-33430226,33430226,0.429,0.0,3.62,1785889560000.0,2026-08-05 00:26:00,-93,10.2
2026-08-05 00:26:37,mt-08-b-33430256,33430256,0.037,0.0,3.58,1785889560000.0,2026-08-05 00:26:00,-108,7.0
2026-08-05 00:28:06,mt-08-b-33430243,33430243,0.44,0.0,3.5,1785889680000.0,2026-08-05 00:28:00,-93,10.2
2026-08-05 00:31:11,mt-08-b-33430231,33430231,0.425,0.0,3.5,1785889860000.0,2026-08-05 00:31:00,-102,8.2
2026-08-05 00:32:13,mt-08-b-33430247,33430247,0.035,0.0,3.38,1785889920000.0,2026-08-05 00:32:00,-107,9.2
2026-08-05 00:33:04,mt-08-b-33430233,33430233,0.045,0.0,3.7,1785889200000.0,2026-08-05 00:20:00,-103,8.5
2026-08-05 00:35:29,mt-08-b-33430250,33430250,0.041,0.0,3.48,1785890100000.0,2026-08-05 00:35:00,-96,7.0
2026-08-05 00:36:13,mt-08-b-33430251,33430251,0.041,0.0,3.46,1785890160000.0,2026-08-05 00:36:00,-102,8.8
2026-08-05 00:39:13,mt-08-b-33430254,33430254,0.058,0.0,3.68,1785890340000.0,2026-08-05 00:39:00,-101,10.0
2026-08-05 00:41:25,mt-08-b-33430226,33430226,0.429,0.0,3.62,1785890460000.0,2026-08-05 00:41:00,-91,10.2
2026-08-05 00:43:07,mt-08-b-33430243,33430243,0.44,0.0,3.5,1785890580000.0,2026-08-05 00:43:00,-105,8.2
2026-08-05 00:44:33,mt-08-b-33430229,33430229,2.113,0.0,3.66,1785890640000.0,2026-08-05 00:44:00,-99,9.8
2026-08-05 00:46:33,mt-08-b-33430231,33430231,0.425,0.0,3.5,1785890760000.0,2026-08-05 00:46:00,-101,8.8
2026-08-05 00:48:31,mt-08-l-32862703,32862703,0.466,0.0,3.68,1785890880000.0,2026-08-05 00:48:00,-98,8.0
2026-08-05 00:52:19,mt-b-08-33430397,33430397,0.221,0.0,3.68,2021820720000.0,2034-01-25 16:52:00,-101,8.5
2026-08-05 00:54:19,mt-08-b-33430254,33430254,0.058,0.0,3.68,1785891240000.0,2026-08-05 00:54:00,-99,9.2
2026-08-05 00:56:06,mt-08-b-33430226,33430226,0.429,0.0,3.62,1785891360000.0,2026-08-05 00:56:00,-95,7.8
2026-08-05 00:56:17,mt-08-b-33430256,33430256,0.037,0.0,3.58,1785891360000.0,2026-08-05 00:56:00,-108,8.0
2026-08-05 01:01:32,mt-08-b-33430231,33430231,0.425,0.0,3.5,1785891660000.0,2026-08-05 01:01:00,-102,7.8
2026-08-05 01:02:32,mt-08-b-33430247,33430247,0.035,0.0,3.38,1785891720000.0,2026-08-05 01:02:00,-103,8.8
2026-08-05 01:03:30,mt-08-l-32862703,32862703,0.466,0.0,3.68,1785891780000.0,2026-08-05 01:03:00,-105,5.8
2026-08-05 01:04:17,mt-08-b-33430234,33430234,0.033,0.0,3.48,1785891840000.0,2026-08-05 01:04:00,-93,9.2
2026-08-05 01:06:30,mt-08-b-33430251,33430251,0.041,0.0,3.46,1785891960000.0,2026-08-05 01:06:00,-107,6.5
2026-08-05 01:09:11,mt-08-b-33430254,33430254,0.058,0.0,3.68,1785892140000.0,2026-08-05 01:09:00,-101,8.8
2026-08-05 01:11:07,mt-08-b-33430226,33430226,0.429,0.0,3.62,1785892260000.0,2026-08-05 01:11:00,-103,8.5
2026-08-05 01:14:33,mt-08-b-33430229,33430229,2.113,0.0,3.66,1785892440000.0,2026-08-05 01:14:00,-91,9.5
2026-08-05 01:16:26,mt-08-b-33430231,33430231,0.425,0.0,3.5,1785892560000.0,2026-08-05 01:16:00,-103,8.5
2026-08-05 01:17:07,mt-08-b-33430247,33430247,0.035,0.0,3.38,1785892620000.0,2026-08-05 01:17:00,-101,9.2
2026-08-05 01:24:33,mt-08-b-33430254,33430254,0.058,0.0,3.68,1785893040000.0,2026-08-05 01:24:00,-97,8.8
2026-08-05 01:26:06,mt-08-b-33430226,33430226,0.429,0.0,3.62,1785893160000.0,2026-08-05 01:26:00,-105,9.0
2026-08-05 01:28:13,mt-08-b-33430243,33430243,0.44,0.0,3.5,1785893280000.0,2026-08-05 01:28:00,-89,10.0
2026-08-05 01:32:29,mt-b-08-33430417,33430417,0.181,0.0,3.64,1785893520000.0,2026-08-05 01:32:00,-106,6.5
2026-08-05 01:32:29,mt-08-b-33430247,33430247,0.035,0.0,3.38,1785893520000.0,2026-08-05 01:32:00,-104,8.2
2026-08-05 01:33:18,mt-08-l-32862703,32862703,0.466,0.0,3.68,1785893580000.0,2026-08-05 01:33:00,-103,6.8
2026-08-05 01:35:31,mt-08-b-33430250,33430250,0.041,0.0,3.48,1785893700000.0,2026-08-05 01:35:00,-103,8.8
2026-08-05 01:39:07,mt-08-b-33430254,33430254,0.058,0.0,3.68,1785893940000.0,2026-08-05 01:39:00,-99,8.5
2026-08-05 01:41:06,mt-08-b-33430226,33430226,0.429,0.0,3.62,1785894060000.0,2026-08-05 01:41:00,-107,4.2
2026-08-05 01:41:19,mt-08-b-33430256,33430256,0.037,0.0,3.58,1785894060000.0,2026-08-05 01:41:00,-104,8.2
2026-08-05 01:43:10,mt-08-b-33430243,33430243,0.44,0.0,3.5,1785894180000.0,2026-08-05 01:43:00,-97,9.0
2026-08-05 01:47:12,mt-08-b-33430247,33430247,0.035,0.0,3.38,1785894420000.0,2026-08-05 01:47:00,-97,1.2
2026-08-05 01:50:32,mt-08-b-33430250,33430250,0.041,0.0,3.48,1785894600000.0,2026-08-05 01:50:00,-96,9.5
2026-08-05 01:54:16,mt-08-b-33430254,33430254,0.058,0.0,3.68,1785894840000.0,2026-08-05 01:54:00,-101,9.0
2026-08-05 01:56:09,mt-08-b-33430226,33430226,0.429,0.0,3.62,1785894960000.0,2026-08-05 01:56:00,-107,8.5
2026-08-05 01:58:13,mt-08-b-33430243,33430243,0.44,0.0,3.5,1785895080000.0,2026-08-05 01:58:00,-90,9.2
2026-08-05 02:01:32,mt-b-08-33430401,33430401,0.209,0.0,3.62,1785895260000.0,2026-08-05 02:01:00,-111,4.0
2026-08-05 02:02:32,mt-08-b-33430247,33430247,0.035,0.0,3.38,1785895320000.0,2026-08-05 02:02:00,-107,8.8
