time,applicationName,deviceName,devEui,message_type,fPort,fCnt,gps_valid,gps_quality_acceptable,latitude,longitude,altitude_m,hdop,satellites,frequency_hz,spreading_factor,bandwidth_hz,code_rate,gateway_count,strongest_gateway_name,strongest_gateway_id,min_rssi,max_rssi,min_snr,max_snr,min_distance_m,max_distance_m,downlink_published,downlink_payload_hex,downlink_sequence,downlink_min_distance_step,downlink_max_distance_step,gateways_received
2026-08-05 11:36:50,Tests,SignalTester,ac1f09fffe10547c,discovery,3,1,True,,9.0238373,-79.5319722,,,,904900000,10,125000,CR_4_5,3,GatewayFacilidadesDobleBanda815,5813d3fffe4e3661,-105.0,-71.0,8.0,9.8,47.8,255.1,False,,,,,"[{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-71.0,""snr"":9.8,""latitude"":9.02346,""longitude"":-79.53218,""distance_m"":47.8},{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-95.0,""snr"":9.0,""latitude"":9.02452,""longitude"":-79.53419,""distance_m"":255.1},{""gatewayName"":""5813d3fffe69a1e6"",""gatewayId"":""5813d3fffe69a1e6"",""rssi"":-105.0,""snr"":8.0,""latitude"":9.02196,""longitude"":-79.53217,""distance_m"":209.9}]"
2026-08-05 11:37:10,Tests,SignalTester,ac1f09fffe10547c,field_test,1,2,True,True,9.0238373,-79.5319507,85.0,0.9,9.0,904500000,10,125000,CR_4_5,3,GatewayFacilidadesDobleBanda815,5813d3fffe4e3661,-91.0,-72.0,8.5,12.0,48.9,257.4,True,026d80010203,2,1,2,"[{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-72.0,""snr"":8.5,""latitude"":9.02346,""longitude"":-79.53218,""distance_m"":48.9},{""gatewayName"":""5813d3fffe69a1e6"",""gatewayId"":""5813d3fffe69a1e6"",""rssi"":-89.0,""snr"":12.0,""latitude"":9.02196,""longitude"":-79.53217,""distance_m"":210.1},{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-91.0,""snr"":10.2,""latitude"":9.02452,""longitude"":-79.53419,""distance_m"":257.4}]"
2026-08-05 11:37:25,Tests,SignalTester,ac1f09fffe10547c,field_test,1,3,True,True,9.0238373,-79.5319937,87.0,0.9,10.0,904300000,7,125000,CR_4_5,3,GatewayFacilidadesDobleBanda815,5813d3fffe4e3661,-99.0,-71.0,6.8,7.8,46.7,252.9,True,036581010203,3,1,2,"[{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-71.0,""snr"":6.8,""latitude"":9.02346,""longitude"":-79.53218,""distance_m"":46.7},{""gatewayName"":""5813d3fffe69a1e6"",""gatewayId"":""5813d3fffe69a1e6"",""rssi"":-91.0,""snr"":7.8,""latitude"":9.02196,""longitude"":-79.53217,""distance_m"":209.6},{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-99.0,""snr"":7.0,""latitude"":9.02452,""longitude"":-79.53419,""distance_m"":252.9}]"
2026-08-05 11:37:40,Tests,SignalTester,ac1f09fffe10547c,field_test,1,4,True,True,9.0238157,-79.5320797,98.0,0.8,11.0,905300000,7,125000,CR_4_5,3,GatewayFacilidadesDobleBanda815,5813d3fffe4e3661,-107.0,-73.0,8.5,9.8,42.1,244.6,True,045d7f010103,4,1,1,"[{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-73.0,""snr"":9.5,""latitude"":9.02345,""longitude"":-79.53218,""distance_m"":42.1},{""gatewayName"":""5813d3fffe69a1e6"",""gatewayId"":""5813d3fffe69a1e6"",""rssi"":-89.0,""snr"":9.8,""latitude"":9.02196,""longitude"":-79.53217,""distance_m"":206.6},{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-107.0,""snr"":8.5,""latitude"":9.02452,""longitude"":-79.53419,""distance_m"":244.6}]"
2026-08-05 11:37:55,Tests,SignalTester,ac1f09fffe10547c,field_test,1,5,True,True,9.0238373,-79.5321872,96.0,0.8,11.0,904700000,7,125000,CR_4_5,3,GatewayFacilidadesDobleBanda815,5813d3fffe4e3661,-93.0,-75.0,9.8,10.2,43.1,232.7,True,056b7d010103,5,1,1,"[{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-75.0,""snr"":10.2,""latitude"":9.02345,""longitude"":-79.53218,""distance_m"":43.1},{""gatewayName"":""5813d3fffe69a1e6"",""gatewayId"":""5813d3fffe69a1e6"",""rssi"":-92.0,""snr"":9.8,""latitude"":9.02196,""longitude"":-79.53217,""distance_m"":208.8},{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-93.0,""snr"":9.8,""latitude"":9.02452,""longitude"":-79.53419,""distance_m"":232.7}]"
2026-08-05 11:38:10,Tests,SignalTester,ac1f09fffe10547c,field_test,1,6,True,True,9.0237833,-79.5322947,90.0,1.0,9.0,903900000,7,125000,CR_4_5,3,GatewayFacilidadesDobleBanda815,5813d3fffe4e3661,-102.0,-75.0,8.5,9.8,39.1,223.7,True,06627d010103,6,1,1,"[{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-75.0,""snr"":9.8,""latitude"":9.02345,""longitude"":-79.53218,""distance_m"":39.1},{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-95.0,""snr"":9.2,""latitude"":9.02452,""longitude"":-79.53419,""distance_m"":223.7},{""gatewayName"":""5813d3fffe69a1e6"",""gatewayId"":""5813d3fffe69a1e6"",""rssi"":-102.0,""snr"":8.5,""latitude"":9.02196,""longitude"":-79.53217,""distance_m"":203.2}]"
2026-08-05 11:38:25,Tests,SignalTester,ac1f09fffe10547c,field_test,1,7,True,True,9.0237185,-79.5321872,81.0,1.4,6.0,904700000,7,125000,CR_4_5,3,GatewayFacilidadesDobleBanda815,5813d3fffe4e3661,-99.0,-72.0,8.0,9.5,29.9,238.3,True,076580010103,7,1,1,"[{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-72.0,""snr"":8.0,""latitude"":9.02345,""longitude"":-79.53218,""distance_m"":29.9},{""gatewayName"":""5813d3fffe69a1e6"",""gatewayId"":""5813d3fffe69a1e6"",""rssi"":-93.0,""snr"":9.5,""latitude"":9.02196,""longitude"":-79.53217,""distance_m"":195.5},{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-99.0,""snr"":8.8,""latitude"":9.02452,""longitude"":-79.5342,""distance_m"":238.3}]"
2026-08-05 11:38:40,Tests,SignalTester,ac1f09fffe10547c,field_test,1,8,True,True,9.0237293,-79.5320582,78.0,1.3,7.0,904500000,7,125000,CR_4_5,3,GatewayFacilidadesDobleBanda815,5813d3fffe4e3661,-101.0,-73.0,9.5,10.5,32.8,251.1,True,08637f010203,8,1,2,"[{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-73.0,""snr"":10.5,""latitude"":9.02346,""longitude"":-79.53218,""distance_m"":32.8},{""gatewayName"":""5813d3fffe69a1e6"",""gatewayId"":""5813d3fffe69a1e6"",""rssi"":-95.0,""snr"":9.5,""latitude"":9.02196,""longitude"":-79.53217,""distance_m"":197.1},{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-101.0,""snr"":9.5,""latitude"":9.02452,""longitude"":-79.5342,""distance_m"":251.1}]"
2026-08-05 11:38:55,Tests,SignalTester,ac1f09fffe10547c,field_test,1,9,True,True,9.0236105,-79.5319507,87.0,0.9,9.0,904300000,7,125000,CR_4_5,3,GatewayFacilidadesDobleBanda815,5813d3fffe4e3661,-95.0,-71.0,6.8,7.8,30.2,265.9,True,096981010203,9,1,2,"[{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-71.0,""snr"":7.2,""latitude"":9.02346,""longitude"":-79.53218,""distance_m"":30.2},{""gatewayName"":""5813d3fffe69a1e6"",""gatewayId"":""5813d3fffe69a1e6"",""rssi"":-93.0,""snr"":7.8,""latitude"":9.02196,""longitude"":-79.53217,""distance_m"":185.1},{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-95.0,""snr"":6.8,""latitude"":9.02452,""longitude"":-79.53419,""distance_m"":265.9}]"
2026-08-05 11:39:10,Tests,SignalTester,ac1f09fffe10547c,field_test,1,10,True,True,9.0234809,-79.5318432,88.0,1.0,9.0,904900000,7,125000,CR_4_5,3,GatewayFacilidadesDobleBanda815,5813d3fffe4e3661,-103.0,-82.0,8.5,9.8,37.1,282.4,True,0a6176010203,10,1,2,"[{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-82.0,""snr"":9.0,""latitude"":9.02346,""longitude"":-79.53218,""distance_m"":37.1},{""gatewayName"":""5813d3fffe69a1e6"",""gatewayId"":""5813d3fffe69a1e6"",""rssi"":-85.0,""snr"":9.8,""latitude"":9.02196,""longitude"":-79.53217,""distance_m"":172.9},{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-103.0,""snr"":8.5,""latitude"":9.02452,""longitude"":-79.53419,""distance_m"":282.4}]"
