time,applicationName,deviceName,devEui,message_type,fPort,fCnt,gps_valid,gps_quality_acceptable,latitude,longitude,altitude_m,hdop,satellites,frequency_hz,spreading_factor,bandwidth_hz,code_rate,gateway_count,strongest_gateway_name,strongest_gateway_id,min_rssi,max_rssi,min_snr,max_snr,min_distance_m,max_distance_m,downlink_published,downlink_payload_hex,downlink_sequence,downlink_min_distance_step,downlink_max_distance_step,gateways_received
2026-07-31 13:02:43,Tests,SignalTester,ac1f09fffe10547c,field_test,1,454,True,True,9.0246689,-79.5345522,52.0,1.0,8.0,904100000,7,125000,CR_4_5,2,GatewayELIIDobleBanda815,5813d3fffe69a166,-113.0,-98.0,4.5,8.5,42.0,293.7,True,c75766010202,199,1,2,"[{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-98.0,""snr"":8.5,""latitude"":9.0245,""longitude"":-79.53421,""distance_m"":42.0},{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-113.0,""snr"":4.5,""latitude"":9.02345,""longitude"":-79.53218,""distance_m"":293.7}]"
2026-07-31 13:03:11,Tests,SignalTester,ac1f09fffe10547c,field_test,1,455,True,True,9.0246473,-79.5346167,40.0,1.3,7.0,903900000,7,125000,CR_4_5,2,GatewayELIIDobleBanda815,5813d3fffe69a166,-118.0,-99.0,0.5,9.5,47.6,298.9,True,c85265010202,200,1,2,"[{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-99.0,""snr"":9.5,""latitude"":9.0245,""longitude"":-79.53421,""distance_m"":47.6},{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-118.0,""snr"":0.5,""latitude"":9.02345,""longitude"":-79.53218,""distance_m"":298.9}]"
2026-07-31 13:03:23,Tests,SignalTester,ac1f09fffe10547c,field_test,1,456,True,True,9.0246149,-79.5347242,16.0,1.0,8.0,904900000,7,125000,CR_4_5,2,GatewayELIIDobleBanda815,5813d3fffe69a166,-116.0,-102.0,1.0,8.2,57.9,308.4,True,c95462010202,201,1,2,"[{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-102.0,""snr"":8.2,""latitude"":9.0245,""longitude"":-79.53421,""distance_m"":57.9},{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-116.0,""snr"":1.0,""latitude"":9.02344,""longitude"":-79.53218,""distance_m"":308.4}]"
2026-07-31 13:03:35,Tests,SignalTester,ac1f09fffe10547c,field_test,1,457,True,True,9.0246257,-79.5347457,12.0,1.0,8.0,904300000,7,125000,CR_4_5,3,GatewayELIIDobleBanda815,5813d3fffe69a166,-119.0,-105.0,-7.5,5.8,60.5,412.1,True,ca515f010203,202,1,2,"[{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-105.0,""snr"":5.8,""latitude"":9.0245,""longitude"":-79.53421,""distance_m"":60.5},{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-115.0,""snr"":1.2,""latitude"":9.02344,""longitude"":-79.53218,""distance_m"":311.1},{""gatewayName"":""5813d3fffe69a1e6"",""gatewayId"":""5813d3fffe69a1e6"",""rssi"":-119.0,""snr"":-7.5,""latitude"":9.02194,""longitude"":-79.53216,""distance_m"":412.1}]"
2026-07-31 13:03:48,Tests,SignalTester,ac1f09fffe10547c,field_test,1,458,True,True,9.0246689,-79.5347027,20.0,1.3,7.0,904900000,7,125000,CR_4_5,2,GatewayELIIDobleBanda815,5813d3fffe69a166,-116.0,-103.0,-1.0,8.5,57.3,308.9,True,cb5461010202,203,1,2,"[{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-103.0,""snr"":8.5,""latitude"":9.0245,""longitude"":-79.53421,""distance_m"":57.3},{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-116.0,""snr"":-1.0,""latitude"":9.02344,""longitude"":-79.53218,""distance_m"":308.9}]"
2026-07-31 13:03:59,Tests,SignalTester,ac1f09fffe10547c,field_test,1,459,True,True,9.0246905,-79.5347242,22.0,1.4,6.0,904700000,7,125000,CR_4_5,2,GatewayELIIDobleBanda815,5813d3fffe69a166,-116.0,-108.0,2.2,2.2,60.3,312.1,True,cc545c010202,204,1,2,"[{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-108.0,""snr"":2.2,""latitude"":9.0245,""longitude"":-79.53421,""distance_m"":60.3},{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-116.0,""snr"":null,""latitude"":9.02344,""longitude"":-79.53218,""distance_m"":312.1}]"
2026-07-31 13:04:11,Tests,SignalTester,ac1f09fffe10547c,field_test,1,461,True,True,9.0246797,-79.5348102,9.0,1.0,8.0,903900000,7,125000,CR_4_5,2,GatewayELIIDobleBanda815,5813d3fffe69a166,-118.0,-99.0,0.5,10.2,68.9,320.1,True,ce5265010202,206,1,2,"[{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-99.0,""snr"":10.2,""latitude"":9.0245,""longitude"":-79.53421,""distance_m"":68.9},{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-118.0,""snr"":0.5,""latitude"":9.02344,""longitude"":-79.53218,""distance_m"":320.1}]"
2026-07-31 13:04:23,Tests,SignalTester,ac1f09fffe10547c,field_test,1,462,True,True,9.0246365,-79.5348747,-7.0,1.2,8.0,905100000,7,125000,CR_4_5,2,GatewayELIIDobleBanda815,5813d3fffe69a166,-117.0,-96.0,1.0,9.2,74.6,324.9,True,cf5368010202,207,1,2,"[{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-96.0,""snr"":9.2,""latitude"":9.0245,""longitude"":-79.53421,""distance_m"":74.6},{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-117.0,""snr"":1.0,""latitude"":9.02343,""longitude"":-79.53218,""distance_m"":324.9}]"
2026-07-31 13:04:35,Tests,SignalTester,ac1f09fffe10547c,field_test,1,463,True,True,9.0246365,-79.5348532,-7.0,1.0,9.0,904500000,7,125000,CR_4_5,2,GatewayELIIDobleBanda815,5813d3fffe69a166,-115.0,-107.0,0.2,7.0,72.2,322.8,True,d0555d010202,208,1,2,"[{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-107.0,""snr"":7.0,""latitude"":9.0245,""longitude"":-79.53421,""distance_m"":72.2},{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-115.0,""snr"":0.2,""latitude"":9.02343,""longitude"":-79.53218,""distance_m"":322.8}]"
2026-07-31 13:04:47,Tests,SignalTester,ac1f09fffe10547c,field_test,1,464,True,True,9.0246149,-79.5348532,5.0,1.0,9.0,905300000,7,125000,CR_4_5,2,GatewayELIIDobleBanda815,5813d3fffe69a166,-115.0,-95.0,1.5,10.0,71.8,321.8,True,d15569010202,209,1,2,"[{""gatewayName"":""GatewayELIIDobleBanda815"",""gatewayId"":""5813d3fffe69a166"",""rssi"":-95.0,""snr"":10.0,""latitude"":9.0245,""longitude"":-79.53421,""distance_m"":71.8},{""gatewayName"":""GatewayFacilidadesDobleBanda815"",""gatewayId"":""5813d3fffe4e3661"",""rssi"":-115.0,""snr"":1.5,""latitude"":9.02343,""longitude"":-79.53218,""distance_m"":321.8}]"
