time,deviceName,temperature,humidity,pressure_hPa,battery_mV,battery_pct,rssi,snr
2026-01-26 16:37:34,Panel,35.63,42.55,1003.0,1658.0,0,-45,14.3
2026-01-26 16:38:34,Panel,35.54,42.6,1003.0,1658.0,0,-45,13.8
2026-01-26 16:39:34,Panel,35.47,42.8,1003.0,1658.0,0,-45,11.8
2026-01-26 16:40:34,Panel,35.36,43.12,1003.0,1658.0,0,-45,14.3
2026-01-26 16:41:34,Panel,35.24,43.34,1003.0,1660.0,0,-45,13.5
2026-01-26 16:42:35,Panel,35.09,43.1,1003.0,1658.0,0,-45,13.5
2026-01-26 16:43:35,Panel,34.97,43.48,1003.0,1658.0,0,-45,14.0
2026-01-26 16:44:35,Panel,34.84,43.08,1003.0,1656.0,0,-45,14.3
2026-01-26 16:45:35,Panel,34.73,43.14,1003.0,1656.0,0,-45,14.0
2026-01-26 16:46:36,Panel,34.62,43.43,1003.0,1658.0,0,-45,14.3
2026-01-26 16:47:36,Panel,34.5,43.73,1003.0,1656.0,0,-45,12.0
2026-01-26 16:48:36,Panel,34.4,43.81,1003.0,1658.0,0,-45,13.3
2026-01-26 16:49:36,Panel,34.31,43.88,1003.0,1658.0,0,-45,14.0
2026-01-26 16:50:36,Panel,34.23,43.91,1003.0,1656.0,0,-45,14.0
2026-01-26 16:51:37,Panel,34.14,44.12,1003.0,1654.0,0,-45,13.5
2026-01-26 16:52:37,Panel,34.07,44.2,1003.0,1656.0,0,-45,14.0
2026-01-26 16:53:37,Panel,33.99,44.5,1003.0,1658.0,0,-45,14.3
2026-01-26 16:54:37,Panel,33.91,44.61,1003.0,1658.0,0,-45,14.0
2026-01-26 16:55:37,Panel,33.84,44.6,1003.0,1658.0,0,-45,11.5
2026-01-26 16:56:38,Panel,33.8,44.7,1003.0,1656.0,0,-45,13.5
2026-01-26 16:57:38,Panel,33.74,44.8,1003.0,1654.0,0,-45,14.5
2026-01-26 16:58:38,Panel,33.68,44.88,1003.0,1658.0,0,-45,13.5
2026-01-26 16:59:38,Panel,33.64,45.2,1003.0,1654.0,0,-45,13.5
2026-01-26 17:00:38,Panel,33.58,45.31,1003.0,1656.0,0,-45,14.5
2026-01-26 17:01:38,Panel,33.5,45.44,1003.0,1654.0,0,-45,13.8
2026-01-26 17:02:39,Panel,33.46,45.52,1003.0,1656.0,0,-45,14.0
2026-01-26 17:03:39,Panel,33.39,45.59,1003.0,1658.0,0,-45,13.8
2026-01-26 17:04:39,Panel,33.34,46.08,1003.0,1654.0,0,-45,13.8
2026-01-26 17:05:39,Panel,33.28,45.37,1004.0,1654.0,0,-45,11.5
2026-01-26 17:06:39,Panel,33.23,45.86,1004.0,1654.0,0,-45,13.0
2026-01-26 17:07:40,Panel,33.18,45.82,1004.0,1654.0,0,-45,13.8
2026-01-26 17:08:40,Panel,33.12,46.05,1004.0,1658.0,0,-45,14.0
2026-01-26 17:09:40,Panel,33.09,45.61,1004.0,1654.0,0,-45,14.5
2026-01-26 17:10:40,Panel,33.05,46.72,1004.0,1656.0,0,-46,12.0
2026-01-26 17:11:40,Panel,33.0,46.81,1004.0,1658.0,0,-45,14.3
2026-01-26 17:12:40,Panel,32.95,46.6,1004.0,1648.0,0,-45,14.0
2026-01-26 17:13:44,Panel,32.91,46.51,1004.0,1656.0,0,-45,13.8
2026-01-26 17:14:41,Panel,32.89,46.85,1004.0,1654.0,0,-45,14.0
2026-01-26 17:15:41,Panel,32.86,46.87,1004.0,1648.0,0,-45,14.3
2026-01-26 17:16:41,Panel,32.84,47.29,1004.0,1654.0,0,-45,14.5
2026-01-26 17:17:41,Panel,32.82,47.09,1004.0,1654.0,0,-45,14.3
2026-01-26 17:18:42,Panel,32.78,47.21,1004.0,1652.0,0,-46,12.0
2026-01-26 17:19:42,Panel,32.72,47.36,1004.0,1648.0,0,-45,14.0
2026-01-26 17:20:42,Panel,32.68,47.44,1004.0,1652.0,0,-45,13.8
2026-01-26 17:21:42,Panel,32.62,47.43,1003.0,1654.0,0,-45,13.8
2026-01-26 17:22:42,Panel,32.58,47.62,1004.0,1648.0,0,-45,14.0
2026-01-26 17:23:43,Panel,32.53,47.47,1004.0,1648.0,0,-45,13.5
2026-01-26 17:24:43,Panel,32.48,47.32,1004.0,1654.0,0,-45,14.3
2026-01-26 17:25:43,Panel,32.43,47.22,1004.0,1648.0,0,-45,13.8
2026-01-26 17:26:43,Panel,32.39,47.25,1004.0,1646.0,0,-45,13.8
2026-01-26 17:27:43,Panel,32.34,47.25,1004.0,1648.0,0,-45,10.5
2026-01-26 17:28:43,Panel,32.31,47.49,1004.0,1648.0,0,-44,14.0
2026-01-26 17:29:44,Panel,32.25,47.61,1004.0,1648.0,0,-45,14.3
2026-01-26 17:30:44,Panel,32.22,47.5,1004.0,1648.0,0,-45,13.8
2026-01-26 17:31:44,Panel,32.18,47.47,1004.0,1648.0,0,-45,13.5
2026-01-26 17:32:44,Panel,32.12,47.76,1004.0,1646.0,0,-45,14.3
2026-01-26 17:33:44,Panel,32.07,47.65,1004.0,1644.0,0,-45,14.5
2026-01-26 17:34:45,Panel,32.02,47.8,1004.0,1646.0,0,-45,11.3
2026-01-26 17:35:45,Panel,31.96,47.81,1004.0,1646.0,0,-45,13.8
2026-01-26 17:36:45,Panel,31.91,47.9,1004.0,1648.0,0,-45,14.5
2026-01-26 17:37:45,Panel,31.87,47.99,1004.0,1644.0,0,-45,14.3
2026-01-26 17:38:45,Panel,31.81,47.97,1004.0,1646.0,0,-45,14.0
2026-01-26 17:39:45,Panel,31.77,47.88,1004.0,1648.0,0,-44,13.5
2026-01-26 17:40:46,Panel,31.71,47.88,1004.0,1644.0,0,-45,13.8
2026-01-26 17:41:46,Panel,31.66,48.47,1004.0,1644.0,0,-45,13.5
2026-01-26 17:42:46,Panel,31.59,48.54,1004.0,1646.0,0,-45,11.8
2026-01-26 17:43:46,Panel,31.54,48.63,1004.0,1646.0,0,-34,14.0
2026-01-26 17:44:46,Panel,31.48,48.63,1004.0,1644.0,0,-45,13.5
2026-01-26 17:45:47,Panel,31.43,48.78,1004.0,1644.0,0,-45,13.8
2026-01-26 17:46:47,Panel,31.38,48.84,1004.0,1644.0,0,-45,14.0
2026-01-26 17:47:47,Panel,31.32,49.11,1004.0,1644.0,0,-45,14.3
2026-01-26 17:48:47,Panel,31.26,49.21,1004.0,1644.0,0,-45,14.0
2026-01-26 17:49:47,Panel,31.21,49.26,1004.0,1644.0,0,-45,14.0
2026-01-26 17:50:47,Panel,31.14,49.92,1004.0,1644.0,0,-45,13.5
2026-01-26 17:51:48,Panel,31.08,49.91,1004.0,1644.0,0,-45,14.3
2026-01-26 17:52:48,Panel,31.03,49.71,1004.0,1640.0,0,-45,10.5
2026-01-26 17:53:48,Panel,30.97,49.69,1004.0,1644.0,0,-45,14.0
2026-01-26 17:54:48,Panel,30.92,49.69,1004.0,1644.0,0,-44,14.5
2026-01-26 17:55:48,Panel,30.88,49.87,1004.0,1644.0,0,-45,14.3
2026-01-26 17:56:49,Panel,30.83,49.87,1004.0,1644.0,0,-45,14.5
2026-01-26 17:57:49,Panel,30.78,49.93,1004.0,1644.0,0,-46,11.8
2026-01-26 17:58:49,Panel,30.74,49.86,1004.0,1640.0,0,-45,14.3
2026-01-26 17:59:49,Panel,30.68,49.89,1004.0,1640.0,0,-45,13.5
2026-01-26 18:00:49,Panel,30.63,49.93,1004.0,1640.0,0,-45,13.8
2026-01-26 18:01:55,Panel,30.59,50.04,1004.0,1644.0,0,-45,14.0
2026-01-26 18:02:50,Panel,30.55,50.37,1004.0,1640.0,0,-45,14.0
2026-01-26 18:03:50,Panel,30.5,50.59,1004.0,1644.0,0,-44,14.0
2026-01-26 18:04:50,Panel,30.46,50.55,1004.0,1644.0,0,-45,14.0
2026-01-26 18:05:50,Panel,30.41,50.47,1004.0,1644.0,0,-45,13.5
2026-01-26 18:06:50,Panel,30.37,50.58,1004.0,1640.0,0,-45,13.8
2026-01-26 18:07:51,Panel,30.32,50.7,1004.0,1640.0,0,-45,13.8
2026-01-26 18:08:51,Panel,30.27,50.71,1004.0,1644.0,0,-45,12.3
2026-01-26 18:09:51,Panel,30.22,50.62,1004.0,1640.0,0,-45,14.3
2026-01-26 18:10:51,Panel,30.17,50.73,1004.0,1640.0,0,-45,14.0
2026-01-26 18:11:51,Panel,30.12,50.7,1004.0,1640.0,0,-45,14.0
2026-01-26 18:12:52,Panel,30.07,50.75,1004.0,1640.0,0,-45,13.8
2026-01-26 18:13:52,Panel,30.02,50.76,1004.0,1640.0,0,-45,11.3
2026-01-26 18:14:52,Panel,29.98,50.82,1004.0,1640.0,0,-44,14.3
2026-01-26 18:15:52,Panel,29.94,50.8,1004.0,1640.0,0,-45,14.5
2026-01-26 18:16:52,Panel,29.91,50.87,1004.0,1640.0,0,-45,14.0
2026-01-26 18:17:52,Panel,29.87,50.93,1004.0,1638.0,0,-45,13.8
2026-01-26 18:18:53,Panel,29.83,50.93,1004.0,1640.0,0,-45,13.8
2026-01-26 18:19:53,Panel,29.79,50.9,1004.0,1640.0,0,-45,13.8
2026-01-26 18:20:53,Panel,29.75,50.96,1004.0,1640.0,0,-45,14.3
2026-01-26 18:21:53,Panel,29.7,51.09,1004.0,1638.0,0,-45,13.8
2026-01-26 18:22:53,Panel,29.66,51.09,1004.0,1638.0,0,-45,11.0
2026-01-26 18:23:53,Panel,29.62,51.07,1004.0,1638.0,0,-45,13.8
2026-01-26 18:24:54,Panel,29.59,51.38,1004.0,1638.0,0,-45,14.5
2026-01-26 18:25:54,Panel,29.55,51.24,1004.0,1640.0,0,-45,14.0
2026-01-26 18:26:54,Panel,29.51,51.42,1004.0,1638.0,0,-44,14.0
2026-01-26 18:26:55,Panel,29.52,51.5,1004.0,1638.0,0,-45,13.8
2026-01-26 18:27:56,Panel,29.47,51.47,1004.0,1638.0,0,-45,14.3
2026-01-26 18:28:56,Panel,29.42,51.41,1004.0,1636.0,0,-45,14.0
2026-01-26 18:29:56,Panel,29.37,51.57,1004.0,1638.0,0,-45,14.0
2026-01-26 18:30:56,Panel,29.33,51.48,1004.0,1638.0,0,-45,14.3
2026-01-26 18:31:56,Panel,29.3,51.48,1004.0,1636.0,0,-45,11.3
2026-01-26 18:32:56,Panel,29.25,51.75,1004.0,1638.0,0,-45,14.3
2026-01-26 18:33:57,Panel,29.21,51.66,1004.0,1638.0,0,-45,14.3
2026-01-26 18:34:57,Panel,29.17,51.86,1004.0,1638.0,0,-44,13.8
2026-01-26 18:35:57,Panel,29.12,52.21,1004.0,1638.0,0,-45,14.5
2026-01-26 18:36:57,Panel,29.06,52.08,1004.0,1636.0,0,-45,10.5
2026-01-26 18:37:57,Panel,29.0,52.16,1004.0,1638.0,0,-44,13.8
2026-01-26 18:38:57,Panel,28.94,52.54,1004.0,1638.0,0,-45,13.8
2026-01-26 18:39:58,Panel,28.89,51.97,1004.0,1636.0,0,-45,13.8
2026-01-26 18:40:58,Panel,28.84,52.28,1004.0,1638.0,0,-45,13.5
2026-01-26 18:41:58,Panel,28.8,52.44,1004.0,1636.0,0,-45,13.5
2026-01-26 18:42:58,Panel,28.75,52.64,1004.0,1636.0,0,-45,13.8
2026-01-26 18:43:58,Panel,28.69,52.53,1004.0,1638.0,0,-45,14.3
2026-01-26 18:44:59,Panel,28.66,52.7,1005.0,1636.0,0,-45,13.8
2026-01-26 18:45:59,Panel,28.61,52.75,1004.0,1638.0,0,-44,14.3
2026-01-26 18:46:59,Panel,28.56,53.0,1004.0,1636.0,0,-45,14.3
2026-01-26 18:47:59,Panel,28.53,52.85,1005.0,1638.0,0,-45,12.0
2026-01-26 18:48:59,Panel,28.49,52.99,1005.0,1636.0,0,-45,13.5
2026-01-26 18:50:00,Panel,28.46,53.07,1005.0,1638.0,0,-45,14.0
2026-01-26 18:51:00,Panel,28.42,53.45,1005.0,1632.0,0,-45,14.5
2026-01-26 18:52:00,Panel,28.37,53.43,1005.0,1638.0,0,-45,14.0
